asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
p16ink4a recombinant rabbit monoclonal antibody,,,,,,p16INK4a recombinant rabbit monoclonal antibody,ovarian germ cell tumor | mature cystic teratoma,"{""NA"": 1}","{""COMPLETED"": 1}",1,NCT04283773,NCT04283773,Immunohistochemical Evaluation of Protein P16 Expression in Ovarian Germ Cell Tumors.,NCT04283773,0
recombinant plasminogen activator,,,PLASMINOGEN,Unknown,PHASE_3,recombinant plasminogen activator,acute ischemic stroke,"{""NA"": 1}","{""COMPLETED"": 1}",1,NCT04290494,NCT04290494,"Temporal Trends of Thrombolysis Treatment in Chinese Acute Ischemic Stroke (AIS) Patients From 2007 2017: Analysis of China National Stroke Registry (CNSR) I, II, and III",NCT04290494,1
concentrated herbal extract granules tra,,,,,,concentrated herbal extract granules TRA,symptomatic urinary tract infection,"{""PHASE2"": 1}","{""COMPLETED"": 1}",1,NCT04272437,NCT04272437,Concentrated Traditional Chinese Herbal Extract Granules TRA for Preventing Symptomatic Urinary Tract Infection Among High-risk Elderly Residing in Nursing Homes-A Randomized Placebo-Controlled Trial,NCT04272437,1
pertussis toxin recombinant acellular vaccine,,,,,,pertussis toxin recombinant acellular vaccine,pertussis | influenza,"{""NA"": 1}","{""COMPLETED"": 1}",1,NCT04102137,NCT04102137,Antibody Persistence at 3 Years After a Single Dose Vaccination of Acellular Pertussis Vaccines Containing Genetically-detoxified Pertussis Toxin,NCT04102137,0
tcm oa2,,,,,,tcm oa2,osteoarthritis,"{""PHASE2"": 1}","{""COMPLETED"": 1}",1,NCT04108832,NCT04108832,Traditional Chinese Medicine Formula Liu-Wei-Die-Huang-Wan in the Treatment of Osteoarthritis. An Eight-Weeks Double Blind Randomized Placebo-Controlled Clinical Trial.,NCT04108832,1
recombinant human tissue-type plasminogen activator derivative,,,,,,recombinant human tissue-type plasminogen activator derivative,pulmonary embolism,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT04110275,NCT04110275,A Phase II Clinical Study to Evaluate the Efficacy and Safety of Thrombolytic Therapy With Recombinant Human Tissue-type Plasminogen Activator Derivative for Acute Pulmonary Embolism,NCT04110275,0
jing ceih shern yuan extract pill,,,,,,jing ceih shern yuan extract pill,osteoarthritis,"{""PHASE2/PHASE3"": 1}","{""COMPLETED"": 1}",1,NCT04110847,NCT04110847,"Traditional Chinese Medicine Formula in the Treatment of Osteoarthritis of Knees or Hips. A Randomized Double-Blind, Placebo-Controlled Clinical Trial.",NCT04110847,1
oa1 extract,,,,,,OA1 Extract,osteoarthritis,"{""PHASE2/PHASE3"": 1}","{""COMPLETED"": 1}",1,NCT04110847,NCT04110847,"Traditional Chinese Medicine Formula in the Treatment of Osteoarthritis of Knees or Hips. A Randomized Double-Blind, Placebo-Controlled Clinical Trial.",NCT04110847,1
paper mulberry leaf,,,,,,paper mulberry leaf,psoriasis,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT04117919,NCT04117919,Pilot Study of Chinese Medicine Medicated Bath as Complementary Medicine for Mild to Moderate Plaque -Type Psoriasis Patient.,NCT04117919,1
recombinant quadrivalent nanoparticle influenza vaccine,,,,,,recombinant quadrivalent nanoparticle influenza vaccine,influenza,"{""PHASE3"": 1}","{""COMPLETED"": 1}",1,NCT04120194,NCT04120194,"A Phase 3, Randomized, Observer-blinded, Active-controlled Trial to Evaluate Immunogenicity & Safety of a Recombinant Quadrivalent Nanoparticle Influenza Vaccine (Quad-NIV) With Matrix-M1™ Adjuvant Against Fluzone® Quadrivalent in Clinically Stable Adults ≥ 65 Years of Age",NCT04120194,0
