asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
BR101801,,,BOSMOLISIB,Small molecule,PHASE_2,BR101801 | br101801,small lymphocytic leukemia | chronic lymphocytic leukemia | peripheral T cell lymphoma | B-cell lymphoma | peripheral T-cell lymphoma,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT04018248,NCT07180771,"A Phase I, Open-label, Multi-center, Dose Escalation, and Expansion Study of BR101801 in Adult Patients With Advanced Hematologic Malignancies || A Phase II, Single-arm, Multicenter, Open Label Study to Evaluate Efficacy and Safety of BR101801 Monotherapy in Relapsed/Refractory Peripheral T-cell Lymphoma Patients",NCT04018248|NCT07180771,0
EXG34217,,,,,,EXG34217 | exg34217,telomere biology disorders | bone marrow failure | telomere biology disorders with bone marrow failure,"{""PHASE1"": 2}","{""ACTIVE_NOT_RECRUITING"": 1, ""ENROLLING_BY_INVITATION"": 1}",2,NCT04211714,NCT05868499,A Phase I/II Study to Evaluate the Safety and Tolerability of EXG34217 in Patients With Telomere Biology Disorders With Bone Marrow Failure || Long Term Follow-up Study in Patients With Telomere Biology Disorders With Bone Marrow Failure Who Completed Study EXG-US-01,NCT04211714|NCT05868499,0
3D185,,,,,,3D185,solid tumor | cholangiocarcinoma,"{""PHASE1"": 1, ""PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT04221204,NCT05039892,"A Phase I Study of the Safety, Tolerability, Pharmacokinetics Profiles and Preliminary Efficacy of 3D185 Monotherapy in Subjects With Advanced Solid Tumors || An Open-label, Single Arm, Multicenter Phase 2 Study to Evaluate the Efficacy and Safety of 3D185 Monotherapy in Subjects With Previously Treated Locally Advanced or Metastatic Cholangiocarci",NCT04221204|NCT05039892,0
SP16,,,,,,SP16,myocardial infarction | pneumonia,"{""PHASE1/PHASE2"": 1, ""PHASE1"": 1}","{""COMPLETED"": 1, ""TERMINATED"": 1}",2,NCT04225533,NCT05135624,SP16 Inflammatory Response Inhibition Trial || SP16 as a Therapeutic for SARS-CoV-2 Induced ARDS,NCT04225533|NCT05135624,0
ST-920,,,,,,ST-920,Fabry disease,"{""PHASE1/PHASE2"": 1, ""NA"": 1}","{""COMPLETED"": 1, ""ENROLLING_BY_INVITATION"": 1}",2,NCT04046224,NCT05039866,"A Phase I/II, Multicenter, Open-Label, Single-Dose, Dose-Ranging Study to Assess the Safety and Tolerability of ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy, in Subjects With Fabry Disease (STAAR) || Long-Term Follow-up of Fabry Disease Subjects Who Were Treated With ST-920, an AAV2/6 Human Alpha Galactosidase A Gene Therapy",NCT04046224|NCT05039866,0
KB105,,,INETAGUGENE GEPERPAVEC,Gene,PHASE_2,KB105,autosomal recessive congenital ichthyosis,"{""PHASE1/PHASE2"": 1, ""PHASE2"": 1}","{""UNKNOWN"": 2}",2,NCT04047732,NCT05735158,"A Phase I/II Clinical Trial of Topical KB105, a Replication-incompetent, Non-integrating HSV-1 Vector Expressing Human Transglutaminase 1 (TGM1) for the Treatment of TGM1-deficient Autosomal Recessive Congenital Ichthyosis (ARCI) || A Phase 2, Randomized, Placebo-controlled Study of Topical KB105, a Replication-defective, Non-integrating HSV-1 Vect",NCT04047732|NCT05735158,0
VDJ001,,,,,,VDJ001 | vdj001,rheumatoid arthritis,"{""PHASE2"": 1, ""PHASE1"": 1}","{""COMPLETED"": 2}",2,NCT05957107,NCT06021574,"Randomized, Double-blind, Placebo, Positive-controlled Phase II Trial of VDJ001 in Patients With Moderate-to-severe Active Rheumatoid Arthritis || A Single Center, Randomized, Double-blind, Placebo-controlled Phase I Clinical Trial of a Novel Recombinant Humanized Anti Interleukin-6 Receptor Monoclonal Antibody in Healthy Subjects",NCT05957107|NCT06021574,0
BR6002B,,,,,,BR6002B | br6002b,,"{""PHASE1"": 2}","{""COMPLETED"": 2}",2,NCT05959486,NCT05959499,"An Open-label, Randomized, Fasting, Single-dose, 2-sequence, 4-period, Full Replicated Crossover Study to Evaluate the Pharmacokinetics and Safety Between Single Administration of ""BR6002"" and Coadministration of ""BR6002A"" and ""BR6002B"" in Healthy Adult Volunteers || An Open-label, Randomized, Fed, Single-dose, 2-sequence, 4-period, Full Replicated",NCT05959486|NCT05959499,0
BR6002A,,,,,,BR6002A | br6002a,,"{""PHASE1"": 2}","{""COMPLETED"": 2}",2,NCT05959486,NCT05959499,"An Open-label, Randomized, Fasting, Single-dose, 2-sequence, 4-period, Full Replicated Crossover Study to Evaluate the Pharmacokinetics and Safety Between Single Administration of ""BR6002"" and Coadministration of ""BR6002A"" and ""BR6002B"" in Healthy Adult Volunteers || An Open-label, Randomized, Fed, Single-dose, 2-sequence, 4-period, Full Replicated",NCT05959486|NCT05959499,0
TCMCB07,,,,,,TCMCB07 | tcmcb07,cancer cachexia | cachexia | colorectal cancer,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT05529849,NCT06937177,"A Two-Part Study to Assess the Safety, Tolerability and Pharmacokinetics of Single and Multiple Ascending Subcutaneous Doses of TCMCB07 on Healthy Male and Female Subjects || Safely Optimizing Body Weight With TCMCB07 in Patients With Newly Diagnosed Colorectal Cancer Undergoing Chemotherapy",NCT05529849|NCT06937177,0
TD011,,,,,,APR-TD011 | apr-td011,junctional epidermolysis bullosa | dystrophic epidermolysis bullosa | cutaneous T cell lymphoma,"{""EARLY_PHASE1"": 2}","{""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT05533866,NCT05728879,Characterization of the Microbiome in Colonized Dystrophic and Junctional Epidermolysis Bullosa Wounds Before and After Use of APR-TD011 ® Spray Solution || Characterization of the Microbiome in Cutaneous T Cell Lymphoma Skin Lesions Before and After Use of APR-TD011® (RLF-TD011®) Spray Solution,NCT05533866|NCT05728879,0
EB-203,,,,,,EB-203,healthy volunteers | age-related macular degeneration,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT05538949,NCT06487039,"A Phase I Clinical Trial to Evaluate Safety, Tolerability and Pharmacokinetics of EB-203 Eye Drops in Healthy Volunteers || A Randomization, Double-blind, Parallel, Multicenter-Phase 2a Trial to Evaluate the Safety and Efficacy of EB-203 in Patients With Neovascular Age-related Macular Degeneration",NCT05538949|NCT06487039,0
MDI-1228,,,,,,MDI-1228 mesylate | MDI-1228-mesylate,diabetic foot ulcer,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT05969236,NCT06852976,"A Phase 1, First-in-Human, Single-center, Randomized, Double-masked, Placebo-controlled Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Single and Multiple Ascending Doses of MDI-1228_mesylate Ophthalmic Solution by Local Instillation in Adult Healthy Volunteers || A Phase 2a Proof of Concept Open-Label, Randomized, Controlled St",NCT05969236|NCT06852976,0
SV-102,,,,,,sv-102,prostate cancer,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT05544227,NCT06533644,"Immunotherapy Regimen Given After Targeted Local Cryolysis (TLC) for Patients With Advanced/Metastatic Castration-resistant Prostate Cancer (mCRPC) OR Those With Metastatic Prostate Cancer Who Refused Hormone Therapy and Chemotherapy. || A Phase 2a Multicenter, Dose-Escalation and Dose Optimization Study of SYNC-T Therapy SV-102 for Patients With M",NCT05544227|NCT06533644,0
EVO101,,,,,,EVO101,atopic dermatitis | hidradenitis suppurativa,"{""PHASE2"": 1, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT05579899,NCT06645821,"A Randomized, Vehicle-controlled, Safety and Efficacy Study of EVO101 in Adult Subjects With Atopic Dermatitis || Open-label, Investigator-initiated, Single-site Proof of Concept Trial Evaluating EVO101 in Adult Subjects with Mild to Moderate Hidradenitis Suppurativa.",NCT05579899|NCT06645821,0
