asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
follitropin alfa,,,FOLLITROPIN ALFA,Protein,APPROVAL,follitropin alfa,infertility | subfertility | hypogonadotropic hypogonadism | poor ovarian response | insufficient ovarian response | controlled ovarian stimulation,"{""PHASE4"": 24, ""PHASE3"": 20, ""PHASE2"": 6, ""NA"": 14, ""PHASE1"": 6}","{""COMPLETED"": 51, ""TERMINATED"": 5, ""WITHDRAWN"": 2, ""UNKNOWN"": 10, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",70,NCT00249834,NCT07269327,"A Phase IIIB/IV, Open Label Study to Assess the Efficacy and Safety of a Pre-defined, Fixed Dose of Gonal-f® (Filled-by-Mass in a Prefilled Pen) Based on Subject Baseline Characteristics, for Ovarian Stimulation in Subjects Undergoing in Vitro Fertilization (IVF) || A Prospective, Open Label, Randomised, Parallel Group, Comparative Pilot Study to S",NCT00249834|NCT00257556|NCT00328926|NCT00378001|NCT00505752|NCT00575302,7
enfortumab vedotin,,,ENFORTUMAB VEDOTIN,Antibody drug conjugate,APPROVAL,enfortumab vedotin,urothelial carcinoma | urothelial cancer | bladder cancer | muscle-invasive bladder cancer | muscle invasive bladder cancer | solid tumor,"{""PHASE1"": 9, ""PHASE2"": 33, ""PHASE1/PHASE2"": 13, ""PHASE3"": 8, ""NA"": 5, ""PHASE4"": 2}","{""COMPLETED"": 9, ""TERMINATED"": 4, ""RECRUITING"": 39, ""ACTIVE_NOT_RECRUITING"": 11, ""APPROVED_FOR_MARKETING"": 1, ""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 4, ""WITHDRAWN"": 1}",70,NCT02091999,NCT07566156,"A Phase 1 Study of the Safety and Pharmacokinetics of Escalating Doses of ASG-22CE Given as Monotherapy in Subjects With Metastatic Urothelial Cancer and Other Malignant Solid Tumors That Express Nectin-4 || An Open-label, Randomized, Phase 1 Safety and Pharmacokinetic Study of Enfortumab Vedotin (ASG-22CE) in Japanese Patients With Locally Advance",NCT02091999|NCT03070990|NCT03219333|NCT03288545|NCT03474107|NCT03547973,2
repaglinide,,,REPAGLINIDE,Small molecule,APPROVAL,repaglinide,type 2 diabetes | type 2 diabetes mellitus | cystic fibrosis-related diabetes | cystic fibrosis | diabetes mellitus | prediabetes,"{""PHASE3"": 4, ""PHASE4"": 19, ""NA"": 12, ""PHASE2"": 1, ""PHASE1"": 33}","{""COMPLETED"": 61, ""WITHDRAWN"": 1, ""UNKNOWN"": 3, ""TERMINATED"": 1, ""NOT_YET_RECRUITING"": 2, ""RECRUITING"": 1}",69,NCT00072904,NCT07372625,Diabetes Therapy to Improve BMI and Lung Function in CF || Effect of Metformin Versus Repaglinide Treatment on Glycemic Control and Non-Glycaemic Cardiovascular Risk Factors in Non-Obese Type 2 Diabetic Patients Uncontrolled by Diet || Effect of Repaglinide Versus Metformin Treatment in Combination With Insulin Biasp30 (Novologmix 70/30) Predinner ,NCT00072904|NCT00118950|NCT00118963|NCT00231192|NCT00336310|NCT00399711,9
fluvoxamine,,,FLUVOXAMINE,Small molecule,APPROVAL,fluvoxamine,obsessive-compulsive disorder | major depressive disorder | coronavirus disease 2019 | depression | schizophrenia | anxiety disorders,"{""PHASE4"": 11, ""PHASE3"": 13, ""NA"": 15, ""PHASE1"": 23, ""PHASE2"": 6, ""PHASE2/PHASE3"": 1}","{""COMPLETED"": 45, ""UNKNOWN"": 11, ""WITHDRAWN"": 2, ""TERMINATED"": 2, ""RECRUITING"": 6, ""SUSPENDED"": 1, ""NOT_YET_RECRUITING"": 2}",69,NCT00000373,NCT07359482,Neurobiology/Treatment of Obsessive-Compulsive Disorder || Research Unit on Pediatric Psychopharmacology Anxiety Treatment Study || A Treatment Study of Youth With Comorbid Attention Deficit Hyperactivity Disorder (ADHD) and Anxiety Disorders,NCT00000373|NCT00000389|NCT00012584|NCT00175981|NCT00395213|NCT00456560,1
rifapentine,,,RIFAPENTINE,Small molecule,APPROVAL,rifapentine,tuberculosis | latent tuberculosis infection | pulmonary tuberculosis | tuberculosis infection | active tuberculosis | human immunodeficiency virus infection,"{""PHASE2"": 10, ""PHASE3"": 20, ""NA"": 6, ""PHASE1"": 12, ""PHASE1/PHASE2"": 6, ""PHASE4"": 10, ""PHASE2/PHASE3"": 5}","{""COMPLETED"": 33, ""TERMINATED"": 5, ""UNKNOWN"": 7, ""RECRUITING"": 9, ""WITHDRAWN"": 2, ""ACTIVE_NOT_RECRUITING"": 7, ""NOT_YET_RECRUITING"": 6}",69,NCT00002192,NCT07595042,"Tolerance, Safety, and Activity of Rifapentine Alone and in Combination Therapy in AIDS Patients With Mycobacterium Avium Complex Bacteremia. || TBTC Study 22: Efficacy and Safety of Once-Weekly Rifapentine and Isoniazid Compared to Efficacy and Safety of Once-Weekly Rifapentine and Isoniazid Compared to Twice-Weekly Rifampin and Isoniazid in the C",NCT00002192|NCT00023335|NCT00023387|NCT00023426|NCT00023452|NCT00057122,3
inactivated poliovirus vaccine,,,,,,inactivated poliovirus vaccine,poliovirus infection | poliomyelitis | diphtheria | tetanus | pertussis | Haemophilus influenzae type b infection,"{""NA"": 7, ""PHASE3"": 20, ""PHASE2"": 6, ""PHASE1"": 5, ""PHASE4"": 29, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 55, ""UNKNOWN"": 9, ""TERMINATED"": 1, ""RECRUITING"": 3, ""NOT_YET_RECRUITING"": 1}",69,NCT00137696,NCT07457060,"Immunogenicity of Inactivated Polio Vaccine in Puerto Rico; A Comparative Cohort Study of Two Vaccination Schedules || Randomized Placebo-Controlled Trial of Inactivated Poliovirus Vaccine in Cuba || A Multicentric Study to Compare the Immunogenicity, Safety & Reactogenicity of GSK Biologicals' DTPa-IPV Vaccine vs. Co-administration of GSK's DTPa V",NCT00137696|NCT00260312|NCT00290342|NCT00320463|NCT00352963|NCT00362336,8
tigecycline,,,TIGECYCLINE,Small molecule,APPROVAL,tigecycline,complicated intra-abdominal infections | community-acquired pneumonia | complicated skin and skin structure infections | infection | complicated intra-abdominal infection | Mycobacterium chelonae infection,"{""PHASE3"": 17, ""PHASE4"": 15, ""PHASE1"": 5, ""NA"": 22, ""PHASE2"": 5, ""PHASE2/PHASE3"": 3, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 41, ""TERMINATED"": 2, ""WITHDRAWN"": 4, ""SUSPENDED"": 1, ""UNKNOWN"": 11, ""RECRUITING"": 3, ""NOT_YET_RECRUITING"": 3, ""ACTIVE_NOT_RECRUITING"": 2, ""ENROLLING_BY_INVITATION"": 1}",68,NCT00079885,NCT07524920,"A Phase 3, Multicenter, Randomized, Double-Blind, Comparative Study Of The Efficacy And Safety Of Tigecycline Vs Levofloxacin To Treat Subjects Hospitalized With Community-Acquired Pneumonia || A Clinical Research Study to Evaluate the Safety and Efficacy of Tigecycline in the Treatment of Selected Serious Infections Caused by Vancomycin-Resistant ",NCT00079885|NCT00079976|NCT00079989|NCT00080496|NCT00081575|NCT00081744,1
telbivudine,,,TELBIVUDINE,Small molecule,APPROVAL,telbivudine,chronic hepatitis B | hepatitis B | hepatitis B virus infection | hepatocellular carcinoma | liver cirrhosis | chronic hepatitis B virus infection,"{""NA"": 12, ""PHASE3"": 15, ""PHASE2"": 3, ""PHASE4"": 33, ""PHASE1"": 1, ""PHASE1/PHASE2"": 3, ""PHASE2/PHASE3"": 1}","{""WITHDRAWN"": 7, ""COMPLETED"": 37, ""TERMINATED"": 5, ""UNKNOWN"": 19}",68,NCT00051090,NCT04724785,"Multicenter, Pilot Study of Telbivudine (LdT) Anti-HBV Treatment Prior to the Initiation of Highly Active Antiretroviral Therapy Containing Lamivudine in Subjects Coinfected With HBV and HIV || A Randomized, Double Blind Trial of LdT (Telbivudine) Versus Lamivudine in Adults With Compensated Chronic Hepatitis B || Randomized, Double-Blind Trial of ",NCT00051090|NCT00057265|NCT00076336|NCT00115245|NCT00124241|NCT00128544,3
varicella vaccine,,,,,,varicella vaccine,varicella | measles | mumps | rubella | hepatitis A | influenza,"{""PHASE2"": 6, ""PHASE3"": 28, ""PHASE4"": 25, ""PHASE2/PHASE3"": 2, ""NA"": 7}","{""COMPLETED"": 41, ""UNKNOWN"": 11, ""WITHDRAWN"": 2, ""ENROLLING_BY_INVITATION"": 2, ""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 7, ""NOT_YET_RECRUITING"": 4}",68,NCT00134719,NCT07475000,"A Multicentre Primary & Booster Vaccination Study of GSK Biologicals' Hib-MenCY-TT Conjugate Vaccine vs ActHIB® & MenC Conjugate Licensed Vaccine When Given According to the 2-4-6 Month Schedule to Healthy Infants With Booster Dose at 12 to 15 Months || A Randomized, Placebo-Controlled, Trial to Assess Safety, Tolerability, and Immunogenicity of In",NCT00134719|NCT00192491|NCT00197015|NCT00213304|NCT00226499|NCT00312858,2
dalteparin,,,DALTEPARIN SODIUM,Oligosaccharide,APPROVAL,dalteparin,venous thromboembolism | deep vein thrombosis | pulmonary embolism | blood clots | deep venous thrombosis | preeclampsia,"{""PHASE3"": 21, ""PHASE2"": 13, ""NA"": 12, ""PHASE4"": 16, ""PHASE2/PHASE3"": 2, ""PHASE1"": 1, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 40, ""TERMINATED"": 14, ""UNKNOWN"": 5, ""RECRUITING"": 5, ""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 2}",67,NCT00003674,NCT06583330,"Phase III Double-Blind Trial Comparing Low-Molecular Weight Heparin (LMWH) Versus Placebo in Patients With Advanced Cancer || A Phase III Randomized, Double-Blind, Placebo-Controlled Study to Evaluate the Effects of Fragmin (5,000 IU Subcutaneously) in Preventing Catheter-Related Complications When Given Daily to Cancer Patients With Central Venous",NCT00003674|NCT00006083|NCT00028678|NCT00031837|NCT00041782|NCT00135876,1
