asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
cyclophosphamide,,,CYCLOPHOSPHAMIDE,Small molecule,APPROVAL,cyclophosphamide,breast cancer | acute lymphoblastic leukemia | multiple myeloma | diffuse large B-cell lymphoma | non-Hodgkin lymphoma | chronic lymphocytic leukemia,"{""PHASE3"": 563, ""PHASE2"": 1573, ""PHASE1"": 545, ""NA"": 205, ""PHASE1/PHASE2"": 397, ""PHASE2/PHASE3"": 86, ""PHASE4"": 80, ""EARLY_PHASE1"": 56}","{""TERMINATED"": 398, ""COMPLETED"": 1651, ""UNKNOWN"": 477, ""SUSPENDED"": 14, ""WITHDRAWN"": 136, ""ACTIVE_NOT_RECRUITING"": 279, ""RECRUITING"": 431, ""NO_LONGER_AVAILABLE"": 4, ""NOT_YET_RECRUITING"": 110, ""APPROVED_FOR_MARKETING"": 1, ""TEMPORARILY_NOT_AVAILABLE"": 1, ""ENROLLING_BY_INVITATION"": 3}",3505,NCT00000361,NCT07607197,Report in Phase 3 stage for 3 molecules and 2 diseases || Report in Phase 2 stage for 4 molecules and 2 diseases || A Phase III Randomized Trial of Low-Dose Versus Standard-Dose mBACOD Chemotherapy With rGM-CSF for Treatment of AIDS-Associated Non-Hodgkin's Lymphoma,NCT00000361|NCT00000596|NCT00000658|NCT00000689|NCT00000703|NCT00000801,12
cisplatin,,,CISPLATIN,Small molecule,APPROVAL,cisplatin,non-small cell lung cancer | nasopharyngeal carcinoma | cervical cancer | gastric cancer | small cell lung cancer | esophageal squamous cell carcinoma,"{""PHASE3"": 713, ""PHASE1"": 416, ""PHASE2"": 1711, ""PHASE1/PHASE2"": 252, ""PHASE2/PHASE3"": 100, ""NA"": 166, ""EARLY_PHASE1"": 17, ""PHASE4"": 42}","{""COMPLETED"": 1490, ""UNKNOWN"": 650, ""TERMINATED"": 332, ""WITHDRAWN"": 115, ""APPROVED_FOR_MARKETING"": 1, ""ACTIVE_NOT_RECRUITING"": 220, ""SUSPENDED"": 8, ""TEMPORARILY_NOT_AVAILABLE"": 1, ""RECRUITING"": 443, ""NO_LONGER_AVAILABLE"": 1, ""NOT_YET_RECRUITING"": 146, ""ENROLLING_BY_INVITATION"": 10}",3417,NCT00001217,NCT07602140,"Osteosarcoma Study #2: A Randomized Trial of Pre-Surgical Chemotherapy vs. Immediate Surgery and Adjuvant Chemotherapy in the Treatment of Non-Metastatic Osteosarcoma. A Pediatric Oncology Group Phase III Study || A Phase I Study of Taxol, Cisplatin, Cyclophosphamide and Granulocyte Colony-Stimulating Factor (G-CSF) in Previously Nontreated Ovarian",NCT00001217|NCT00001272|NCT00001426|NCT00001450|NCT00001499|NCT00001569,17
dexamethasone,,,DEXAMETHASONE,Small molecule,APPROVAL,dexamethasone,multiple myeloma | postoperative pain | acute lymphoblastic leukemia | pain | nausea | vomiting,"{""PHASE3"": 546, ""PHASE1"": 261, ""NA"": 485, ""PHASE2"": 878, ""PHASE2/PHASE3"": 68, ""PHASE1/PHASE2"": 230, ""PHASE4"": 568, ""EARLY_PHASE1"": 44}","{""COMPLETED"": 1533, ""TERMINATED"": 301, ""UNKNOWN"": 481, ""WITHDRAWN"": 131, ""ACTIVE_NOT_RECRUITING"": 209, ""SUSPENDED"": 4, ""RECRUITING"": 285, ""NO_LONGER_AVAILABLE"": 6, ""AVAILABLE"": 2, ""ENROLLING_BY_INVITATION"": 16, ""NOT_YET_RECRUITING"": 111, ""APPROVED_FOR_MARKETING"": 1}",3080,NCT00000563,NCT07607691,"Report in Phase 3 stage for Dexamethasone and Respiratory Distress Syndrome || A Phase III Randomized Trial of Low-Dose Versus Standard-Dose mBACOD Chemotherapy With rGM-CSF for Treatment of AIDS-Associated Non-Hodgkin's Lymphoma || Phase I Trial of mBACOD and Granulocyte-Macrophage Colony-Stimulating Factor (GM-CSF) in AIDS-Associated Large Cell, ",NCT00000563|NCT00000658|NCT00000689|NCT00000703|NCT00000723|NCT00000776,15
carboplatin,,,CARBOPLATIN,Small molecule,APPROVAL,carboplatin,non-small cell lung cancer | breast cancer | ovarian cancer | small cell lung cancer | epithelial ovarian cancer | fallopian tube cancer,"{""PHASE1"": 418, ""PHASE2"": 1544, ""PHASE3"": 536, ""PHASE1/PHASE2"": 286, ""PHASE2/PHASE3"": 55, ""NA"": 113, ""EARLY_PHASE1"": 19, ""PHASE4"": 33}","{""COMPLETED"": 1297, ""UNKNOWN"": 409, ""TERMINATED"": 337, ""WITHDRAWN"": 95, ""ACTIVE_NOT_RECRUITING"": 285, ""SUSPENDED"": 3, ""RECRUITING"": 433, ""NOT_YET_RECRUITING"": 139, ""ENROLLING_BY_INVITATION"": 6}",3004,NCT00001270,NCT07603791,"Feasibility Study of Interleukin 1-Alpha With Ifosfamide, CBDCA, and Etoposide With Autologous Bone Marrow Transplant in Metastatic Carcinoma and Lymphoma || Pediatric Phase I Trial of RMP-7 and Carboplatin in Brain Tumors || Phase II Study of High Dose Cyclophosphamide, Mitoxantrone, and Carboplatin With Autologous Bone Marrow Transplantation in R",NCT00001270|NCT00001502|NCT00002474|NCT00002477|NCT00002489|NCT00002508,16
oxaliplatin,,,OXALIPLATIN,Small molecule,APPROVAL,oxaliplatin,colorectal cancer | gastric cancer | rectal cancer | gastric adenocarcinoma | pancreatic cancer | gastroesophageal junction adenocarcinoma,"{""PHASE1"": 208, ""PHASE3"": 352, ""PHASE2"": 1284, ""PHASE1/PHASE2"": 187, ""NA"": 103, ""PHASE2/PHASE3"": 80, ""PHASE4"": 29, ""EARLY_PHASE1"": 13}","{""COMPLETED"": 841, ""UNKNOWN"": 496, ""TERMINATED"": 197, ""WITHDRAWN"": 60, ""ACTIVE_NOT_RECRUITING"": 142, ""SUSPENDED"": 7, ""APPROVED_FOR_MARKETING"": 2, ""AVAILABLE"": 2, ""RECRUITING"": 345, ""NOT_YET_RECRUITING"": 160, ""ENROLLING_BY_INVITATION"": 4}",2256,NCT00001835,NCT07603375,"A Phase I Study of Oxaliplatin in Adult Cancer Patients With Impaired Renal Function || Multicentre Phase III Comparing To Therapeutic Sequence: Folfiri Following of Folfox6 (Group A) and Folfox6 Following Of (Group B) For Metastatic Colorectal Cancer || First Line Infusional 5-Fluorouracil, Folinic Acid and Oxaliplatin for Metastatic Colorectal Ca",NCT00001835|NCT00003260|NCT00003287|NCT00003427|NCT00003594|NCT00003799,12
capecitabine,,,CAPECITABINE,Small molecule,APPROVAL,capecitabine,breast cancer | colorectal cancer | rectal cancer | gastric cancer | gastric adenocarcinoma | pancreatic cancer,"{""PHASE1"": 228, ""PHASE1/PHASE2"": 188, ""PHASE2"": 1044, ""PHASE3"": 369, ""PHASE2/PHASE3"": 77, ""PHASE4"": 29, ""NA"": 121, ""EARLY_PHASE1"": 5}","{""COMPLETED"": 773, ""TERMINATED"": 228, ""UNKNOWN"": 431, ""WITHDRAWN"": 60, ""APPROVED_FOR_MARKETING"": 2, ""SUSPENDED"": 6, ""ACTIVE_NOT_RECRUITING"": 108, ""RECRUITING"": 310, ""NO_LONGER_AVAILABLE"": 1, ""NOT_YET_RECRUITING"": 138, ""ENROLLING_BY_INVITATION"": 4}",2061,NCT00003704,NCT07591493,"Phase I Study of Oral Capecitabine (Xeloda) as a Radiation Enhancer in Locally Unresectable, Residual, or Recurrent Colorectal Cancer Localized in the Pelvis || Phase I Clinical Study of Every Three Week Irinotecan With Oral Capecitabine Given Twice Daily for Two Weeks Out of Three in Patients With Gastrointestinal and Other Solid Malignancies || P",NCT00003704|NCT00003867|NCT00003902|NCT00004012|NCT00004183|NCT00004187,17
bupivacaine,,,BUPIVACAINE,Small molecule,APPROVAL,bupivacaine,postoperative pain | pain | post-operative pain | labor pain | postsurgical pain | hip fracture,"{""PHASE2"": 155, ""PHASE1"": 67, ""PHASE4"": 633, ""NA"": 689, ""PHASE3"": 165, ""PHASE2/PHASE3"": 65, ""PHASE1/PHASE2"": 23, ""EARLY_PHASE1"": 54}","{""COMPLETED"": 1054, ""TERMINATED"": 126, ""UNKNOWN"": 290, ""WITHDRAWN"": 85, ""SUSPENDED"": 4, ""NO_LONGER_AVAILABLE"": 1, ""ACTIVE_NOT_RECRUITING"": 30, ""RECRUITING"": 148, ""NOT_YET_RECRUITING"": 93, ""ENROLLING_BY_INVITATION"": 20}",1851,NCT00001724,NCT07606911,Evaluation of the Analgesic Effects of Locally Applied Flurbiprofen and Bupivacaine in the Oral Surgery Model || Evaluation of a Long-Acting Local Anesthesia (Bupivacaine) and a Selective COX-2 Inhibitor (Rofecoxib) in Suppression of Central Sensitization || A Prospective Randomized Study to Examine the Success Rate of External Cephalic Version for,NCT00001724|NCT00050362|NCT00119184|NCT00151346|NCT00178178|NCT00180687,1
fluorouracil,,,FLUOROURACIL,Small molecule,APPROVAL,fluorouracil,colorectal cancer | pancreatic cancer | gastric cancer | rectal cancer | breast cancer | hepatocellular carcinoma,"{""PHASE3"": 396, ""PHASE2"": 800, ""PHASE1"": 172, ""PHASE1/PHASE2"": 117, ""NA"": 94, ""PHASE2/PHASE3"": 55, ""PHASE4"": 36, ""EARLY_PHASE1"": 12}","{""COMPLETED"": 824, ""UNKNOWN"": 321, ""TERMINATED"": 132, ""SUSPENDED"": 7, ""WITHDRAWN"": 53, ""ACTIVE_NOT_RECRUITING"": 99, ""APPROVED_FOR_MARKETING"": 2, ""RECRUITING"": 180, ""NOT_YET_RECRUITING"": 60, ""ENROLLING_BY_INVITATION"": 4}",1682,NCT00000122,NCT07585279,"Report in Phase 3 stage for Fluorouracil and 3 diseases || A Phase III Randomized Trial of Topical Vaginal Fluorouracil (5-Fluorouracil, 5-FU) Maintenance Therapy Versus Observation After Standard Treatment for High-Grade Cervical Dysplasia in HIV-Infected Women || Evaluation of Chemotherapy With Streptozotocin Combined With 5-Fluorouracil and Adri",NCT00000122|NCT00000758|NCT00001165|NCT00001239|NCT00001569|NCT00001579,11
lidocaine,,,LIDOCAINE,Small molecule,APPROVAL,lidocaine,pain | postoperative pain | post-operative pain | neuropathic pain | migraine | low back pain,"{""PHASE3"": 184, ""PHASE2"": 150, ""NA"": 629, ""PHASE4"": 465, ""PHASE1"": 74, ""EARLY_PHASE1"": 46, ""PHASE2/PHASE3"": 51, ""PHASE1/PHASE2"": 27}","{""COMPLETED"": 967, ""UNKNOWN"": 272, ""TERMINATED"": 99, ""WITHDRAWN"": 68, ""SUSPENDED"": 6, ""ACTIVE_NOT_RECRUITING"": 30, ""RECRUITING"": 92, ""ENROLLING_BY_INVITATION"": 7, ""NOT_YET_RECRUITING"": 85}",1626,NCT00058357,NCT07607691,"The Efficacy Of Lidocaine Patch In The Management Of Postsurgical Neuropathic Pain In Patients With Cancer: A Phase III Double-Blind, Crossover Study || A Randomized, Open-Label Study of the Tolerability of Three Local Anesthetic Formulations in Conjunction With NGX-4010 for the Treatment of Neuropathic Pain || An Open-Label Safety Study to Evaluat",NCT00058357|NCT00082316|NCT00107822|NCT00107835|NCT00108446|NCT00110253,5
etoposide,,,ETOPOSIDE,Small molecule,APPROVAL,etoposide,small cell lung cancer | non-Hodgkin lymphoma | acute myeloid leukemia | acute lymphoblastic leukemia | diffuse large B-cell lymphoma | Hodgkin lymphoma,"{""PHASE1"": 170, ""PHASE2"": 721, ""PHASE1/PHASE2"": 135, ""PHASE3"": 298, ""PHASE2/PHASE3"": 30, ""NA"": 79, ""PHASE4"": 23, ""EARLY_PHASE1"": 12}","{""COMPLETED"": 702, ""TERMINATED"": 136, ""UNKNOWN"": 260, ""WITHDRAWN"": 41, ""ACTIVE_NOT_RECRUITING"": 113, ""NO_LONGER_AVAILABLE"": 1, ""RECRUITING"": 158, ""SUSPENDED"": 7, ""NOT_YET_RECRUITING"": 48, ""ENROLLING_BY_INVITATION"": 2}",1468,NCT00000660,NCT07583550,Phase I Study of Weekly Oral VP-16 for AIDS-Associated Kaposi's Sarcoma || Phase II Evaluation of Low-Dose Oral Etoposide for the Treatment of Relapsed or Progressed AIDS-Related Kaposi's Sarcoma After Systemic Chemotherapy || A Pilot Study for the Treatment of Patients With Metastatic and High Risk Sarcomas and Primitive Neuroectodermal Tumors,NCT00000660|NCT00000807|NCT00001209|NCT00001270|NCT00001335|NCT00001337,10
