asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
JST-010,,,,,,jst-010,,"{""PHASE1"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06943378,NCT06943378,"Phase 1, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose and Dose Expansion Study to Assess the Safety, Tolerability and Pharmacokinetics of a Monoclonal Antibody, JST-010, in Healthy Adults",NCT06943378,0
PMS-001,,,,,,pms-001,dementia,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06946511,NCT06946511,Exploratory Study of the Effects of Peptide PMS-001 on Long-Delay Recall in Patients With Moderate to Severe Dementia,NCT06946511,0
P63,,,,,,p63+ lung progenitors,chronic obstructive pulmonary disease,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06946953,NCT06946953,Translational Application of Airway Basal Stem Cell Therapy in Chronic Obstructive Pulmonary Disease (COPD),NCT06946953,0
GHZ339,,,,,,ghz339,atopic dermatitis,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT06947993,NCT06947993,"A Multicenter, Randomized, Double-blind, Placebo-controlled, Phase II Platform Study to Assess the Efficacy and Safety of Investigational Compound(s) in Patients With Moderate to Severe Atopic Dermatitis",NCT06947993,0
BFB-101,,,,,,BFB-101,hereditary spastic paraplegia type 47,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06948019,NCT06948019,"Safety and Efficacy of AAV9/AP4B1 For Patients With AP4B1-related Hereditary Spastic Paraplegia Type 47 (SPG47): A Phase 1/2 Single-Center, Open-Label Study of Stereotactic Intra-cisterna Magna Administration",NCT06948019,0
STX-0712,,,,,,STX-0712,acute myeloid leukemia | chronic myelomonocytic leukemia,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06950034,NCT06950034,"A Phase 1, Open-Label, Dose Escalation and Expansion Study of STX-0712 in Patients With Advanced Hematologic Malignancies",NCT06950034,0
SCNP-001,,,,,,cov-rbd-scnp-001,coronavirus infections | severe acute respiratory syndrome | middle east respiratory syndrome,"{""PHASE1"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06950177,NCT06950177,"A Phase I, Dose-escalation Study to Assess the Safety, Reactogenicity, and Immunogenicity of Two Doses of an Adjuvanted Novel Pancoronavirus Vaccine (Cov- RBD-scNP-001) in 18 Through 55-year-old Healthy Participants",NCT06950177,0
TH027,,,,,,TH027 CAR-T cell,solid tumor,"{""EARLY_PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06951425,NCT06951425,"A Phase l, Open-Label, Dose-escalation Study to Evaluate the Safety, Tolerability and Antitumor Activity of TH027 CAR-T Cells (TH-CART-027) in Subjects With Relapsed or Refractory Solid Tumors",NCT06951425,0
UCLH801,,,,,,UCLH801 cells,high-grade serous ovarian carcinoma | advanced malignant solid tumors | metastatic castration-resistant prostate cancer | small cell lung cancer | non-small cell lung cancer | gastric carcinoma,"{""EARLY_PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06937567,NCT06937567,Exploratory Study on the Safety and Preliminary Efficacy of UCLH80-1 Cells in Patients With CDH17-Positive Advanced Malignant Solid Tumors,NCT06937567,0
AC43,,,ZINC SULFATE,Small molecule,APPROVAL,dual zinc toothpaste containing 5% small particle size silica (AC43),dentin hypersensitivity,"{""PHASE3"": 2}","{""COMPLETED"": 2}",1,NCT06937697,NCT06937697,Clinical Investigation of Hypersensitivity Reduction Efficacy on Colgate Dual Zinc Toothpaste Containing 5% Small Particle Size Silica (AC43) as Compared to Colgate MaxFresh Tea Toothpaste || Clinical Investigation of Hypersensitivity Reduction Efficacy on Colgate Dual Zinc Toothpaste Containing 5% Small Particle Size Silica (AC43) as Compared to C,NCT06937697,0
BR111,,,,,,BR111,advanced malignancies,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06937957,NCT06937957,"A Phase I Study to Investigate the Safety, Pharmacokinetics, Immunogenicity and Efficacy of BR111 for Injection in Patients With Advanced Malignancies",NCT06937957,0
ASI-02,,,,,,ASI-02,right-to-left shunt,"{""PHASE3"": 1}","{""RECRUITING"": 1}",1,NCT06938347,NCT06938347,"A Phase 3, Open-label, Multicenter, Randomized Crossover Trial Comparing the Safety and Efficacy of ASI-02 to Agitated Saline for Suspected Right-to-left Shunt",NCT06938347,0
SSO110,,,,,,225Ac-SSO110,small cell lung cancer | merkel cell carcinoma,"{""PHASE1/PHASE2"": 1}","{""TERMINATED"": 1}",1,NCT06939036,NCT06939036,"A Multicentre, Open-label, Phase I/II Study Investigating the Safety, Tolerability, and Preliminary Efficacy of 225Ac-SSO110 in Participants With Extensive Stage Small Cell Lung Cancer (ES-SCLC) or Merkel Cell Carcinoma (MCC) Receiving Standard of Care (SoC)",NCT06939036,0
SNA02,,,,,,SNA02-48,tetanus,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06939777,NCT06939777,"A Randomized, Double-Blind, Controlled, Phase I/II Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of SNA02-48 Injection in Chinese Adult Participants",NCT06939777,1
IOV-3001,,,,,,IOV-3001,melanoma,"{""PHASE1/PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT06940739,NCT06940739,"A Phase 1/2, Open-label Study of a Modified Interleukin-2 Fusion Protein (IOV-3001) in Participants With Previously Treated, Unresectable or Metastatic Melanoma Who Will Receive Lifileucel",NCT06940739,0
NCR102,,,,,,NCR102,graft-versus-host disease,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06941350,NCT06941350,A Phase I/II Clinical Study Evaluating the Safety and Efficacy of NCR102 Injection in the Treatment of Acute Graft-versus-Host Disease (aGVHD),NCT06941350,0
C714R,,,,,,C714R,,"{""PHASE1"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06933459,NCT06933459,"An Open Label, Randomized, Single Dose, 2-sequence, 2-period, Cross-over Phase 1 Study to Evaluate the Safety and Pharmacokinetics of AJU-C714 Compared to C714R in Healthy Adult Volunteers",NCT06933459,0
AJU-C714,,,,,,AJU-C714,,"{""PHASE1"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06933459,NCT06933459,"An Open Label, Randomized, Single Dose, 2-sequence, 2-period, Cross-over Phase 1 Study to Evaluate the Safety and Pharmacokinetics of AJU-C714 Compared to C714R in Healthy Adult Volunteers",NCT06933459,0
ATB-320,,,,,,ATB-320,solid tumors,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06933524,NCT06933524,"An Open-Label, Multicenter, Phase 1 Clinical Trial to Evaluate the Safety and Tolerability of ATB-320 in Patients With Progressive or Metastatic Solid Tumors",NCT06933524,0
TRB-061,,,,,,TRB-061,atopic dermatitis,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06934252,NCT06934252,"A Phase 1a/1b Randomized, Double-Blind, Placebo-Controlled, 3-Part Study to Investigate the Safety, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Subcutaneous Doses of TRB-061 in Healthy Participants and in Patients With Moderate-to-Severe Atopic Dermatitis",NCT06934252,0
STC-1010,,,,,,STC-1010,colorectal cancer,"{""PHASE1/PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT06934538,NCT06934538,"Open Label, Multicenter, Dose-escalation and Cohort-expansion Phase I/IIA Trial of STC-1010, an Immunotherapy, in Patients With Unresectable Locally Advanced or Metastatic Colorectal Cancer (CRC) - BreAK CRC Trial (BreAK for Brenus Anti-cancer)",NCT06934538,0
RX001,,,,,,RX001,non-small cell lung cancer,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06934590,NCT06934590,"An Open-label, Dose Escalation, Phase I Study to Evaluate Safety and Tolerability of RX001 in Patients With KRAS Mutant Advanced Non-small Cell Lung Cancer",NCT06934590,0
XS-03,,,,,,xs-03,colorectal cancer,"{""PHASE1/PHASE2"": 1}","{""ENROLLING_BY_INVITATION"": 1}",1,NCT06936527,NCT06936527,"An Open-label, Multicenter Phase Ib/II Clinical Study: Aim to Valuate the Efficacy and Safety of XS-03 Comination With FOLFOX or FOLFIRI and Bevacizumab in Metastatic Colorectal Cancer Patients With RAS Mutation",NCT06936527,0
IGT001,,,,,,igt001,retinitis pigmentosa,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06936787,NCT06936787,"A Prospective, Single-center, Open-label, Single Ascending Dose Study to Evaluate the Safety and Tolerability of Intravitreal Injection of IGT001 in Adult Patients With Retinitis Pigmentosa",NCT06936787,0
DEBIO-4126,,,,,,debio 4126,acromegaly,"{""PHASE3"": 1}","{""RECRUITING"": 1}",1,NCT06930625,NCT06930625,"A Phase 3 Randomized 3-arm Trial (Double-blind Debio 4126, Placebo Control, and Open-label Debio 4126), to Assess the Efficacy and Safety of Debio 4126, a 12-week Octreotide Formulation, in Patients With Acromegaly Previously Treated With Somatostatin Analogs",NCT06930625,0
A-16,,,,,,rhinovirus a-16,bronchiectasis,"{""NA"": 1}","{""RECRUITING"": 1}",1,NCT06931002,NCT06931002,Human Bronchiectasis Rhinovirus Challenge to Define Immunopathogenesis of Exacerbation,NCT06931002,0
AJU-C711,,,,,,AJU-C711,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT06931327,NCT06931327,"An Open Label, Randomized, Single Dose, 2-sequence, 2-period, Cross-over Phase 1 Study to Evaluate Bioequivalence of AJU-C711 Compared to C711R in Healthy Adult Volunteers",NCT06931327,0
C711R,,,,,,C711R,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT06931327,NCT06931327,"An Open Label, Randomized, Single Dose, 2-sequence, 2-period, Cross-over Phase 1 Study to Evaluate Bioequivalence of AJU-C711 Compared to C711R in Healthy Adult Volunteers",NCT06931327,0
LLX-424,,,,,,LLX-424,kidney stones,"{""PHASE2"": 1}","{""COMPLETED"": 1}",1,NCT06932146,NCT06932146,"A Phase 2a Randomized, Double-blind, Placebo-controlled Study of the Safety, Tolerability, Pharmacokinetics (PK), and Pharmacodynamic (PD) Effects of LLX-424 in Patients With a History of Kidney Stones",NCT06932146,0
PA-111A,,,,,,PA-111A,,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06932705,NCT06932705,"An Open-label, Randomized, Single-dose, 2-sequence, 2-period, Crossover Study to Evaluate the Safety and the Pharmacokinetics of PA-111 Compared to PA-111A in Healthy Adult Volunteers Under Fed State Conditions",NCT06932705,0
JSS20,,,,,,18F-JSS20-183A,corticobasal syndrome | alzheimer's disease | parkinson disease | frontotemporal lobar degeneration | progressive supranuclear palsy,"{""EARLY_PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06932809,NCT06932809,"Center Without Walls for Imaging Proteinopathies With PET (CW2IP2): Phase I Pilot Study of Biodistribution, Metabolism, Excretion and Brain Uptake of 18F-JSS20-183A",NCT06932809,0
CMAB017,,,,,,CMAB017,malignant solid tumor,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06933069,NCT06933069,"A Multicenter, Open-label Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Profile and Preliminary Anti-tumor Activity of CMAB017 in Advanced Malignant Solid Tumors",NCT06933069,0
EZM0414,,,EZM-0414,Small molecule,PHASE_1,EZM0414,diffuse large B-cell lymphoma | multiple myeloma,"{""PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT05121103,NCT05121103,"A Phase 1/1b, Open-label Multi-center Two-part Study of SETD2 Inhibitor EZM0414 in Subjects With Relapsed/Refractory Multiple Myeloma and Relapsed/Refractory Diffuse Large B Cell Lymphoma",NCT05121103,0
