asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
cobomarsen,Shanghai Miracogen (Lepu),high,COBOMARSEN,Oligonucleotide,PHASE_2,cobomarsen,mycosis fungoides | cutaneous T-cell lymphoma | diffuse large B-cell lymphoma | adult T-cell leukemia/lymphoma | chronic lymphocytic leukemia,"{""PHASE1"": 1, ""PHASE2"": 2}","{""COMPLETED"": 1, ""TERMINATED"": 2}",3,NCT02580552,NCT03837457,"A Phase 1 Dose-ranging Study to Investigate the Safety, Tolerability, and Pharmacokinetics of MRG-106 Following Local Intratumoral, Subcutaneous, and Intravenous Administration in Subjects With Various Lymphomas and Leukemias || SOLAR: A Phase 2, Randomized, Open-label, Parallel-group, Active Comparator, Multi-center Study to Investigate the Effica",NCT02580552|NCT03713320|NCT03837457,0
HS-20004,Hansoh Pharma,medium,,,,hs-20004 | HS-20004,type 2 diabetes mellitus,"{""PHASE1"": 3}","{""COMPLETED"": 2, ""UNKNOWN"": 1}",3,NCT02746302,NCT02750007,"A Randomised, Double-blind, Single-centre, Placebo-controlled, Ascending Single s.c. Dose, Sequential Group Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HS-20004 in Healthy Chinese Subjects || A Randomised, Double-blind, Single-centre, Placebo-controlled, Dose Escalation, Multiple s.c. DoseStudy to Assess the S",NCT02746302|NCT02746315|NCT02750007,2
SHR0534,Jiangsu Hengrui Pharmaceuticals,high,,,,shr0534 | SHR0534,type 2 diabetes mellitus,"{""PHASE1"": 3}","{""COMPLETED"": 3}",3,NCT02749097,NCT03006159,Report in Phase 1 stage for Shr0534 and  || Report in Phase 1 stage for Shr0534 and  || Report in Phase 1 stage for Shr0534 and Type 2 Diabetes Mellitus,NCT02749097|NCT02750553|NCT03006159,0
BGB324,BeiGene (BeOne Medicines),high,BEMCENTINIB,Small molecule,PHASE_3,bgb324 | BGB324,melanoma | non-small cell lung cancer | glioblastoma,"{""PHASE1/PHASE2"": 1, ""PHASE1"": 1, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 2, ""TERMINATED"": 1}",3,NCT02872259,NCT03965494,"A Phase Ib/II Randomised Open Label Study of BGB324 in Combination With Pembrolizumab or Dabrafenib/Trametinib Compared to Pembrolizumab or Dabrafenib/Trametinib Alone, in Patients With Advanced Non-resectable (Stage IIIc) or Metastatic (Stage IV) Melanoma || Phase 1 Trial of Dose Escalated BGB324 in Combination With Docetaxel for Previously Treate",NCT02872259|NCT02922777|NCT03965494,0
trastuzumab biosimilar,Shanghai Henlius Biotech,high,TRASTUZUMAB,Antibody,APPROVAL,trastuzumab biosimilar,breast cancer | gastric cancer,"{""PHASE2"": 3}","{""UNKNOWN"": 1, ""COMPLETED"": 1, ""WITHDRAWN"": 1}",3,NCT03698383,NCT03766607,"Phase II Study of Trastuzumab Biosimilar (Herzuma®) Plus Gedatolisib in Patients With HER-2 Positive Metastatic Breast Cancer Who Progressed After 2 or More HER-2 Directed Chemotherapy || Open Label, Multicenter, Prospective Phase II Study to Investigate the Efficacy and Safety of Trastuzumab Biosimilar (Herzuma®) Plus Treatment of Physician's Choi",NCT03698383|NCT03755141|NCT03766607,0
alflutinib mesylate,Allist Pharmaceuticals,medium,FIRMONERTINIB MESYLATE,Small molecule,PHASE_3,alflutinib mesylate,non-small-cell lung cancer,"{""PHASE3"": 1, ""PHASE1"": 2}","{""ACTIVE_NOT_RECRUITING"": 1, ""COMPLETED"": 2}",3,NCT03787992,NCT03941340,"A Randomized, Double-blind, Positive-controlled, Multi-center Phase III Clinical Study of Evaluating Alflutinib Mesylate Versus Gefitinib as First-line Therapy in Patients With Locally Advanced or Metastatic Non-Small-Cell Lung Cancer (NSCLC) With EGFR-sensitive Mutations（FlAG） || A Randomized, Open Label, Single Center, Crossover Study to Determin",NCT03787992|NCT03926182|NCT03941340,1
vapreotide,RemeGen,high,VAPREOTIDE,Protein,PHASE_3,vapreotide,postoperative complications | variceal bleeding,"{""PHASE3"": 2}","{""TERMINATED"": 1, ""COMPLETED"": 1}",2,NCT00014651,NCT00331188,"Vapreotide in Pancreas Surgery: A Double-Blind, Placebo-Controlled, Randomized Study of Vapreotide to Prevent Post-Surgical Complications in Patients Undergoing Elective Pancreatic Resection Grant Application Title: Vapreotide to Prevent Complications of Pancreatic Resection || The Early Use of Sanvar® With Endoscopic Treatment for the Control of A",NCT00014651|NCT00331188,0
travoprost/timolol fixed combination,Advenchen Laboratories,medium,TRAVOPROST,Small molecule,APPROVAL,travoprost/timolol fixed combination,open-angle glaucoma | primary open-angle glaucoma,"{""PHASE3"": 2, ""PHASE4"": 2}","{""COMPLETED"": 4}",2,NCT00331240,NCT00444184,"24-Hour Intraocular Pressure (IOP) Control With Travoprost/Timolol Fixed Combination || 24-Hour Intraocular Pressure (IOP) Control With Travoprost/Timolol Fixed Combination || A Crossover, Double-Masked Comparison Investigating the 24-Hour Intraocular Pressure Control With the Travoprost/Timolol Fixed Combination Versus Travoprost, When Both Are Gi",NCT00331240|NCT00444184,0
zoladex,Luye Pharma,high,GOSERELIN ACETATE,Protein,APPROVAL,zoladex,type 2 diabetes | insulin resistance | operable breast cancer | breast cancer,"{""PHASE1"": 1, ""NA"": 1}","{""TERMINATED"": 1, ""UNKNOWN"": 1}",2,NCT00438321,NCT00488722,"Effect of Increasing Testosterone on Insulin Sensitivity in Men With the Metabolic Syndrome || A Prospective, Single-Arm Study to Evaluate the Efficacy and Safety of Zoladex 3.6mg Combined With CEF Chemotherapy as Neo-Adjuvant Therapy in Hormone Responsive, Premenopausal, Operable Breast Cancer",NCT00438321|NCT00488722,0
BGT226,unknown (verify),low,BGT-226,Small molecule,PHASE_1_2,bgt226 | BGT226,solid malignancies | breast cancer | solid tumor,"{""PHASE1/PHASE2"": 1, ""PHASE1"": 1}","{""COMPLETED"": 1, ""TERMINATED"": 1}",2,NCT00600275,NCT00742105,"A Phase I/II, Multi-center, Open-label Study of BGT226, Administered Orally in Adult Patients With Advanced Solid Malignancies Including Patients With Advanced Breast Cancer || A Phase I Study of BGT226, Administered Orally in Adult Patients With Advanced Solid Tumor in Japan",NCT00600275|NCT00742105,0
