asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
ahcc,,,,,,AHCC | ahcc,cervical cancer | human papillomavirus infection | head and neck squamous cell carcinoma,"{""NA"": 1, ""PHASE2"": 1}","{""UNKNOWN"": 1, ""RECRUITING"": 1}",2,NCT04633330,NCT06693323,"Evaluation of Efficacy of AHCC®for the Clearance of High Risk-HPV Infections in Chinese Female: A Multi-centre, Randomised, Double Blind and Placebo-controlled Study || Single-Center Evaluation of the Clinical and Radiological Benefit of AHCC® in Combination with Standard of Care Treatment for HPV-Positive Patients with Head and Neck Squamous Cell ",NCT04633330|NCT06693323,1
cindilimab,,,,,,cindilimab,non-small cell lung cancer | hepatocellular carcinoma | liver cancer,"{""PHASE4"": 1, ""PHASE1"": 1}","{""UNKNOWN"": 1, ""RECRUITING"": 1}",2,NCT05312840,NCT05803928,Efficacy and Safety of Conventional and Low-dose Platinum Gemcitabine Combined With Cindilimab With Delayed Administration in First-line Treatment of Advanced Squamous Non-small Cell Lung Cancer || Ablation in Combination With Lenvatinib and Anti-PD-1 Antibodies in Patients With Early Recurrence After Radical Resection/Ablation of HCC: a Prospectiv,NCT05312840|NCT05803928,0
navicixizumab,,,NAVICIXIZUMAB,Antibody,PHASE_3,navicixizumab,primary peritoneal cancer | fallopian tube cancer | epithelial ovarian cancer | platinum-resistant/refractory epithelial ovarian cancer | gastroesophageal junction cancer | colorectal cancer,"{""PHASE3"": 1, ""PHASE2"": 1}","{""UNKNOWN"": 2}",2,NCT05043402,NCT05453825,"An Open Label Randomized Study of Navicixizumab Plus Paclitaxel and Navicixizumab Monotherapy in Comparison to Paclitaxel Monotherapy in Patients With Platinum-Resistant Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer || A Phase 2, Multicenter, Open-Label Basket Study of Navicixizumab Monotherapy or in Combination With Paclitaxel o",NCT05043402|NCT05453825,0
chimeric antigen receptor autologous t cell,,,,,,chimeric antigen receptor autologous T cell | chimeric antigen receptor autologous T cell injection,non-Hodgkin lymphoma | hepatocellular carcinoma,"{""PHASE1/PHASE2"": 1, ""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1, ""RECRUITING"": 1}",2,NCT05091541,NCT06891742,"A Multicenter Phase I/II Clinical Study on Fully Human Anti-CD19/CD22 Dual Target Chimeric Antigen Receptor Autologous T Cell Injection (CT120) for the Treatment of Relapsed/Refractory B-cell Non-Hodgkin's Lymphoma || A Phase I Clinical Study Evaluating the Safety, Pharmacokinetics, and Initial Efficacy of a GPC3-targeted Chimeric Antigen Receptor ",NCT05091541|NCT06891742,0
zidesamtinib,,,ZIDESAMTINIB,Small molecule,PHASE_1_2,zidesamtinib,solid tumor | non-small cell lung cancer,"{""PHASE1/PHASE2"": 1, ""NA"": 1}","{""RECRUITING"": 1, ""AVAILABLE"": 1}",2,NCT05118789,NCT06797362,A Phase 1/2 Study of the Highly Selective ROS1 Inhibitor Zidesamtinib (NVL-520) in Patients With Advanced NSCLC and Other Solid Tumors (ARROS-1) || Expanded Access Treatment of Zidesamtinib (NVL-520) in Patients With Advanced ROS1+ NSCLC or Other ROS1+ Solid Tumors,NCT05118789|NCT06797362,0
recombinant novel coronavirus vaccine (cho cells),,,,,,recombinant novel coronavirus vaccine (CHO cells),COVID-19,"{""PHASE3"": 1, ""PHASE1/PHASE2"": 1}","{""UNKNOWN"": 1, ""COMPLETED"": 1}",2,NCT05128643,NCT05198063,Clinical Study on the Immunogenicity and Safety of the Recombinant Novel Coronavirus（COVID-19）Vaccine (CHO Cell) 0-1-6 Month and 0-1-4 Month Immunization Programs in People Aged 18 and Above || To Evaluate the Immunogenicity and Safety of Booster Immunization 6 Months After the Completion of Basic Immunization of Recombinant Novel Coronavirus Vacci,NCT05128643|NCT05198063,0
ensatinib,,,,,,ensatinib,non-small cell lung cancer,"{""NA"": 1, ""PHASE2"": 1}","{""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT05132218,NCT05186506,"Prospective Exploratory Real World Study of Ensatinib in alK-positive Patients Undergoing Initial Treatment for Advanced Non-small Cell Lung Cancer || A Phase II, Open-Label, Randomized Study to Evaluate the Efficacy and Safety of Ensatinib Versus Platinum-Based Chemotherapy as Adjuvant Treatment for Stage II-IIIA ALK -Positive Non-Small Cell Lung ",NCT05132218|NCT05186506,0
recombinant anti-pd-1 humanized monoclonal antibody,,,,,,recombinant anti-PD-1 humanized monoclonal antibody,soft tissue sarcoma | undifferentiated pleomorphic sarcoma,"{""PHASE2"": 2}","{""UNKNOWN"": 2}",2,NCT05138146,NCT05193214,"A Single Arm，Open Label，Multi-centers，Phase 2 Study, Aimed to Evaluate the Efficacy and Safety of Recombinant Anti-PD-1 Humanized Monoclonal Antibody Injection (609A) Combined With Doxorubicin Hydrochloride in the Treatment of Metastatic/Unresectable Non-specific Soft Tissue Sarcoma || An Open Label, Single-arm Phase II Clinical Study Evaluating th",NCT05138146|NCT05193214,0
covid-19 recombinant vaccine,,,,,,covid-19 recombinant vaccine | COVID-19 recombinant vaccine,covid-19 | COVID-19,"{""PHASE4"": 2}","{""UNKNOWN"": 2}",2,NCT05142488,NCT05157178,"Study of Immunogenicity Equivalence After a Homologous Third Dose of Covid-19 (Recombinante) Vaccine, 6 Months After the Second Dose, Comparing Intervals of 8 and 12 Weeks Between the First Two Doses. || Immunogenicity Study of the Covid-19 (Recombinante) Vaccine - Fiocruz/AstraZeneca When Administered With a 4 or 8 Weeks Interval Between the First",NCT05142488|NCT05157178,0
envofolimab,,,,,,envofolimab,hepatocellular carcinoma | colorectal cancer | non-small cell lung cancer | biliary tract cancer,"{""PHASE2"": 2}","{""TERMINATED"": 1, ""UNKNOWN"": 1}",2,NCT05148195,NCT05410197,"An Open Label, Multi-cohort, Multicenter Phase II Study to Evaluate the Efficacy and Safety of Envofolimab in Combination With BD0801 Injection With/Without Chemotherapy in Patients With Advanced Solid Tumors || Envofolimab and Lenvatinib in Combination With Gemcitabine Plus Cisplatin for Patients With Advanced Biliary Tract Cancer as First-Line Tr",NCT05148195|NCT05410197,0
flonoltinib,,,,,,flonoltinib,myelofibrosis,"{""PHASE1"": 1, ""PHASE3"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT07193576,NCT07317700,"A Randomized, Open-Label, Two-Period, Two-Crossover Study to Evaluate the Effect of Food on the Pharmacokinetics of Flonoltinib Maleate Tablets in Healthy Subjects Under Fed Conditions || A Randomized, Open-label, Positive-controlled, Parallel-grouped, Multicenter Phase III Clinical Trial on the Efficacy and Safety of Flonoltinib Maleate Tablets in",NCT07193576|NCT07317700,0
buyang huanwu decoction,,,,,,buyang huanwu decoction | Buyang Huanwu Decoction,heart failure | coronary heart disease | normal tension glaucoma,"{""PHASE2"": 1, ""NA"": 1}","{""UNKNOWN"": 2}",2,NCT02875639,NCT06054763,"Report in Phase 2 stage for 4 molecules and 2 diseases || Traditional Chinese Herbal Medicine Buyang Huanwu Decoction on Visual Acuity and Visual Field in Patients With Normal Tension Glaucoma：a Double-blind, Randomized Controlled Trial",NCT02875639|NCT06054763,1
