asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
measles-mumps-rubella combined vaccine,,,,,,measles-mumps-rubella combined vaccine,severe acute respiratory syndrome coronavirus 2 infection | varicella | measles | mumps | rubella,"{""PHASE4"": 1}","{""UNKNOWN"": 1}",1,NCT05952505,NCT05952505,"Immunogenicity and Safety of an Inactivated SARS-CoV-2 Vaccine Coadministered With Varicella Vaccine and Measles, Mumps and Rubella Combined Vaccine in Shanghai, China: A Non-inferiority, Open-label, Randomised, Controlled, Phase 4 Trial",NCT05952505,1
sovalutinib,,,,,,sovalutinib,pancreatic cancer,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT05958849,NCT05958849,"A Single-arm, Open, Single-center Clinical Study of Sovalutinib in Combination With Solutumab and Tegeo in Second and Second Line for Advanced Pancreatic Cancer",NCT05958849,0
solutumab,,,,,,solutumab,pancreatic cancer,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT05958849,NCT05958849,"A Single-arm, Open, Single-center Clinical Study of Sovalutinib in Combination With Solutumab and Tegeo in Second and Second Line for Advanced Pancreatic Cancer",NCT05958849,0
herpes zoster recombinant subunit vaccine,,,,,,herpes zoster recombinant subunit vaccine,respiratory syncytial virus infection | herpes zoster,"{""PHASE3"": 1}","{""COMPLETED"": 1}",1,NCT05966090,NCT05966090,"A Phase III, Open-label, Randomized, Controlled, Multi-country Study to Evaluate the Immune Response, Safety and Reactogenicity of RSVPreF3 OA Investigational Vaccine When Co-administered With Herpes Zoster Recombinant Subunit (HZ/su) Vaccine in Adults Aged 50 Years and Older",NCT05966090,0
tunodafil hydrochloride,,,,,,tunodafil hydrochloride,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT05976503,NCT05976503,"A Randomized, Blind, Placebo-controlled, Three-way Crossover Study to Evaluate the Potential Interaction of Tunodafil Hydrochloride Tablets and Alcohol in Healthy Chinese Male Participants",NCT05976503,1
hepacure,,,,,,HepaCure,liver failure,"{""PHASE1/PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT05989958,NCT05989958,"A Multicenter, Randomized, Controlled, Open-Label Phase 1/2 Clinical Study to Evaluate the Safety, Tolerability and Efficacy of HepaCure Plus DPMAS Versus DPMAS Alone in Chinese Subjects with Acute-On-Chronic Liver Failure",NCT05989958,1
recombinant tissue-plasminogen activator,,,ALTEPLASE,Enzyme,APPROVAL,recombinant tissue-plasminogen activator,acute respiratory distress syndrome | lung disease,"{""PHASE2"": 1}","{""COMPLETED"": 1}",1,NCT04356833,NCT04356833,"A Pilot, Open Label, Phase II Clinical Trial of Nebulised Recombinant Tissue-Plasminogen Activator (Rt-PA)",NCT04356833,0
ortuzumab,,,,,,ortuzumab,immune thrombocytopenia,"{""PHASE4"": 1}","{""UNKNOWN"": 1}",1,NCT05718856,NCT05718856,"A Multicenter, Randomized, Open-label StudyTo Compare The Efficacy And Safety Of TPO-RAs Combining Anti-CD 20 Monoclonal Antibody Versus TPO-RAs in Persistent or Chronic Pediatric ITP Patients Who Failed or Relapse After Glucocorticoid Therapy",NCT05718856,0
adrulipase,,,,,,adrulipase,exocrine pancreatic insufficiency | cystic fibrosis,"{""PHASE2"": 1}","{""COMPLETED"": 1}",1,NCT05719311,NCT05719311,"SPAN: A Phase 2, Open Label, Multicenter, Pilot Study to Assess Safety and Efficacy of an Enteric Microgranule Formulation of Adrulipase in Patients With Exocrine Pancreatic Insufficiency (EPI) Due to Cystic Fibrosis (CF)",NCT05719311,0
tangweian recipe,,,,,,Tangweian Recipe,diabetic gastroenteropathy,"{""PHASE1/PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT05720442,NCT05720442,Efficacy Assessment of Chinese Herbal Medicine Tangweian Recipe Treating Participants With Diabetic Gastroenteropathy,NCT05720442,1
