asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
TQA3605,Chia Tai Tianqing (Sino Biopharm),high,,,,TQA3605,hepatitis B virus infection | chronic hepatitis B,"{""PHASE1/PHASE2"": 1, ""PHASE2"": 2}","{""ACTIVE_NOT_RECRUITING"": 1, ""COMPLETED"": 1, ""WITHDRAWN"": 1}",3,NCT06150014,NCT06990776,"Randomized, Double-blind, Placebo-controlled Phase Ib/IIa Clinical Trial to Evaluate the Efficacy and Safety of TQA3605 Tablets Monotherapy or in Combination With Nucleoside (Acid) Analogues in Treatment-naïve Patients and Treated Patients With Chronic Hepatitis B || A Randomized, Double-blind, Placebo-controlled Phase II Clinical Trial to Evaluate",NCT06150014|NCT06644417|NCT06990776,0
TQH2929,Chia Tai Tianqing (Sino Biopharm),high,,,,TQH2929 | tqh2929,generalized pustular psoriasis,"{""PHASE1"": 2, ""PHASE2"": 1}","{""COMPLETED"": 1, ""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 1}",3,NCT06156280,NCT07314060,"Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Profile, and Efficacy of TQH2929 in Healthy Adult Subjects || Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic Profile, and Efficacy of TQH2929 in Healthy Adult Subjects and Psoriasis Subjects || A Multicenter, Randomized, Double-blind, Placebo-",NCT06156280|NCT06433531|NCT07314060,0
SYHA1813,CSPC Pharmaceutical,high,,,,SYHA1813,solid tumors | meningioma,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 2}",3,NCT06157918,NCT06739213,"A Single-Center, Randomized, Open-label, Single-dose, 3-Sequence, 3-Period Rossover Design to Evaluate the Relative Bioavailability and Food Effect of SYHA1813 Oral Solution in Healthy Participants || An, Phase Ib/II Clinical Trial to Evaluate the Safety and Efficacy of SYHA1813 Single Agent or in Combination With Different Regimens in Unresectable",NCT06157918|NCT06682611|NCT06739213,0
KN060,Alphamab Oncology,high,,,,KN060,venous thromboembolism | essential hypertension | dialyzer thrombosis | arteriovenous fistula thrombosis | extracorporeal circuit thrombosis,"{""PHASE2"": 1, ""PHASE1"": 1, ""PHASE1/PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 2}",3,NCT06180889,NCT07201467,"An Open, Randomized, Active-comparator-controlled, Multicenter Study to Assess the Efficacy and Safety of Different Doses of KN060 for the Prevention of Venous Thromboembolism in Patients Undergoing Unilateral Total Knee Arthroplasty. || Randomized, Single-blind, Placebo-controlled Exploratory Clinical Trial to Evaluate the Antihypertensive Efficac",NCT06180889|NCT07191899|NCT07201467,0
SCB-1019T,Clover Biopharmaceuticals,high,,,,SCB-1019T,respiratory syncytial virus infection,"{""PHASE1"": 3}","{""COMPLETED"": 1, ""WITHDRAWN"": 1, ""RECRUITING"": 1}",3,NCT06194318,NCT06843317,"Phase 1, Placebo-controlled, Randomized, Observer-blind, First-in-human Study of Bivalent RSV Prefusion F Protein Vaccines (SCB-1019/SCB-1019T) in Healthy Adults || A Phase 1, Placebo-controlled, Randomized, Observer-blind Study to Describe the Safety, Reactogenicity and Immunogenicity of a Bivalent Recombinant RSV Vaccine (SCB-1019T) in Children 2",NCT06194318|NCT06666179|NCT06843317,0
CS-1103,CStone Pharmaceuticals,medium,,,,CS-1103 | CS 1103,methamphetamine use disorder,"{""PHASE1"": 1, ""PHASE2"": 2}","{""COMPLETED"": 1, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",3,NCT06316973,NCT07459166,"A Phase 1a, Randomized, Double-Blind, Placebo-Controlled, Single Center Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of CS-1103 Following Single, Ascending Intravenous Dose Administration in Healthy Participants || A Phase 2 Single-Dose Study to Evaluate Safety and Efficacy of CS-1103 in Participants With Methamphetamine Use Dis",NCT06316973|NCT06721494|NCT07459166,0
BL-M05D1,Baili-Bio / SystImmune,high,,,,BL-M05D1,solid tumors | gastroesophageal junction adenocarcinoma | gastric cancer,"{""PHASE1"": 2, ""PHASE3"": 1}","{""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 1}",3,NCT06349811,NCT07518147,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics Characteristics and Preliminary Efficacy of BL-M05D1 in Patients With Locally Advanced or Metastatic Solid Tumors || A Phase 1 Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of BL-M05D1 in Subjects With Advanced or Metastatic Solid ",NCT06349811|NCT07021066|NCT07518147,0
9MW3011,Mabwell,high,,,,9MW3011,beta-thalassemia | polycythemia vera,"{""PHASE1"": 3}","{""COMPLETED"": 1, ""RECRUITING"": 2}",3,NCT06389942,NCT06772766,"A Single-center, Randomized, Double-Blind, Placebo-Controlled Phase 1 Single Ascending Dose Study to Evaluate Safety, Tolerability, Pharmacokinetics, Pharmacodynamics and Immunogenicity Characteristics of 9MW3011 in Healthy Volunteers || A Phase Ib, Multicenter, Randomized, Open-Label, Dose Escalation Study to Evaluate the Safety, Tolerability, Pha",NCT06389942|NCT06752746|NCT06772766,0
KH607,Chengdu Kanghong,medium,,,,KH607,postpartum depressive disorder | major depressive disorder,"{""PHASE1"": 1, ""PHASE2"": 2}","{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 2}",3,NCT06393803,NCT07101120,"A Phase 1 Study to Evaluate the Safety, Tolerability, and Pharmacokinetic Profile of Single and Multiple Doses of KH607 Tablets in Chinese Healthy Volunteers || A Multicenter, Randomized, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating the Efficacy, Safety, and Pharmacokinetics of KH607 in the Treatment of Adult Female Participant",NCT06393803|NCT07096791|NCT07101120,1
QLC1101,Qilu Pharmaceutical,medium,,,,QLC1101,solid tumors | solid tumor,"{""PHASE1"": 2, ""PHASE1/PHASE2"": 1}","{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 2}",3,NCT06403735,NCT06980909,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of QLC1101 Monotherapy in the Treatment of Patients With Advanced Solid Tumors Harboring a KRAS G12D Mutation || A Phase Ib/II Clinical Study to Evaluate the Safety, Tolerability, and Efficacy of QLC1101 in Combination With Other Therapies in t",NCT06403735|NCT06949761|NCT06980909,0
