asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
mineralocorticoid receptor antagonists,Bio-Thera Solutions,high,SPIRONOLACTONE,Small molecule,APPROVAL,mineralocorticoid receptor antagonists,hypertension | primary aldosteronism | cardiac arrhythmias | mitral regurgitation | heart failure | left ventricular impairment,"{""NA"": 8, ""PHASE4"": 4, ""PHASE2/PHASE3"": 2}","{""COMPLETED"": 4, ""ACTIVE_NOT_RECRUITING"": 2, ""UNKNOWN"": 2, ""NOT_YET_RECRUITING"": 2, ""RECRUITING"": 4}",7,NCT03174847,NCT07489547,"Prospective Study Assessing Blood Pressure, Cardiovascular, Endothelial and Other Outcomes poSt-surgical and Medical Treatment in Patients With Primary Aldosteronism || Prospective Study Assessing Blood Pressure, Cardiovascular, Endothelial and Other Outcomes poSt-surgical and Medical Treatment in Patients With Primary Aldosteronism || Arrhythmia P",NCT03174847|NCT03833089|NCT04217135|NCT05419583|NCT06794710|NCT07444203,0
GLS-010,Harbin Gloria (GloriaBio),high,ZIMBERELIMAB,Antibody,PHASE_3,GLS-010 | gls-010,gastric cancer | cervical cancer | esophageal cancer | classical Hodgkin lymphoma | solid tumor | non-small cell lung cancer,"{""PHASE1"": 2, ""PHASE2"": 1, ""PHASE3"": 2, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 1, ""UNKNOWN"": 4, ""NOT_YET_RECRUITING"": 1, ""RECRUITING"": 1}",7,NCT03713905,NCT05978401,"A Phase I Study to Investigate the Safety, Tolerability, Pharmacokinetics and Antitumor Activities of the Recombinant Human Anti-PD-1 Monoclonal Antibody for Subjects With Advanced Solid Tumors || An Open, Multi-center, Single-arm Phase II Clinical Study to Evaluate the Efficacy and Safety of Recombinant Fully Human Anti-PD-1 Monoclonal Antibody (G",NCT03713905|NCT03972722|NCT05221775|NCT05518318|NCT05798819|NCT05909436,0
IBI306,Innovent Biologics,high,TAFOLECIMAB,Antibody,APPROVAL,IBI306 | ibi306,familial hypercholesterolemia | non-familial hypercholesterolemia | low density lipoprotein cholesterol | cardiovascular events | mixed hyperlipidemia,"{""PHASE1"": 1, ""PHASE2/PHASE3"": 2, ""PHASE3"": 3}","{""COMPLETED"": 3, ""UNKNOWN"": 2, ""RECRUITING"": 1}",6,NCT03366688,NCT07473960,"A Randomized, Double Blind, Dose Escalation Study to Evaluate the Safety, Tolerability and Pharmacokinetics/Pharmacodynamics of IBI306 in Healthy Subjects. || Phase 2b/3 Study to Assess the Efficacy and Safety of IBI306 in Subjects With Homozygous Familial Hypercholesterolemia. || Safety and Efficacy of IBI306 in Chinese Non-familial Hypercholester",NCT03366688|NCT04031742|NCT04289285|NCT04759534|NCT04948008|NCT07473960,3
JMT103,Jemincare,high,NARLUMOSBART,Antibody,PHASE_3,JMT103 | jmt103,bone metastases | osteoporosis | solid tumors | hypercalcemia | bone-related events,"{""PHASE1"": 2, ""PHASE1/PHASE2"": 1, ""PHASE2"": 2, ""PHASE3"": 1}","{""UNKNOWN"": 4, ""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 1}",6,NCT03550508,NCT06221072,"A Phase I, Multi-center, Open-label, Dose Escalation Study to Evaluate the Safety, Tolerability and Preliminary Pharmacokinetics/Pharmacodynamics of JMT103 in Patients With Bone Metastases From Tumors || A Phase I/II, Single Arm, Open Label, Multi-center Clinical Trial to Assess the Efficacy and Safety of JMT103 in Patients With Refractory Hypercal",NCT03550508|NCT04198480|NCT04630522|NCT05278338|NCT05397938|NCT06221072,0
RC28,RemeGen,high,,,,RC28-E | rc28-e,age-related macular degeneration | diabetic macular edema | centre-involving diabetic macular edema | nonproliferative diabetic retinopathy,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1, ""PHASE2"": 2, ""PHASE3"": 2}","{""COMPLETED"": 3, ""UNKNOWN"": 2, ""RECRUITING"": 1}",6,NCT03777254,NCT05885503,"A Double-center, Open-label,Single Ascending Dose Phase 1 Study to Evaluate the Safety, Tolerability and Pharmacokinetics of Single Intravitreous Injections of RC28-E (a Chimeric Decoy Receptor Trap Fusion Protein by Dual Blockage of VEGF and FGF-2) in Subjects With Wet Age-Related Macular Degeneration || A Nonrandomized, Open-label Study to Evalua",NCT03777254|NCT04270669|NCT04782115|NCT04782128|NCT05727397|NCT05885503,0
IBI318,Innovent Biologics,high,,,,ibi318 | IBI318,advanced malignancy | extranodal NK/T cell lymphoma | cutaneous squamous cell carcinoma | hepatocellular carcinoma | small cell lung cancer | non-small cell lung cancer,"{""PHASE1"": 3, ""PHASE1/PHASE2"": 2, ""PHASE2"": 1}","{""COMPLETED"": 2, ""TERMINATED"": 3, ""RECRUITING"": 1}",6,NCT03875157,NCT04777084,"To Evaluate the Safety, Tolerability, and Initial Efficacy of IBI318 in Patients With Advanced Malignancy, Multicenter, IA/IB Study || Evaluation of Safety and Efficacy of IBI318 Monotherapy for Relapsed/Refractory Extranodal NK/T Cell Lymphoma (Nasal Type), a Multicenter, Open-label Phase Ib/II Trial || A Phase Ib/II, Open-Label, Single Arm Study ",NCT03875157|NCT04602065|NCT04611321|NCT04635527|NCT04672928|NCT04777084,0
anti-pd-l1 monoclonal antibody,Ascletis Pharma,high,ENVAFOLIMAB,Antibody,PHASE_3,anti-PD-L1 monoclonal antibody,malignant tumor | non-small cell lung cancer | urothelial carcinoma | immune-related adverse events | hepatitis B virus infection,"{""PHASE1"": 3, ""NA"": 1, ""PHASE2"": 1, ""PHASE4"": 1}","{""UNKNOWN"": 4, ""RECRUITING"": 2}",6,NCT03908814,NCT07573943,"Phase I Clinical Trial to Evaluate the Safety, Tolerance and Pharmacokinetics of Human Anti-PD-L1 Monoclonal Antibody Injection (LDP) in Patients With Advanced Malignant Tumors || A Randomized, Prospective Study of the Efficacy and Safety of the 1st Treatment in Advanced Central NSCLC by PD-1/PD-L1 Inhibitor and Chemotherapy With/Without Bronchosco",NCT03908814|NCT04360655|NCT04603846|NCT04739111|NCT06470971|NCT07573943,0
SHR-1501,Jiangsu Hengrui Pharmaceuticals,high,SHR-1501,Unknown,PHASE_3,SHR-1501 | shr-1501,non-muscle invasive bladder cancer | advanced malignancies | malignancies | malignant tumor | non-muscle-invasive bladder cancer,"{""PHASE1"": 2, ""PHASE1/PHASE2"": 3, ""PHASE3"": 1}","{""COMPLETED"": 2, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 2}",6,NCT03995472,NCT07424287,"A Phase I Clinical Study to Evaluate the Tolerability, Safety, Pharmacokinetics and Efficacy of SHR-1501 in Combination With SHR-1316 in Patients With Advanced Malignancies || A Phase I Study on Tolerance, Safety and Pharmacokinetics of SHR-1501 in Patients With Advanced Malignancies. || Phase I/II Clinical Study of Dose Escalation and Dose Expansi",NCT03995472|NCT04025957|NCT05410730|NCT06588179|NCT07073534|NCT07424287,0
HX009,Hanx Biopharmaceuticals (Lepu),medium,,,,HX009 | hx009,malignant tumor | biliary cancer | esophageal cancer | sarcoma | head and neck cancer | malignant mesothelioma,"{""PHASE1"": 2, ""PHASE2"": 1, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 3, ""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 1}",5,NCT04097769,NCT06708663,"A Phase I, First-in-Human Study Evaluating the Safety, Tolerability, and Initial Efficacy of HX009 in Patients With Advanced Malignancies || A Multicenter Phase II Clinical Study of Recombinant Humanized Anti-CD47 / PD-1 Bifunctional Antibody HX009 Injection in the Treatment of Advanced Solid Tumors || To Evaluate the Multi-center, Open, Single-arm",NCT04097769|NCT04886271|NCT05189093|NCT05731752|NCT06708663,1
HBM4003,Harbour BioMed,high,PORUSTOBART,Antibody,PHASE_1,HBM4003 | hbm4003,melanoma | solid tumors | solid tumor | non-small cell lung cancer | hepatocellular carcinoma | mixed neuroendocrine-non-neuroendocrine neoplasm,"{""PHASE1"": 5}","{""COMPLETED"": 1, ""UNKNOWN"": 3, ""ACTIVE_NOT_RECRUITING"": 1}",5,NCT04135261,NCT05167071,"A Phase 1 Open-label, Multicenter Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Anti-tumor Activity of HBM4003 in Subjects With Advanced Solid Tumors || An Open Phase I Study to Evaluate the Safety, Tolerability, PK / PD, and Initial Efficacy of HBM4003 in Combination With Toripalimab in Patients With Advanced Melanoma and Other ",NCT04135261|NCT04727164|NCT04866485|NCT05149027|NCT05167071,0
