asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
CPT31,,,,,,CPT31,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT04672083,NCT04672083,"A Phase Ia Clinical Study of HIV Entry Inhibitor CPT31: Single Ascending Dose Study of Safety, Tolerability, Immunogenicity, and Pharmacokinetics in Healthy Adults",NCT04672083,0
SYM024,,,,,,sym024,solid tumor malignancies,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT04672434,NCT04672434,"A Phase 1, Open-Label, Multicenter Trial Investigating the Safety, Tolerability, and Preliminary Antineoplastic Activity of Sym024 (Anti-CD73) as Monotherapy and in Combination With Sym021 (Anti-PD-1) in Patients With Advanced Solid Tumor Malignancies",NCT04672434,0
CORT125329,,,,,,CORT125329,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT04672512,NCT04672512,"A Phase 1 Adaptive Dose, Double-Blind, Placebo-Controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Orally Administered CORT125329 in Healthy Subjects, With an Optional Pharmacological Effects Cohort",NCT04672512,0
RTX-321,,,,,,RTX-321,squamous cell cancer of the anal canal | head and neck squamous cell carcinoma | cervical cancer,"{""PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT04672980,NCT04672980,A Phase 1 Study of RTX-321 for the Treatment of Patients With Advanced Malignancies Associated With Human Papillomavirus-16 Infection,NCT04672980,0
1PC111,,,,,,1PC111,mixed dyslipidemia | hypercholesterolemia,"{""PHASE3"": 1}","{""COMPLETED"": 1}",1,NCT04643093,NCT04643093,"Orient Pharma Co., Ltd.",NCT04643093,0
MPB-1734,,,,,,MPB-1734,solid tumor,"{""PHASE1/PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT04643418,NCT04643418,"Phase 1/2a Dose-ranging, Safety, Pharmacokinetics, and Preliminary Efficacy Study of MPB-1734 in Patients With Advanced Solid Tumors in Part 1 and With Selected Solid Tumors in Part 2",NCT04643418,0
APR003,,,,,,apr003,colorectal cancer,"{""PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT04645797,NCT04645797,"A Phase 1 Dose Escalation Study to Evaluate Safety, Tolerability, and Pharmacokinetics/ Pharmacodynamics of APR003 in Patients With Advanced Colorectal Cancer (CRC) With Malignant Liver Lesions",NCT04645797,0
CMAB819,,,,,,CMAB819,squamous cell carcinoma of the head and neck,"{""PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT04659369,NCT04659369,"Study of Pharmacokinetic, Safety, Immunogenicity and Efficacy of CMAB819 and Nivolumab in Recurrent or Metastatic Squamous Cell Carcinoma of the Head and Neck",NCT04659369,0
NL-201,,,,,,NL-201,cancer,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT04659629,NCT04659629,A First-in-Human Phase 1 Study of NL-201 Monotherapy and in Combination With Pembrolizumab in Patients With Relapsed or Refractory Cancer,NCT04659629,0
CT-0508,,,,,,ct-0508,solid tumors,"{""PHASE1"": 1}","{""UNKNOWN"": 1}",1,NCT04660929,NCT04660929,"A Phase 1, First in Human Study of Adenovirally Transduced Autologous Macrophages Engineered to Contain an Anti-HER2 Chimeric Antigen Receptor in Subjects With HER2 Overexpressing Solid Tumors",NCT04660929,0
