asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
RQ3013,,,,,,RQ3013,severe acute respiratory syndrome coronavirus 2 infection | COVID-19,"{""PHASE1"": 2, ""NA"": 1}","{""UNKNOWN"": 2, ""COMPLETED"": 1}",3,NCT05394012,NCT05907044,"Randomized, Blinded, Positive Control Phase 1a Trial to Evaluate the Safety and Immunogenicity of a SARS-CoV-2 mRNA Chimera Vaccine (RQ3013) in Healthy Adults Aged 18-59 Years || A Randomized, Blinded, Positive Control Phase 1b Trial to Evaluate the Safety and Immunogenicity of a SARS-CoV-2 mRNA Chimera Vaccine (RQ3013) in Healthy Adults Completed ",NCT05394012|NCT05396573|NCT05907044,0
TRS005,,,,,,TRS005,diffuse large B-cell lymphoma | B-cell non-Hodgkin's lymphoma | non-Hodgkin lymphoma,"{""PHASE1"": 1, ""PHASE2"": 1, ""PHASE1/PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 2}",3,NCT05395533,NCT07035379,"A Multicenter, Single-arm, Dose-escalating Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Effectiveness of TRS005 in Patients With Relapsed or Refractory CD20-positive B-NHL || A Multicenter, Open-Label, Single-Arm, Phase 2 Study to Evaluate the Efficacy and Safety of TRS005 in Patients With CD20-Positive Relapsed or Refractory Di",NCT05395533|NCT06886139|NCT07035379,0
BMB-101,,,,,,bmb-101 | BMB-101,eyelid myoclonia | classic absence epilepsy | developmental epileptic encephalopathy | prader-willi syndrome,"{""PHASE1"": 1, ""PHASE2"": 2}","{""COMPLETED"": 1, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",3,NCT05397041,NCT07266324,"A Randomized, Double-Blind, Placebo-Controlled, Phase I Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of Single and Multiple Ascending Oral Doses of BMB-101 in Fed and Fasted Adult Healthy Human Volunteers || An Open-Label Phase 2 Study to Evaluate the Efficacy, Safety and Tolerability of BMB-101 in Adults With Either Classic Abs",NCT05397041|NCT06401538|NCT07266324,0
KAN-101,,,,,,KAN-101,celiac disease,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1, ""PHASE2"": 1}","{""COMPLETED"": 2, ""TERMINATED"": 1}",3,NCT04248855,NCT06001177,"A Phase 1 Study of the Safety and Tolerability of Single and Multiple Doses of KAN-101 in Patients With Celiac Disease (ACeD) || A Phase 1B Open-label/Phase 2 Double-blind Placebo- Controlled Study for Pharmacodynamic (PD) Activity, Pharmacokinetics (PK), Safety, and Tolerability of KAN-101 In Patients With Celiac Disease (CeD) || A Phase 2a Double",NCT04248855|NCT05574010|NCT06001177,0
AFM24,,,,,,afm24 | AFM24,non-small cell lung cancer | renal cell carcinoma | colorectal cancer | EGFR-expressing cancer | gastroesophageal junction cancer | hepatocellular cancer,"{""PHASE1/PHASE2"": 3}","{""TERMINATED"": 3}",3,NCT04259450,NCT05109442,"A Phase 1/2a Open Label, Multicenter Study to Access the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of AFM24 in Patients With Advanced Solid Tumors || A Phase 1/2a, Open-Label, Multi-Center Study Evaluating the Safety, Tolerability, and Anti-Tumor Activity of AFM24 in Combination With Ex Vivo Expanded Autologous Natural Killer ",NCT04259450|NCT05099549|NCT05109442,0
BTX-A51,,,BTX-A51,Small molecule,PHASE_1,BTX-A51,acute myeloid leukemia | myelodysplastic syndrome | advanced myelodysplastic syndrome | metastatic breast cancer | sarcoma | myxoid liposarcoma,"{""PHASE1"": 3}","{""RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1}",3,NCT04243785,NCT06414434,"A First-In-Human, Open-Label, Escalating Multiple-Dose Study to Evaluate the Safety, Toxicity, and Pharmacokinetics of BTX-A51 Alone and in Combination With Azacitidine in Patients With Relapsed or Refractory Acute Myeloid Leukemia or High-Risk Myelodysplastic Syndrome || An Open Label, Escalating Multiple Dose Study to Evaluate the Safety, Toxicit",NCT04243785|NCT04872166|NCT06414434,0
AIV007,,,,,,aiv007,neovascular age-related macular degeneration | macular edema | diabetic macular edema | age-related macular degeneration,"{""PHASE1"": 2, ""PHASE2"": 1}","{""COMPLETED"": 1, ""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",3,NCT04422899,NCT07557121,"A Phase I Study of the Safety, Pharmacokinetics, and Duration of Effect of Intravitreally Administered AIV007 Gel Suspension in Subjects With Neovascular Age-Related Macular Degeneration || A Phase 1 Study of the Safety, Pharmacokinetics, and Exploratory Efficacy of Periocular Administration of AIV007 in Subjects with Macular Edema Secondary to Neo",NCT04422899|NCT05698329|NCT07557121,0
UNICAR02,,,,,,unicar02-t | unicar02-t-ppsma,lymphatic malignancies | leukemia | hematologic malignancies | prostate cancer,"{""PHASE1"": 2, ""NA"": 2}","{""TERMINATED"": 2, ""ENROLLING_BY_INVITATION"": 2}",3,NCT04230265,NCT07474051,"Multicenter, Open-label, Adaptive Design Phase I Trial With Genetically Modified T-cells Carrying Universal Chimeric Antigen Receptors (UniCAR02-T) in Combination With CD123 Target Module (TM123) for the Treatment of Patients With Hematologic and Lymphatic Malignancies Positive for CD123 || Multicenter, Open-label, Adaptive Design Phase I Trial Wit",NCT04230265|NCT04633148|NCT07474051,0
MLC1501,,,,,,MLC1501,stroke | ischemic stroke,"{""PHASE1"": 1, ""PHASE2/PHASE3"": 1, ""PHASE2"": 1}","{""COMPLETED"": 2, ""NOT_YET_RECRUITING"": 1}",3,NCT04233437,NCT05289947,"Drug-Drug Interaction Study of MLC1501 Using Cocktail of Drugs Acting as Sensitive Clinical Probes/Substrates of Cytochrome P450 Isoenzymes and Transporters in Healthy Subjects || A Randomized, Double-Blind, Placebo-Controlled, Dose-Response Efficacy and Safety Study of MLC1501 in Patients With Stroke || A Randomized, Double-Blind, Placebo-Controll",NCT04233437|NCT05046106|NCT05289947,0
APL-1501,,,,,,APL-1501 | apl-1501,,"{""PHASE1"": 3}","{""COMPLETED"": 1, ""UNKNOWN"": 1, ""TERMINATED"": 1}",3,NCT04601766,NCT06435039,"A Phase I, Open-Label, Randomized, Two-phase, Crossover Study to Evaluate the Safety, Tolerability and Pharmacokinetics of APL-1501 ER Tablets 2, APL1501 ER Tablets 3, and APL-1202 in Healthy Volunteers || A Phase 1, Two-Part, Open-Label Study to Evaluate the Safety, Tolerability and Pharmacokinetics (PK) of Single Ascending Doses of APL-1501 Exten",NCT04601766|NCT06034015|NCT06435039,0
FL-101,,,,,,FL-101 | fl-101,non-small cell lung cancer | muscle invasive bladder cancer,"{""PHASE2"": 1, ""PHASE1"": 1, ""EARLY_PHASE1"": 1}","{""WITHDRAWN"": 2, ""COMPLETED"": 1}",3,NCT04758949,NCT05395260,"A Two-cohort, Phase 2 Study of FL-101 as Neoadjuvant Therapy in Patients With Surgically Resectable Non-Small Cell Lung Cancer || A Randomized, Open-Label, Parallel Study to Evaluate the Absolute Bioavailability of FL-101 in Healthy Male and Female Subjects || A Pilot Window of Opportunity Trial: FL-101 in Non-Metastatic Muscle Invasive Bladder Can",NCT04758949|NCT04983732|NCT05395260,0
CPG55,,,,,,delta inulin-cpg55.2 | advax-cpg55.2 | advax-cpg55.2 adjuvanted recombinant spike protein,symptomatic SARS-CoV-2 infection | influenza,"{""PHASE1"": 1, ""PHASE2/PHASE3"": 1, ""PHASE3"": 1}","{""COMPLETED"": 2, ""ACTIVE_NOT_RECRUITING"": 1}",3,NCT03945825,NCT05279456,"A Phase I Study to Assess the Safety, Reactogenicity and Immunogenicity of Two Quadrivalent Seasonal Influenza Vaccines (Fluzone(R) or Flublok(R)) With or Without One of Two Adjuvants (AF03 or Advax-CpG55.2) in Healthy Adults 18-45 Years of Age || A Phase 2b Study to Assess the Effect of Dose Interval on the Effectiveness of a Protein-based Covid-1",NCT03945825|NCT05148871|NCT05279456,0
