asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
integrated traditional chinese medicine and western medicine platform,,,,,,integrated traditional Chinese medicine and Western medicine platform,diabetes,"{""NA"": 1}","{""RECRUITING"": 1}",1,NCT07265037,NCT07265037,Development of a New Integrated Strategy for Long-Distance and Full-Course Management of Diabetes Using Both Traditional Chinese and Western Medicine: A Combined Online and Offline Approach,NCT07265037,1
irpagratinib,,,IRPAGRATINIB,Small molecule,PHASE_2,irpagratinib,hepatocellular carcinoma,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT07010497,NCT07010497,"A PHASE 2, OPEN-LABEL STUDY OF IRPAGRATINIB IN COMBINATION WITH ATEZOLIZUMAB AND BEVACIZUMAB IN PATIENTS WITH ADVANCED OR UNRESECTABLE HEPATOCELLULAR CARCINOMA (IAPETUS)",NCT07010497,0
cadonilizumab,,,,,,cadonilizumab,esophageal squamous cell cancer,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT07016724,NCT07016724,Neoadjuvant Radiochemotherapy Combined With Cadonilizumab for Local Advanced Esophageal Squamous Cell Cancer,NCT07016724,0
anumigilimab,,,ANUMIGILIMAB,Antibody,PHASE_2,anumigilimab,sickle cell disease,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT07224360,NCT07224360,"Phase 2a, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Assess the Safety of Anumigilimab (CSL324) in Adults With Sickle Cell Disease",NCT07224360,0
trinase,,,,,,trinase,irreversible pulpitis | post-operative pain,"{""NA"": 1}","{""RECRUITING"": 1}",1,NCT07239505,NCT07239505,The Role Of Trinase In Reducing Post-Operative Pain For Patients With Symptomatic Irreversible Pulpitis: A Randomized Controlled Trial,NCT07239505,0
multiple daily,,,,,,multiple daily injection,vascular dysfunction | endothelial dysfunction | type 1 diabetes mellitus,"{""NA"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT07241702,NCT07241702,"The Effect of Hybrid Closed-loop Systems on Markers of Endothelial, Myocardial and Vascular Function in Patients With Type 1 Diabetes.",NCT07241702,0
finolizumab,,,,,,finolizumab,hypopharyngeal carcinoma,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT07248956,NCT07248956,Neoadjuvant Chemotherapy Combined With Finotonlimab in the Treatment of Locally Advanced Hypopharyngeal Carcinoma: A Multicenter Randomized Controlled Study,NCT07248956,0
rebecsinib,,,,,,rebecsinib,acute myeloid leukemia | myelofibrosis,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07250646,NCT07250646,"A Phase 1 Study of Rebecsinib, a Spliceosome Modulator That Inhibits ADAR1, in Patients With Relapsed or Refractory Secondary Acute Myeloid Leukemia or Higher-Risk Myelofibrosis",NCT07250646,0
calcitonin gene-related peptide receptor inhibitor,,,CALCITONIN,Protein,APPROVAL,calcitonin gene-related peptide receptor inhibitor,vestibular migraine | migraine,"{""NA"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07203248,NCT07203248,A Real-world Study on the Use of CGRP-targeted Medications for the Treatment of Vestibular Migraine in Chinese Patients,NCT07203248,1
banxia xiexin decoction,,,,,,Banxia Xiexin Decoction,colitis,"{""NA"": 1}","{""COMPLETED"": 1}",1,NCT07035613,NCT07035613,Investigating Chinese Herbal Medicine for Modulating Gut Microbiota in Treating Inflammatory Bowel Disease: Molecular Mechanisms and Clinical Study,NCT07035613,1
qishen yiqi dripping pill,,,,,,Qishen Yiqi dripping pill,coronary heart disease | angina pectoris,"{""PHASE4"": 1}","{""RECRUITING"": 1}",1,NCT07041359,NCT07041359,Pre-trial of Clinical Trial of Traditional Chinese Medicine Treatment for Elderly Patients With Coronary Heart Disease Who Are Still Symptomatic After Optimal Medical Treatment,NCT07041359,1
recombinant anti-interleukin-4 receptor alpha humanized monoclonal antibody,,,,,,recombinant anti-interleukin-4 receptor alpha humanized monoclonal antibody,,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07042113,NCT07042113,"A Randomized, Open-label, Parallel-enrollment Pharmacokinetic Comparison Study of Two Formulations of Recombinant Anti-IL-4Rα Humanized Monoclonal Antibody Injection (611) Injected Subcutaneously in Healthy Adult Subjects in China",NCT07042113,1
jinmai,,,,,,jinmai,type 2 diabetes,"{""PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06978023,NCT06978023,"Clinical Safety, Efficacy and Multiomic Evaluation of a Novel Chinese Medicine Formula in Type 2 Diabetes: Effects on Beta-cell Function and Insulin Resistance",NCT06978023,1
enlansibumab,,,,,,enlansibumab,cervical cancer,"{""PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT06981858,NCT06981858,A Single-Arm Exploratory Study of Enlansibumab Sequentially Combined With Concurrent Chemoradiotherapy for Locally Advanced Cervical Cancer,NCT06981858,0
weipi formula,,,,,,weipi formula,functional dyspepsia,"{""NA"": 1}","{""ENROLLING_BY_INVITATION"": 1}",1,NCT06985524,NCT06985524,Clinical and Preparation Studies of Traditional Chinese Medicine Compound(Weipi Formula) in the Treatment of Epigastric Stuffiness Syndrome,NCT06985524,1
recombinant human interleukin 21-expressing oncolytic vaccinia virus,,,,,,recombinant human interleukin 21-expressing oncolytic vaccinia virus,pancreatic cancer,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT07006077,NCT07006077,A Phase II Trial to Evaluate the Efficacy of Recombinant Human IL-21-expressing Oncolytic Vaccinia Virus Injection (hV01) in Patients With Advanced Pancreatic Tumors,NCT07006077,0
bemosuzumab,,,,,,bemosuzumab,thyroid cancer,"{""PHASE4"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07010393,NCT07010393,A Multicenter Prospective-Retrospective Real-World Study Evaluating Conversion-to-Surgery and Survival After Genotype-Matched Neoadjuvant Systemic Therapy in Locally Advanced Thyroid Carcinoma,NCT07010393,0
putelimab,,,,,,putelimab,laryngeal carcinoma,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07538206,NCT07538206,"An Exploratory Study of Neoadjuvant Vibecortamab Combined With Putilimab in Locally Advanced Laryngeal Cancer - A Single-Arm, Phase II Study",NCT07538206,0
vibecortamab,,,,,,vibecortamab,laryngeal carcinoma,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07538206,NCT07538206,"An Exploratory Study of Neoadjuvant Vibecortamab Combined With Putilimab in Locally Advanced Laryngeal Cancer - A Single-Arm, Phase II Study",NCT07538206,0
