asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
HRS-5765,Jiangsu Hengrui Pharmaceuticals,high,,,,HRS-5765,,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07551167,NCT07551167,"A Randomized, Double-Blind, Dose-Escalation, Placebo-Parallel Controlled Phase I Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single and Multiple Oral Doses of HRS-5765 in Healthy Subjects, as Well as the Effect of Food on the Pharmacokinetics of HRS-5765 and the Effect of HRS-5765 on CYP3A4 Metaboli",NCT07551167,0
QLS1317,Qilu Pharmaceutical,high,,,,QLS1317,advanced solid tumors,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07552376,NCT07552376,"A Phase I Clinical Study on the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of QLS1317 in Participants With Advanced Solid Tumors Characterized by Microsatellite Instability-High (MSI-H)/Deficient DNA Mismatch Repair (dMMR) Advanced Solid Tumors",NCT07552376,0
IBI3013,Innovent Biologics,high,,,,ibi3013,non-segmental vitiligo | alopecia areata,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07554222,NCT07554222,"Evaluation of the Safety, Tolerability, and Pharmacokinetics of Single-dose Administration of IBI3013 in Healthy Adult Trial Participants and Multiple-dose Administration in Active Non-segmental Vitiligo Trial Participants and Severe Alopecia Areata Trial Participants - a Randomized, Double-blind, Placebo-controlled, Dose-escalation Study",NCT07554222,0
HRS-3005,Jiangsu Hengrui Pharmaceuticals,high,,,,HRS-3005,B-cell malignancy,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07556822,NCT07556822,"An Open-Label, Multicenter, Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of HRS-3005 in Patients With B-cell Malignancies",NCT07556822,0
BRII-5395,Brii Biosciences,high,,,,brii-5395,hepatocellular carcinoma,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07557251,NCT07557251,"An Open-Label, Dose Escalation Study to Evaluate the Safety, Tolerability, and Preliminary Efficacy of BRII-5395 in Combination With Sintilimab and Bevacizumab in Participants With Advanced Hepatitis B Virus Related Hepatocellular Carcinoma",NCT07557251,0
IBI115,Innovent Biologics,high,,,,ibi115,small cell lung cancer,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07559019,NCT07559019,"Phase I Clinical Study to Evaluate the Safety, Tolerability, and Efficacy of IBI115 as Monotherapy and in Combination Therapy in Participants With Advanced Small Cell Lung Cancer",NCT07559019,0
AK150,Akeso,high,,,,ak150,malignant solid tumor,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07566247,NCT07566247,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Antitumor Activity of AK150 in Advanced Malignant Solid Tumor",NCT07566247,0
HS-10587,Hansoh Pharma,medium,,,,HS-10587,advanced solid tumors,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07567859,NCT07567859,"An Open-Label, Multi-Center Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetic/Pharmacodynamic Characteristics, and Preliminary Efficacy of HS-10587 in Patients With Methylthioadenosine Phosphorylase (MTAP)-Deleted Advanced Solid Tumors",NCT07567859,0
HSK56630,Haisco Pharmaceutical,high,,,,hsk56630,,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07580794,NCT07580794,"A Randomized, Double-blind, Placebo-controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of HSK56630 in Healthy Participants",NCT07580794,0
trastuzumab rezatecan,Shanghai Henlius Biotech,high,TRASTUZUMAB,Antibody,APPROVAL,trastuzumab rezatecan,gastric adenocarcinoma | gastroesophageal junction adenocarcinoma,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07581574,NCT07581574,"Trastuzumab Rezetecan Antibody-Drug Conjugate Combined With Retlirafusp α in Patients With HER2-Positive and Potentially Immunotherapy-Sensitive Gastric or Gastroesophageal Junction Adenocarcinoma,a Prospective Phase Ib Trial",NCT07581574,0
