asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
exemestane,,,EXEMESTANE,Small molecule,APPROVAL,exemestane,breast cancer | hormone receptor positive breast cancer | epithelial ovarian cancer | non-small cell lung cancer | prostate cancer | ductal carcinoma in situ,"{""PHASE3"": 63, ""PHASE2"": 102, ""NA"": 33, ""PHASE1/PHASE2"": 9, ""PHASE1"": 26, ""PHASE4"": 10, ""PHASE2/PHASE3"": 4}","{""COMPLETED"": 128, ""UNKNOWN"": 33, ""TERMINATED"": 27, ""WITHDRAWN"": 10, ""ACTIVE_NOT_RECRUITING"": 18, ""RECRUITING"": 21, ""ENROLLING_BY_INVITATION"": 1, ""NOT_YET_RECRUITING"": 8, ""SUSPENDED"": 1}",247,NCT00002777,NCT07499999,"RANDOMIZED PHASE II STUDY IN FIRST LINE HORMONAL TREATMENT FOR METASTATIC BREAST CANCER WITH EXEMESTANE OR TAMOXIFEN IN POSTMENOPAUSAL PATIENTS || Randomized Double-Blind Trial in Postmenopausal Women With Primary Breast Cancer Who Have Received Adjuvant Tamoxifen for 2-3 Years, Comparing Subsequent Adjuvant Exemestane Treatment With Further Tamoxi",NCT00002777|NCT00003418|NCT00010010|NCT00016432|NCT00031889|NCT00032136,6
carfilzomib,,,CARFILZOMIB,Protein,APPROVAL,carfilzomib,multiple myeloma | non-Hodgkin lymphoma | smoldering multiple myeloma | mantle cell lymphoma | lymphoma | solid tumors,"{""PHASE1"": 55, ""PHASE2"": 95, ""PHASE1/PHASE2"": 48, ""NA"": 12, ""PHASE3"": 26, ""EARLY_PHASE1"": 1, ""PHASE4"": 2, ""PHASE2/PHASE3"": 2}","{""COMPLETED"": 99, ""NO_LONGER_AVAILABLE"": 1, ""TERMINATED"": 31, ""ACTIVE_NOT_RECRUITING"": 49, ""APPROVED_FOR_MARKETING"": 1, ""UNKNOWN"": 16, ""WITHDRAWN"": 8, ""ENROLLING_BY_INVITATION"": 1, ""RECRUITING"": 28, ""SUSPENDED"": 1, ""NOT_YET_RECRUITING"": 6}",241,NCT00150462,NCT07605416,"A Phase I Study of the Safety and Pharmacokinetics of Escalating Intravenous Doses of the Proteasome Inhibitor PR-171 in Patients With Hematological Malignancies || An Open-label, Single-arm, Phase 2 Study of Carfilzomib in Patients With Relapsed and Refractory Multiple Myeloma || An Open-label, Single-arm, Phase 2 Study of Carfilzomib in Patients ",NCT00150462|NCT00511238|NCT00530816|NCT00531284|NCT00603447|NCT00721734,1
tiotropium,,,TIOTROPIUM,Small molecule,APPROVAL,tiotropium,chronic obstructive pulmonary disease | asthma | dyspnea | asthma exacerbations | chronic obstructive pulmonary disease exacerbation | exacerbation,"{""PHASE2"": 26, ""PHASE4"": 62, ""PHASE3"": 86, ""PHASE1"": 23, ""NA"": 38, ""EARLY_PHASE1"": 3, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 216, ""WITHDRAWN"": 5, ""TERMINATED"": 7, ""UNKNOWN"": 9, ""NOT_YET_RECRUITING"": 1, ""SUSPENDED"": 1}",239,NCT00122434,NCT07541378,"A Randomized, Multiple-dose, Double-blind, Placebo- and Active-controlled, Parallel Group Efficacy and Safety Study to Determine the Optimum Dose of BEA 2180 BR Delivered by the Respimat® Inhaler in Patients With Chronic Obstructive Pulmonary Disease (COPD) || A Randomized, Multiple-dose, Double-Blind, Crossover Study to Compare the Efficacy and Sa",NCT00122434|NCT00128440|NCT00134979|NCT00144196|NCT00144339|NCT00152984,1
norepinephrine,,,NOREPINEPHRINE,Small molecule,APPROVAL,norepinephrine,hypotension | septic shock | postspinal anesthesia hypotension | acute kidney injury | sepsis | post-spinal hypotension,"{""PHASE2"": 7, ""PHASE2/PHASE3"": 8, ""NA"": 112, ""PHASE3"": 28, ""PHASE4"": 63, ""PHASE1"": 5, ""PHASE1/PHASE2"": 4, ""EARLY_PHASE1"": 7}","{""COMPLETED"": 122, ""UNKNOWN"": 44, ""TERMINATED"": 9, ""ACTIVE_NOT_RECRUITING"": 5, ""WITHDRAWN"": 4, ""RECRUITING"": 35, ""SUSPENDED"": 2, ""ENROLLING_BY_INVITATION"": 3, ""NOT_YET_RECRUITING"": 10}",234,NCT00134212,NCT07562932,"Prospective, Randomized Study on Two Parallel Groups Comparing Dopexamine and Norepinephrine in Combination to Epinephrine Alone on Systemic and Pulmonary Hemodynamics, Gastric Mucosal Perfusion, and Oxidative Stress in Septic Shock || Prospective, Multicenter, Randomized, Double-Blind Study Comparing Safety and Efficacy of Norepinephrine Plus Dobu",NCT00134212|NCT00148278|NCT00197886|NCT00227448|NCT00294606|NCT00314704,1
chidamide,,,TUCIDINOSTAT,Small molecule,APPROVAL,chidamide,peripheral T-cell lymphoma | diffuse large B-cell lymphoma | acute myeloid leukemia | breast cancer | non-Hodgkin lymphoma | colorectal cancer,"{""PHASE2"": 146, ""PHASE3"": 12, ""PHASE1/PHASE2"": 39, ""PHASE1"": 6, ""PHASE2/PHASE3"": 5, ""NA"": 21, ""PHASE4"": 4, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 19, ""UNKNOWN"": 101, ""ACTIVE_NOT_RECRUITING"": 7, ""RECRUITING"": 67, ""TERMINATED"": 4, ""ENROLLING_BY_INVITATION"": 2, ""NOT_YET_RECRUITING"": 34}",234,NCT01836679,NCT07602322,A Phase II Study of Chidamide or Placebo in Combination With Carboplatin and Paclitaxel in Patients With Advanced Non-Small Cell Lung Cancer || A Phase III Trial of Chidamide in Combination With Exemestane in Patients With Hormone Receptor-Positive Advanced Breast Cancer (ACE) || Safety and Efficacy of the Histone Deacetylase Inhibitor Chidamide in,NCT01836679|NCT02482753|NCT02513901|NCT02733380|NCT02753543|NCT02753647,1
fluoxetine,,,FLUOXETINE,Small molecule,APPROVAL,fluoxetine,major depressive disorder | depression | obsessive-compulsive disorder | bipolar disorder | major depression | post-traumatic stress disorder,"{""PHASE2"": 41, ""PHASE3"": 38, ""PHASE4"": 56, ""NA"": 66, ""PHASE2/PHASE3"": 6, ""PHASE1"": 9, ""PHASE1/PHASE2"": 10, ""EARLY_PHASE1"": 6}","{""COMPLETED"": 143, ""TERMINATED"": 19, ""RECRUITING"": 23, ""WITHDRAWN"": 10, ""UNKNOWN"": 25, ""SUSPENDED"": 1, ""ACTIVE_NOT_RECRUITING"": 4, ""NOT_YET_RECRUITING"": 7}",232,NCT00000213,NCT07521358,IV Cocaine Abuse: A Laboratory Model || Treatment of Outcomes of Fluoxetine vs EMDR in PTSD || Report in Phase 3 stage for Fluoxetine and Generalized Anxiety Disorder,NCT00000213|NCT00000379|NCT00000381|NCT00000428|NCT00004446|NCT00004486,1
rifampicin,,,RIFAMPIN,Small molecule,APPROVAL,rifampicin,tuberculosis | pulmonary tuberculosis | human immunodeficiency virus infection | tuberculous meningitis | leprosy | latent tuberculosis infection,"{""NA"": 20, ""PHASE3"": 35, ""PHASE4"": 27, ""PHASE2/PHASE3"": 5, ""PHASE2"": 33, ""PHASE1"": 105, ""PHASE1/PHASE2"": 3, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 146, ""UNKNOWN"": 28, ""TERMINATED"": 6, ""SUSPENDED"": 2, ""WITHDRAWN"": 1, ""RECRUITING"": 25, ""NOT_YET_RECRUITING"": 15, ""ACTIVE_NOT_RECRUITING"": 5, ""ENROLLING_BY_INVITATION"": 1}",229,NCT00042289,NCT07429760,Pharmacokinetic Properties of Antiretroviral and Related Drugs During Pregnancy and Postpartum || Adjunct Vitamin A Therapy for Tuberculosis and HIV/AIDS || International Multicenter Trial for the Evaluation of a Four-Drug Fixed Dose Combined Tablet Daily in the Initial Intensive Phase of Chemotherapy Followed by a Two-Drug Fixed Dose Combined Tabl,NCT00042289|NCT00057434|NCT00216333|NCT00321178|NCT00322907|NCT00376012,10
formoterol,,,FORMOTEROL,Small molecule,APPROVAL,formoterol,chronic obstructive pulmonary disease | asthma | asthma exacerbations | bronchiectasis | cough variant asthma | acute exacerbation of chronic obstructive pulmonary disease,"{""PHASE3"": 67, ""PHASE4"": 63, ""NA"": 38, ""PHASE2"": 25, ""PHASE2/PHASE3"": 4, ""PHASE1"": 23, ""EARLY_PHASE1"": 1, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 165, ""RECRUITING"": 6, ""WITHDRAWN"": 9, ""TERMINATED"": 9, ""UNKNOWN"": 27, ""ACTIVE_NOT_RECRUITING"": 4, ""NOT_YET_RECRUITING"": 3}",223,NCT00064415,NCT07595796,"A Multicenter, Open-Label, Randomized, Active-Controlled, Parallel Group Chronic Safety Study of (R,R)-Formoterol in the Treatment of Subjects With Chronic Obstructive Pulmonary Disease || Efficacy and Safety of Formoterol Certihaler, Tiotropium HandiHaler and Tiotropium HandiHaler in Combination With Formoterol Certihaler in Patients With Stable C",NCT00064415|NCT00134979|NCT00159263|NCT00206154|NCT00206167|NCT00238784,1
donepezil,,,DONEPEZIL,Small molecule,APPROVAL,donepezil,Alzheimer's disease | mild cognitive impairment | Alzheimer disease | cognitive impairment | dementia | stroke,"{""PHASE3"": 29, ""NA"": 29, ""PHASE2"": 54, ""PHASE4"": 51, ""PHASE1"": 48, ""PHASE1/PHASE2"": 3, ""EARLY_PHASE1"": 5, ""PHASE2/PHASE3"": 3}","{""COMPLETED"": 149, ""WITHDRAWN"": 5, ""UNKNOWN"": 32, ""TERMINATED"": 22, ""NOT_YET_RECRUITING"": 4, ""ACTIVE_NOT_RECRUITING"": 4, ""RECRUITING"": 6}",222,NCT00000173,NCT07153991,"A Randomized, Double-Blind, Placebo-Controlled Trial of Vitamin E and Donepezil HCL (Aricept) to Delay Clinical Progression From Mild Cognitive Impairment (MCI) to Alzheimer's Disease (AD) || Report in Unknown stage for 3 molecules and Rett Syndrome || Estrogen Modulation Effects on Cholinergic Function in Normal Post-Menopausal Women and Patients ",NCT00000173|NCT00004807|NCT00006399|NCT00015132|NCT00018278|NCT00030979,2
daunorubicin,,,DAUNORUBICIN,Small molecule,APPROVAL,daunorubicin,acute myeloid leukemia | acute lymphoblastic leukemia | myelodysplastic syndrome | lymphoblastic lymphoma | acute myelogenous leukemia | myelodysplastic syndromes,"{""PHASE3"": 56, ""PHASE2"": 67, ""PHASE1/PHASE2"": 18, ""PHASE1"": 35, ""NA"": 17, ""PHASE2/PHASE3"": 9, ""PHASE4"": 17, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 100, ""UNKNOWN"": 30, ""WITHDRAWN"": 7, ""TERMINATED"": 19, ""ACTIVE_NOT_RECRUITING"": 16, ""RECRUITING"": 39, ""ENROLLING_BY_INVITATION"": 2, ""NOT_YET_RECRUITING"": 7}",220,NCT00002093,NCT07585734,"A Randomized Phase III Clinical Trial of Daunoxome Versus Combination Chemotherapy With Adriamycin/Bleomycin/Vincristine (ABV) in the Treatment of HIV-Associated Kaposi's Sarcoma. || Phase II Trial of Intensive, Short-Course Combination Chemotherapy in the Treatment of Newly Diagnosed Patients With Poor-Risk Nonlymphoblastic Lymphoma and Acute B-Ly",NCT00002093|NCT00002471|NCT00002531|NCT00002549|NCT00002590|NCT00002704,1
