asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
lutropin alfa,,,LUTROPIN ALFA,Protein,APPROVAL,lutropin alfa,infertility | hypogonadotropic hypogonadism | hyporesponse to follicle stimulating hormone | poor ovarian response | ovarian stimulation | luteinizing hormone deficiency,"{""PHASE4"": 9, ""PHASE2"": 5, ""NA"": 1, ""PHASE3"": 3, ""PHASE1"": 2}","{""COMPLETED"": 9, ""UNKNOWN"": 5, ""TERMINATED"": 2, ""WITHDRAWN"": 1, ""NOT_YET_RECRUITING"": 3}",20,NCT01016210,NCT07269327,"Report in Phase 4 stage for Lutropin Alfa and Infertility || A Multicentre, Prospective, Open Study to Describe the Effects of rhLH Supplement in Women With Hyporesponse to rFSH After Pituitary Downregulation. || Lutropin Alfa (Luveris®) in Mid Follicular Phase for Controlled Ovarian Stimulation (COS) in Advanced Reproductive Age: Phase II Clinical",NCT01016210|NCT01029470|NCT01079949|NCT01112358|NCT01223079|NCT01297465,1
5-fu,,,FLUOROURACIL,Small molecule,APPROVAL,5-fu | 5-FU,pancreatic cancer | colorectal cancer | head and neck squamous cell carcinoma | adenocarcinoma of the pancreas | head and neck cancer | gastric adenocarcinoma,"{""PHASE2"": 8, ""PHASE3"": 5, ""PHASE1"": 2, ""PHASE2/PHASE3"": 2, ""PHASE1/PHASE2"": 2, ""NA"": 1}","{""COMPLETED"": 4, ""UNKNOWN"": 5, ""ACTIVE_NOT_RECRUITING"": 2, ""RECRUITING"": 6, ""TERMINATED"": 1, ""NOT_YET_RECRUITING"": 2}",20,NCT00761241,NCT07532902,"A Phase II Protocol in Borderline Resectable Pancreatic Cancer Using Gemcitabine/Docetaxel Chemotherapy and An Oxaliplatin-Based Chemoradiation. || Ph II Trial of Induction Chemotherapy With Carboplatin and Paclitaxel, Followed by Concurrent Chemotherapy/Radiation Therapy With ZD1839 (IRESSA), 5-FU, Hydroxyurea, and Twice-Daily Radiation, Followed ",NCT00761241|NCT01185171|NCT01286766|NCT02402972|NCT02453464|NCT03192618,2
recombinant zoster vaccine,,,VARICELLA ZOSTER VIRUS ENVELOPE GLYCOPROTEIN E,Vaccine component,APPROVAL,recombinant zoster vaccine,herpes zoster | varicella zoster virus infection | herpes zoster reactivation | influenza | zoster | varicella zoster virus reactivation,"{""PHASE3"": 3, ""PHASE4"": 6, ""NA"": 3, ""PHASE2"": 4, ""PHASE1"": 3, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 5, ""ACTIVE_NOT_RECRUITING"": 5, ""UNKNOWN"": 3, ""RECRUITING"": 4, ""ENROLLING_BY_INVITATION"": 1, ""NOT_YET_RECRUITING"": 2}",20,NCT01610414,NCT07502560,"Observer-blind Study to Evaluate Efficacy, Safety, and Immunogenicity of GSK Biologicals' Herpes Zoster Vaccine GSK1437173A || Observer-blind Study to Evaluate Immunogenicity and Safety of GSK Biologicals' Herpes Zoster Subunit (HZ/su) Vaccine GSK1437173A in Adults 18 Years of Age or Older With Renal Transplant || VZV-specific Tissue Resident Memor",NCT01610414|NCT02058589|NCT04403139|NCT04516408|NCT05082688|NCT05554068,0
hormone replacement therapy,,,,,,hormone replacement therapy,premature ovarian insufficiency | osteoporosis | premature ovarian failure | osteoporotic fractures | night sweats | hot flashes,"{""PHASE2"": 1, ""NA"": 9, ""PHASE4"": 4, ""PHASE1/PHASE2"": 1, ""PHASE1"": 1, ""PHASE3"": 3}","{""COMPLETED"": 9, ""UNKNOWN"": 4, ""WITHDRAWN"": 1, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 3}",19,NCT00000399,NCT07455773,Bone Estrogen Strength Training (BEST) || Report in Unknown stage for 4 molecules and 2 diseases || Age-Related Hearing Loss: Presbycusis & Its Neural Bases,NCT00000399|NCT00061711|NCT00264407|NCT00376662|NCT01208038|NCT01487304,1
triptorelin acetate,,,TRIPTORELIN ACETATE,Protein,APPROVAL,triptorelin acetate,infertility | endometriosis | prostate cancer | polycystic ovary syndrome | deep infiltrating endometriosis | frozen-thawed embryo transfer cycles,"{""PHASE3"": 2, ""PHASE4"": 12, ""NA"": 4, ""PHASE2"": 1}","{""TERMINATED"": 1, ""COMPLETED"": 9, ""UNKNOWN"": 7, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",19,NCT01007851,NCT06487143,"Report in Phase 3 stage for Triptorelin Acetate and Infertility || A Comparative Study, Randomized, Blinded, About the Effect of Pre-treatment With GnRH Analogues Versus Placebo in Infertile Patients With Endometriosis Undergoing in Vitro Fertilization Treatment || Final Oocyte Maturation Via Administration of GnRH Agonists Followed By Luteal Suppo",NCT01007851|NCT01581359|NCT01638026|NCT01942369|NCT02234089|NCT02620124,1
metoprolol tartrate,,,METOPROLOL TARTRATE,Small molecule,APPROVAL,metoprolol tartrate,supine hypertension | ST-segment elevation myocardial infarction | coronary artery disease | intracerebral haemorrhage | hypertension | acute myocardial infarction,"{""PHASE1"": 6, ""NA"": 3, ""PHASE4"": 7, ""PHASE3"": 1, ""PHASE2"": 1, ""PHASE2/PHASE3"": 1}","{""COMPLETED"": 14, ""WITHDRAWN"": 1, ""UNKNOWN"": 3, ""ENROLLING_BY_INVITATION"": 1}",19,NCT00223717,NCT07268170,The Pathophysiology and Treatment of Supine Hypertension in Patients With Autonomic Failure || A Randomised Trial to Establish the Effects of Early Intensive Blood Pressure Lowering on Death and Disability in Patients With Stroke Due to Acute Intracerebral Haemorrhage || Single-Dose Food In Vivo Bioequivalence Study of Metoprolol Tartrate Tablets (,NCT00223717|NCT00226096|NCT00649116|NCT00649233|NCT00649688|NCT00661895,1
nadroparin,,,NADROPARIN CALCIUM,Oligosaccharide,APPROVAL,nadroparin,venous thromboembolism | deep vein thrombosis | pulmonary embolism | acute kidney failure | hormone-refractory prostate cancer | locally advanced pancreatic cancer,"{""PHASE4"": 8, ""NA"": 5, ""PHASE3"": 4, ""PHASE2/PHASE3"": 1, ""PHASE2"": 1}","{""COMPLETED"": 10, ""TERMINATED"": 1, ""UNKNOWN"": 6, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",19,NCT00286273,NCT06319131,"Safety and Efficacy of the Use of Regional Anticoagulation With Citrate in Continuous Venovenous Hemofiltration, a Randomized Controlled Trial Comparing Anticoagulation With Citrate to the Low Molecular Weight Heparin Nadroparin || Report in Unknown stage for Nadroparin and Venous Thromboembolism || A Randomized, Controlled Trial to Evaluate the Ef",NCT00286273|NCT00303407|NCT00312013|NCT00796692|NCT00843492|NCT00881088,1
poliovirus vaccine,,,,,,oral poliovirus vaccine | poliovirus vaccine,poliovirus infection | poliomyelitis | pertussis | diphtheria | tetanus | poliovirus type 1 infection,"{""PHASE3"": 10, ""PHASE4"": 4, ""NA"": 2, ""PHASE2"": 2, ""PHASE1"": 1}","{""COMPLETED"": 17, ""UNKNOWN"": 2}",19,NCT00130832,NCT06331156,"Safety and Immunogenicity of Concomitant Use and Staggered Use of Vaccine and Oral Poliovirus (OPV) in Healthy Infants || Large Scale Safety Study of a DTaP-IPV-Hep B-PRP~T Combined Vaccine, in Comparison to Tritanrix-Hep B/Hib™ and OPV Administered at 2, 4, and 6 Months of Age in Latin American Infants || Booster Vaccination Course With the Pneumo",NCT00130832|NCT00313911|NCT00547248|NCT01021293|NCT01457560|NCT01475539,5
difelikefalin,,,DIFELIKEFALIN,Protein,APPROVAL,difelikefalin,pruritus | uremic pruritus | atopic dermatitis | chronic kidney disease-associated pruritus | notalgia paresthetica | chronic kidney disease,"{""PHASE2"": 5, ""PHASE3"": 8, ""PHASE1"": 3, ""NA"": 2, ""PHASE2/PHASE3"": 1}","{""COMPLETED"": 12, ""APPROVED_FOR_MARKETING"": 1, ""TERMINATED"": 4, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",19,NCT02229929,NCT07526324,"A Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Safety and Pharmacokinetics of Intravenous CR845 in Hemodialysis Patients, and Its Safety and Efficacy in Hemodialysis Patients With Uremic Pruritus || An Open-Label, Multicenter, Extension Study to Evaluate the Long Term Safety of Intravenous CR845 in Hemodialysis Patients With C",NCT02229929|NCT03281538|NCT03422653|NCT03636269|NCT03802617|NCT04018027,2
pioglitazone hydrochloride,,,PIOGLITAZONE HYDROCHLORIDE,Small molecule,APPROVAL,pioglitazone hydrochloride,asthma | head and neck cancer | psoriasis | adenocarcinoma of the pancreas | pancreatic cancer | cognitive dysfunction,"{""PHASE2"": 7, ""EARLY_PHASE1"": 1, ""PHASE1"": 7, ""PHASE1/PHASE2"": 1, ""PHASE4"": 3}","{""COMPLETED"": 11, ""WITHDRAWN"": 1, ""TERMINATED"": 4, ""UNKNOWN"": 3}",19,NCT00099021,NCT05775380,"A Phase IIa Cancer Prevention Trial of the PPAR Gamma Agonist Pioglitazone in Oral Leukoplakia || Report in Phase 2 stage for 2 molecules and Psoriasis || A Randomized, Placebo-Controlled, Double-Blind Pilot Study of Pioglitazone Hydrochloride in Allergic Asthma",NCT00099021|NCT00395941|NCT00604578|NCT00867126|NCT00994175|NCT01088919,1
agalsidase alfa,,,AGALSIDASE ALFA,Enzyme,APPROVAL,agalsidase alfa,Fabry disease | fabry disease | left ventricular hypertrophy | anderson-fabry disease,"{""PHASE2"": 6, ""PHASE4"": 3, ""PHASE1"": 1, ""PHASE3"": 5, ""NA"": 3}","{""COMPLETED"": 13, ""NO_LONGER_AVAILABLE"": 1, ""UNKNOWN"": 1, ""WITHDRAWN"": 1, ""TERMINATED"": 1, ""RECRUITING"": 1}",18,NCT00068107,NCT05067868,Study of Weekly Dosing Regimens of Replagal in Patients With Fabry Disease With Incomplete Clinical Response to Long-Term Therapy || A Phase I-II Pharmacokinetic/Pharmacodynamic Study of Replagal to Assess the Effects of Alternative Dose and Regimen in Patients With Fabry Disease || An Open Label Clinical Trial of Replagal Enzyme Replacement Therap,NCT00068107|NCT00075244|NCT00084084|NCT00097890|NCT00357786|NCT00864851,1
nitisinone,,,NITISINONE,Small molecule,APPROVAL,nitisinone,alkaptonuria | hereditary tyrosinemia type 1 | tyrosinemia type I | chronic lactic acidosis | arthritis | oculocutaneous albinism,"{""NA"": 5, ""PHASE2"": 2, ""PHASE2/PHASE3"": 1, ""PHASE1"": 7, ""PHASE1/PHASE2"": 1, ""PHASE3"": 2}","{""COMPLETED"": 15, ""UNKNOWN"": 2, ""WITHDRAWN"": 1}",18,NCT00004443,NCT06227429,Report in Unknown stage for Nitisinone and Tyrosinemia Type I || Prevention of Dichloroacetate Toxicity || Long-Term Clinical Trial of Nitisinone in Alkaptonuria,NCT00004443|NCT00031161|NCT00107783|NCT01390077|NCT01682538|NCT01734889,1
cholestyramine,,,CHOLESTYRAMINE,Unknown,APPROVAL,cholestyramine,coronary heart disease | Graves' disease | hyperthyroidism | coronary atherosclerosis | coronary artery disease | graft occlusion,"{""PHASE2"": 3, ""PHASE3"": 4, ""NA"": 4, ""PHASE4"": 4, ""PHASE1"": 3}","{""COMPLETED"": 15, ""UNKNOWN"": 1, ""TERMINATED"": 1, ""RECRUITING"": 1}",18,NCT00000461,NCT05966727,Report in Phase 2 stage for 5 molecules and 3 diseases || Report in Phase 3 stage for 3 molecules and 2 diseases || Report in Phase 3 stage for Cholestyramine and Coronary Heart Disease,NCT00000461|NCT00000463|NCT00000488|NCT00000594|NCT00677469|NCT01053065,1
