asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
TBAJ876,,,TBAJ-876,Small molecule,PHASE_2,TBAJ876,tuberculosis | pulmonary tuberculosis,"{""PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06058299,NCT06058299,"A Phase 2, Partially-blinded, Randomised Trial Assessing the Safety and Efficacy of TBAJ-876 or Bedaquiline, in Combination with Pretomanid and Linezolid in Adult Participants with Newly Diagnosed, Drug-sensitive, Smear-positive Pulmonary Tuberculosis",NCT06058299,0
RQ-01,,,,,,RQ-01,SARS-CoV-2 infection | COVID-19,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT06063330,NCT06063330,"A Phase 1, Multicenter, Randomized, Double-blind, Placebo- Controlled, Parallel Group Study to Evaluate the Safety of RQ-01 in SARS-CoV-2 Positive Subjects",NCT06063330,0
KAND145,,,,,,KAND145,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT06063343,NCT06063343,"A First-in-human, Single-center, Placebo-controlled, Randomized, Double-blind Study in Healthy Subjects to Evaluate Safety, Tolerability, Pharmacokinetics, Food Effect and Interaction With Midazolam After Oral Single and Multiple Ascending Dosing of KAND145",NCT06063343,0
ZM-01,,,,,,ZM-01,X-linked retinoschisis,"{""EARLY_PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT06066008,NCT06066008,"Prospective, Dose-Escalating, Investigator Initiated Trial to Evaluate the Safety and Efficacy of ZM-01 in 3-18 Year-old Male Subjects With X-linked Retinoschisis",NCT06066008,0
ORM-5029,,,,,,ORM-5029,advanced solid tumor,"{""PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT05511844,NCT05511844,"Phase I Multicenter, Open-Label, First-in-Human Study of ORM-5029 in Subjects With HER2-Expressing Advanced Solid Tumors",NCT05511844,0
TMH-001,,,,,,CRD-TMH-001,Duchenne muscular dystrophy,"{""PHASE1"": 1}","{""UNKNOWN"": 1}",1,NCT05514249,NCT05514249,Treatment of a Single Patient With CRD-TMH-001,NCT05514249,0
NX-019,,,,,,NX-019,epidermal growth factor receptor mutant cancer,"{""PHASE1"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT05514496,NCT05514496,"A First-in-Human, Open-Label, Dose Escalation and Expansion Study of Orally Administered NX-019 in Patients with Advanced, EGFR Mutant Cancer",NCT05514496,0
CYB004,,,,,,cyb004,generalized anxiety disorder,"{""PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06051721,NCT06051721,"A Phase 2a, Randomized, Double-Blind, Active-Controlled Study to Assess the Preliminary Clinical Efficacy, Safety, Tolerability, and Pharmacokinetics, of CYB004 in Participants With Generalized Anxiety Disorder (GAD)",NCT06051721,0
NV-001,,,,,,nv-001,advanced solid tumor,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT06051760,NCT06051760,A Phase I Study to Explore the Safety and Efficacy of NV-001 in the Treatment of Advanced Solid Tumors,NCT06051760,0
BDC-3042,,,,,,BDC-3042,advanced malignancies,"{""PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT06052852,NCT06052852,"A Phase 1/2, First-in-Human, Dose Escalation and Expansion Study of BDC-3042 as a Single Agent and in Combination With Cemiplimab in Patients With Advanced Malignancies",NCT06052852,0
NS-050,,,,,,NS-050/NCNP-03,Duchenne muscular dystrophy,"{""PHASE1/PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1}",1,NCT06053814,NCT06053814,"A Phase 1/2, First in Human, Multiple-dose, 2-part Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of NS-050/NCNP-03 in Boys With Duchenne Muscular Dystrophy (DMD)",NCT06053814,0
C04,,,ECLUTATUG,Antibody,PHASE_1_2,ALE.C04,head and neck squamous cell carcinoma,"{""PHASE1/PHASE2"": 1}","{""TERMINATED"": 1}",1,NCT06054477,NCT06054477,"A Phase I/II, Open-Label, Multi-Center Study of ALE.C04 as a Single Agent and in Combination With Pembrolizumab in Adult Patients With Recurrent or Metastatic Head and Neck Squamous Cell Carcinoma",NCT06054477,0
DH001,,,,,,DH001,cardiotoxicity,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT06092606,NCT06092606,"A Randomized, Double-Blind, Placebo-Controlled, Multicenter Clinical Trial on DH001 Tablets in the Prevention of Doxorubicin-induced Cardiotoxicity in Cancer Patients",NCT06092606,0
GT316,,,,,,GT316,solid tumor,"{""EARLY_PHASE1"": 1}","{""TERMINATED"": 1}",1,NCT06094426,NCT06094426,A Single-arm Clinical Study of Autologous Tumor-infiltrating Lymphocyte Injections for the Treatment of Advanced Solid Tumors,NCT06094426,0
