asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
Q10,,,UBIDECARENONE,Small molecule,APPROVAL,coenzyme Q10 | coenzyme q10 | Q10 coenzyme,Parkinson's disease | bipolar disorder | polycystic ovary syndrome | progressive supranuclear palsy | Huntington's disease | breast cancer,"{""PHASE2"": 22, ""PHASE4"": 10, ""PHASE1"": 5, ""PHASE3"": 9, ""PHASE1/PHASE2"": 3, ""PHASE2/PHASE3"": 5, ""NA"": 23, ""EARLY_PHASE1"": 5}","{""COMPLETED"": 41, ""WITHDRAWN"": 5, ""TERMINATED"": 4, ""UNKNOWN"": 15, ""RECRUITING"": 9, ""ACTIVE_NOT_RECRUITING"": 2, ""ENROLLING_BY_INVITATION"": 1, ""NOT_YET_RECRUITING"": 5}",82,NCT00004731,NCT07476443,"Effects of Coenzyme Q10 in Early Parkinson's Disease || Report in Phase 2 stage for Coenzyme Q10 and Duchenne Muscular Dystrophy || A Multi-center, Double-blind, Pilot Study of CoQ10 and GPI 1485 in Subjects With Early Untreated Parkinson's Disease",NCT00004731|NCT00033189|NCT00076492|NCT00113477|NCT00117403|NCT00180037,0
AD26,,,AD26.RSV.PREF,Unknown,PHASE_3,Ad26.ZEBOV | Ad26.COV2.S | Ad26.Mos4.HIV | Ad26.RSV.preF-based vaccine | Ad26.RSV.preF,COVID-19 | respiratory syncytial virus infection | Ebola virus infection | Ebola virus disease | coronavirus disease 2019 | SARS-CoV-2 infection,"{""PHASE1"": 18, ""PHASE1/PHASE2"": 10, ""PHASE2"": 19, ""PHASE3"": 18, ""NA"": 8, ""PHASE4"": 2, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 55, ""TERMINATED"": 10, ""UNKNOWN"": 7, ""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 2, ""WITHDRAWN"": 1}",73,NCT01215149,NCT07408297,"A Phase 1 Placebo-controlled, Double-blind, Randomized Trial to Evaluate the Safety and Immunogenicity of Ad26-ENVA and Ad35-ENV HIV Vaccines in Healthy HIV-uninfected Adult Volunteers || A Phase I/IIa, Double-blind, Randomized, Placebo-controlled, Dose-escalation Clinical Study Evaluating Safety, Tolerability and Immunogenicity of Two Dose Levels ",NCT01215149|NCT01397227|NCT02313077|NCT02325050|NCT02376400|NCT02376426,0
PSMA-11,,,GOZETOTIDE,Small molecule,APPROVAL,68Ga-PSMA-11 | PSMA-11 | gallium 68-labeled PSMA-11 | gallium-68 PSMA-11 | gallium Ga 68-labeled PSMA-11,prostate cancer | biochemical recurrence | nodal metastasis | prostate adenocarcinoma | pelvic nodal metastasis | metastatic prostate cancer,"{""PHASE2"": 16, ""PHASE2/PHASE3"": 6, ""NA"": 10, ""PHASE3"": 8, ""PHASE1/PHASE2"": 4, ""EARLY_PHASE1"": 10, ""PHASE1"": 2}","{""UNKNOWN"": 7, ""COMPLETED"": 22, ""ACTIVE_NOT_RECRUITING"": 3, ""TERMINATED"": 4, ""APPROVED_FOR_MARKETING"": 1, ""WITHDRAWN"": 3, ""SUSPENDED"": 1, ""NO_LONGER_AVAILABLE"": 3, ""RECRUITING"": 12}",52,NCT02282137,NCT07209878,68Ga-PSMA (ProstaMedix™) PET-CT Scan for Diagnosis and Management of Prostate Cancer || Evaluation of Gallium-68 HBED-CC-PSMA Imaging in Prostate Cancer Patients || 68-Ga PSMA 11 PET/CT for Detection of Recurrent Prostate Cancer After Initial Therapy in Patients With Elevated PSA,NCT02282137|NCT02611882|NCT02673151|NCT02678351|NCT02918357|NCT02919111,1
N-803,,,INBAKICEPT,Protein,PHASE_3,N-803 | n-803,non-Hodgkin lymphoma | human immunodeficiency virus infection | non-muscle invasive bladder cancer | prostate cancer | head and neck squamous cell carcinoma | non-small cell lung cancer,"{""PHASE1"": 17, ""PHASE1/PHASE2"": 16, ""PHASE2"": 25, ""NA"": 2, ""PHASE3"": 2}","{""TERMINATED"": 8, ""ACTIVE_NOT_RECRUITING"": 13, ""COMPLETED"": 10, ""WITHDRAWN"": 8, ""RECRUITING"": 16, ""SUSPENDED"": 1, ""NOT_YET_RECRUITING"": 6}",41,NCT02099539,NCT07574541,A Phase I/II Study of N-803 in Patients With Relapsed or Refractory Multiple Myeloma || A Phase I/II Study of N-803 in Patients With Relapsed or Refractory Multiple Myeloma || A Study of Intravesical Bacillus Calmette-Guerin (BCG) in Combination With ALT-803 (N-803) in Patients With Non-Muscle Invasive Bladder Cancer,NCT02099539|NCT02138734|NCT02384954|NCT02989844|NCT03228667|NCT03387085,0
PSMA-617,,,GALLIUM,Small molecule,APPROVAL,lutetium Lu 177 PSMA-617 | 177Lu-PSMA-617 | lutetium Lu 177 PSMA 617 | 68Ga-PSMA-617 | lutetium-177-PSMA-617,prostate cancer | adenoid cystic carcinoma | lymph node metastasis | prostate-specific antigen progression-free survival | node-positive prostate cancer | neuroendocrine prostate cancer,"{""PHASE2"": 15, ""PHASE3"": 6, ""PHASE1/PHASE2"": 6, ""PHASE1"": 6, ""PHASE2/PHASE3"": 2, ""EARLY_PHASE1"": 3, ""NA"": 3}","{""TERMINATED"": 2, ""COMPLETED"": 8, ""UNKNOWN"": 6, ""ACTIVE_NOT_RECRUITING"": 9, ""RECRUITING"": 14, ""NOT_YET_RECRUITING"": 1, ""WITHDRAWN"": 1}",39,NCT03042312,NCT07476001,"PSMA-directed endoRadiothErapy of Castration-reSISTant Prostate Cancer (RESIST-PC). A Phase II Clinical Trial || Radiometabolic Therapy (RMT) With 177Lu PSMA 617 in Advanced Castration Resistant Prostate Cancer (CRPC): Efficacy and Toxicity Evaluation || VISION: An International, Prospective, Open Label, Multicenter, Randomized Phase 3 Study of 177",NCT03042312|NCT03454750|NCT03511664|NCT03545165|NCT03604757|NCT03606837,1
XENON-129,,,XENON,Small molecule,APPROVAL,xenon-129 | hyperpolarized xenon-129 | xenon 129 | hyperpolarized xenon 129,chronic obstructive pulmonary disease | cystic fibrosis | idiopathic pulmonary fibrosis | pulmonary arterial hypertension | asthma | interstitial lung disease,"{""PHASE2"": 10, ""PHASE1/PHASE2"": 7, ""EARLY_PHASE1"": 4, ""PHASE3"": 1, ""PHASE4"": 5, ""PHASE1"": 4, ""NA"": 5, ""PHASE2/PHASE3"": 1}","{""RECRUITING"": 14, ""TERMINATED"": 8, ""COMPLETED"": 8, ""ACTIVE_NOT_RECRUITING"": 5, ""WITHDRAWN"": 1, ""NOT_YET_RECRUITING"": 1}",37,NCT01280994,NCT07355231,Hyperpolarized 129Xe MR Imaging of the Lung Function in Healthy Volunteers and Subjects With Pulmonary Disease || Functional Applications of Hyperpolarized 129Xe MRI || Longitudinal MR Imaging of Pulmonary Function in Patients Receiving Thoracic Radiation Treatment,NCT01280994|NCT01697332|NCT02478255|NCT02638519|NCT02740868|NCT02748798,0
ISA-51,,,INCOMPLETE FREUND'S ADJUVANT,Unknown,PHASE_3,Montanide ISA-51 | montanide isa 51 vg | Montanide ISA 51 VG | montanide isa-51 | Montanide ISA 51,melanoma | acute myeloid leukemia | cancer | chronic myeloid leukemia | myelodysplastic syndrome | prostate cancer,"{""PHASE1"": 10, ""PHASE2"": 13, ""PHASE1/PHASE2"": 10, ""EARLY_PHASE1"": 2, ""NA"": 2}","{""COMPLETED"": 24, ""TERMINATED"": 4, ""UNKNOWN"": 3, ""ACTIVE_NOT_RECRUITING"": 2, ""SUSPENDED"": 1, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 2}",36,NCT00003224,NCT07563439,"Phase I Protocol for the Evaluation of the Safety and Immunogenicity of Vaccination With a Synthetic Melanoma Peptide in Patients With High Risk Melanoma || Pilot Trial of Multi-Epitope Melanoma Peptide Vaccine Using GM-CSF, Montanide and QS-21 as Adjuvants || A Phase I/II Study of PR1 (NSC 698102) Human Leukemia Peptide Vaccine With Montanide ISA ",NCT00003224|NCT00003362|NCT00004918|NCT00020358|NCT00030602|NCT00059475,0
MF59,,,,,,MF59 | mf59 | mf59 adjuvant | mtp-pe/mf59 | MF59 adjuvant,influenza | human immunodeficiency virus infection | influenza A/H7N9 virus infection | cytomegalovirus infection | influenza A/H9N2 virus infection | infection with influenza A/H5N1 virus,"{""PHASE1"": 13, ""PHASE2"": 12, ""PHASE1/PHASE2"": 3, ""NA"": 2, ""PHASE3"": 4, ""PHASE4"": 1}","{""COMPLETED"": 34, ""UNKNOWN"": 1}",33,NCT00000832,NCT05044195,"A Randomized, Placebo-Controlled, Double-Blinded Phase I Safety and Immunogenicity Trial of Recombinant Envelope Protein, HIV-1 SF-2 rgp120 (BIOCINE), Combined With MF59 in HIV-1 Uninfected Adult Volunteers || A Phase I Safety and Immunogenicity Trial of Orally Administered Live Attenuated Recombinant Salmonella Typhi CVD 908 Delta-asd (pW57-asd+) ",NCT00000832|NCT00000868|NCT00000958|NCT00000972|NCT00001031|NCT00001042,0
PDR001,,,SPARTALIZUMAB,Antibody,PHASE_3,pdr001 | PDR001,non-small cell lung cancer | solid tumors | colorectal cancer | melanoma | triple negative breast cancer | thyroid cancer,"{""PHASE1"": 19, ""PHASE1/PHASE2"": 5, ""PHASE2"": 8}","{""COMPLETED"": 15, ""TERMINATED"": 9, ""UNKNOWN"": 3, ""ACTIVE_NOT_RECRUITING"": 2, ""WITHDRAWN"": 2, ""RECRUITING"": 1}",32,NCT01351103,NCT07157345,"A Phase I, Open-label, Dose Escalation Study of Oral LGK974 in Patients With Malignancies Dependent on Wnt Ligands || A Phase I/II, Multicenter, Open-label Study of Oral FGF401 in Adult Patients With Hepatocellular Carcinoma or Solid Malignancies Characterized by Positive FGFR4 and KLB Expression || Open Label Multicenter Phase I/II Study of the Sa",NCT01351103|NCT02325739|NCT02404441|NCT02452268|NCT02460224|NCT02607813,0
CPX-351,,,DAUNORUBICIN,Small molecule,APPROVAL,CPX-351 | cpx-351,acute myeloid leukemia | myelodysplastic syndromes | myelodysplastic syndrome | acute myelogenous leukemia | hematologic malignancies | secondary acute myeloid leukemia,"{""PHASE2"": 26, ""PHASE1"": 18, ""PHASE3"": 4, ""PHASE2/PHASE3"": 2, ""NA"": 4, ""PHASE1/PHASE2"": 4}","{""COMPLETED"": 28, ""UNKNOWN"": 2, ""APPROVED_FOR_MARKETING"": 2, ""ACTIVE_NOT_RECRUITING"": 10, ""TERMINATED"": 4, ""RECRUITING"": 8, ""NOT_YET_RECRUITING"": 2, ""WITHDRAWN"": 2}",29,NCT00788892,NCT05829434,"Phase IIB, Multicenter, Randomized, Open Label Trial of CPX-351 (Cytarabine:Daunorubicin) Liposome Injection Versus Cytarabine and Daunorubicin in Patients With Untreated AML 60-75 Years of Age. || Phase IIB, Multicenter, Randomized, Open Label Trial of CPX-351 (Cytarabine:Daunorubicin) Liposome Injection Versus Cytarabine and Daunorubicin in Patie",NCT00788892|NCT00822094|NCT00875693|NCT01696084|NCT01943682|NCT02272478,0
