asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
acupuncture,,,,,,acupuncture,pain | allergic rhinitis | insulin resistance | polycystic ovary syndrome | endometriosis | chronic migraine,"{""PHASE1/PHASE2"": 1, ""NA"": 28, ""PHASE3"": 5, ""PHASE2/PHASE3"": 1, ""PHASE2"": 3}","{""COMPLETED"": 25, ""UNKNOWN"": 6, ""RECRUITING"": 3, ""NOT_YET_RECRUITING"": 3, ""ACTIVE_NOT_RECRUITING"": 1}",38,NCT00034047,NCT07487532,Endometriosis : Traditional Medicine vs Hormone Therapy || Acupuncture in Chronic Migraine: A Randomized Controlled Trial || Acupuncture for Dry Eye: a Multicenter Randomized Controlled Trial With Active Comparison Intervention (Artificial Tear Drop) Using a Mixed Method Approach,NCT00034047|NCT01096420|NCT01105221|NCT01650363|NCT01686230|NCT02110537,3
spartalizumab,,,SPARTALIZUMAB,Antibody,PHASE_3,spartalizumab,non-small cell lung cancer | melanoma | colorectal cancer | pancreatic cancer | solid tumors | triple-negative breast cancer,"{""PHASE1"": 14, ""PHASE1/PHASE2"": 6, ""PHASE2"": 13, ""PHASE3"": 2, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 15, ""TERMINATED"": 11, ""UNKNOWN"": 2, ""ACTIVE_NOT_RECRUITING"": 5, ""WITHDRAWN"": 1, ""RECRUITING"": 1, ""SUSPENDED"": 1}",36,NCT02403193,NCT05210413,"Phase I/Ib Trial of Single Agent PBF-509 and in Combination With PDR001 for Patients With Advanced NSCLC || Open Label Multicenter Phase I/II Study of the Safety and Efficacy of PDR001 Administered to Patients With Advanced Malignancies || A Phase II, Open-label, Randomized Controlled Study of PDR001 in Patients With Moderately Differentiated/Undif",NCT02403193|NCT02404441|NCT02605967|NCT02608268|NCT02740270|NCT02795429,0
chloroprocaine,,,CHLOROPROCAINE,Small molecule,APPROVAL,chloroprocaine,inguinal hernia | pain | postoperative pain | cervical cerclage | labor pain | cesarean delivery,"{""PHASE4"": 16, ""NA"": 6, ""PHASE3"": 5, ""PHASE2"": 5, ""EARLY_PHASE1"": 2, ""PHASE2/PHASE3"": 1, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 26, ""TERMINATED"": 3, ""WITHDRAWN"": 1, ""SUSPENDED"": 1, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 4}",36,NCT01719237,NCT07444827,Double Blinded Randomized Control Trial Comparing the Onset and Duration of Ultrasound Guided Supraclavicular Nerve Blocks Using Ropivacaine Versus Ropivacaine-Chloroprocaine Mixture || Determination of the Minimum Local Analgesic Dose of Spinal Chloroprocaine in Labour. || Comparision of the Use in Marcaine and Chloroprocaine in Rachianesthesia fo,NCT01719237|NCT01909089|NCT02049255|NCT02207855|NCT02287870|NCT02385097,1
insulin nph,,,"INSULIN HUMAN, ISOPHANE",Protein,APPROVAL,insulin nph | insulin NPH,type 2 diabetes mellitus | type 2 diabetes | type 1 diabetes | type 1 diabetes mellitus | diabetes | hyperglycemia,"{""PHASE3"": 11, ""PHASE4"": 15, ""NA"": 5, ""PHASE2"": 1, ""PHASE1"": 4}","{""COMPLETED"": 29, ""TERMINATED"": 5, ""WITHDRAWN"": 1, ""RECRUITING"": 1}",36,NCT00104182,NCT06619301,"Efficacy and Safety Comparison of Insulin Detemir Morning, Insulin Detemir Evening and NPH Insulin Evening as Add-on to Oral Antidiabetic Drug(s) in Patients With Type 2 Diabetes || South Danish Diabetes Study: A Prospective Randomised Multi-Centre Study for the Evaluation of the Optimal Pharmacological Antidiabetic Treatment of Type 2 Diabetes Mel",NCT00104182|NCT00121966|NCT00312156|NCT00313742|NCT00435019|NCT00494988,1
acitretin,,,ACITRETIN,Small molecule,APPROVAL,acitretin,psoriasis | psoriasis vulgaris | plaque-type psoriasis | psoriatic arthritis | plaque psoriasis | skin cancer,"{""PHASE3"": 1, ""NA"": 9, ""PHASE2"": 6, ""PHASE4"": 16, ""PHASE2/PHASE3"": 1, ""PHASE1"": 2}","{""COMPLETED"": 17, ""WITHDRAWN"": 4, ""UNKNOWN"": 6, ""TERMINATED"": 3, ""RECRUITING"": 3, ""NOT_YET_RECRUITING"": 2}",35,NCT00002143,NCT06998875,"Treatment of Psoriasis Using Acitretin in HIV-Positive Patients || Chemoprevention Trial of Acitretin Versus Placebo in Solid Organ Transplant Recipients With Multiple Prior Treated Skin Cancers || Pilot, Single-Arm Study of the Effect of Adding Acitretin to Etanercept Therapy in Patients With Moderate to Severe Psoriasis Who Fail to Respond to Eta",NCT00002143|NCT00003611|NCT00156247|NCT00395941|NCT00488384|NCT00644384,1
low molecular weight heparin,,,HEPARIN,Oligosaccharide,APPROVAL,low molecular weight heparin,venous thromboembolism | pulmonary embolism | deep vein thrombosis | severe fever with thrombocytopenia syndrome | osteoporosis | haemorrhage,"{""PHASE3"": 42, ""PHASE4"": 34, ""NA"": 136, ""PHASE2"": 24, ""EARLY_PHASE1"": 8, ""PHASE2/PHASE3"": 8}","{""COMPLETED"": 128, ""UNKNOWN"": 59, ""TERMINATED"": 9, ""ACTIVE_NOT_RECRUITING"": 16, ""RECRUITING"": 16, ""NOT_YET_RECRUITING"": 24}",35,NCT00182403,NCT07603700,Fixed Dose Unfractionated Heparin for Initial Treatment of Venous Thromboembolism || Fixed Dose Unfractionated Heparin for Initial Treatment of Venous Thromboembolism || Fixed Dose Unfractionated Heparin for Initial Treatment of Venous Thromboembolism,NCT00182403|NCT00450645|NCT00669721|NCT01064362|NCT01164046|NCT01542762,8
hydroxychloroquine sulfate,,,HYDROXYCHLOROQUINE SULFATE,Small molecule,APPROVAL,hydroxychloroquine sulfate,coronavirus disease 2019 | COVID-19 | severe acute respiratory syndrome coronavirus 2 infection | proteinuria | IgA nephropathy | coronavirus infection,"{""PHASE1"": 2, ""PHASE3"": 8, ""PHASE4"": 6, ""PHASE2"": 8, ""NA"": 5, ""EARLY_PHASE1"": 2, ""PHASE2/PHASE3"": 2, ""PHASE1/PHASE2"": 2}","{""COMPLETED"": 11, ""UNKNOWN"": 5, ""WITHDRAWN"": 6, ""SUSPENDED"": 1, ""TERMINATED"": 8, ""RECRUITING"": 3, ""ENROLLING_BY_INVITATION"": 1}",35,NCT00946790,NCT06939582,"Bioavailability of Hydroxychloroquine Sulfate, 200 mg Tablets || A Randomized, Double Blind, Baseline Controlled Study Using Placebo as Reference for Assessing the Efficacy and Safety of Hydroxychloroquine Sulfate in Patients With Systemic Lupus Erythematosus or Cutaneous Lupus Erythematosus in the Presence of Active Lupus Erythematosus Specific Sk",NCT00946790|NCT01551069|NCT02765594|NCT02942381|NCT03377179|NCT03592823,1
eptinezumab,,,EPTINEZUMAB,Antibody,APPROVAL,eptinezumab,migraine | episodic migraine | chronic migraine | cluster headache | headache | migraine headache,"{""PHASE1"": 5, ""PHASE2"": 2, ""PHASE3"": 15, ""PHASE4"": 3, ""NA"": 10}","{""COMPLETED"": 19, ""RECRUITING"": 9, ""TERMINATED"": 1, ""WITHDRAWN"": 1, ""ENROLLING_BY_INVITATION"": 2, ""NOT_YET_RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1}",35,NCT01772524,NCT07250984,"A Parallel Group, Double-Blind, Randomized, Placebo Controlled Phase 1b Trial to Evaluate the Safety, Pharmacokinetics, and Efficacy of a Single Dose of ALD403 Administered Intravenously in Patients With Frequent Episodic Migraines || A Parallel Group, Double-Blind, Randomized, Placebo Controlled, Dose-Ranging Phase 2 Trial to Evaluate the Efficacy",NCT01772524|NCT02275117|NCT02559895|NCT02974153|NCT02985398|NCT04152083,2
glucocorticoid,,,PREDNISONE,Small molecule,APPROVAL,glucocorticoid,asthma | relapse | rheumatoid arthritis | microscopic polyangiitis | granulomatosis with polyangiitis | osteoarthritis,"{""NA"": 90, ""PHASE2/PHASE3"": 5, ""PHASE4"": 40, ""PHASE1/PHASE2"": 5, ""PHASE2"": 25, ""PHASE3"": 10}","{""COMPLETED"": 60, ""UNKNOWN"": 70, ""RECRUITING"": 20, ""TERMINATED"": 5, ""WITHDRAWN"": 5, ""NOT_YET_RECRUITING"": 15}",35,NCT00805207,NCT07518277,"Sex Steroids, Sleep, and Metabolic Dysfunction in Women || Sex Steroids, Sleep, and Metabolic Dysfunction in Women || Sex Steroids, Sleep, and Metabolic Dysfunction in Women",NCT00805207|NCT00953303|NCT01296074|NCT01378039|NCT01839851|NCT01994759,15
guaifenesin,,,GUAIFENESIN,Small molecule,APPROVAL,guaifenesin,cough | upper respiratory tract infection | acute respiratory tract infection | acute bacterial rhinosinusitis | acute respiratory infection | common cold,"{""PHASE4"": 4, ""PHASE3"": 6, ""PHASE1"": 13, ""PHASE2"": 3, ""NA"": 7, ""PHASE2/PHASE3"": 1}","{""COMPLETED"": 30, ""UNKNOWN"": 3, ""TERMINATED"": 1}",34,NCT00377403,NCT07398924,"Randomized Clinical Trial to Evaluate Guidelines for Acute Rhinosinusitis (Phase IV Study) || A Randomized, Double-Blind, Parallel-Group, Multicenter, Placebo-Controlled Study of the Safety and Efficacy of Mucinex D as Adjunct Therapy to Antibiotic Treatment of Acute Respiratory Infection || Randomized , Placebo-controlled, Clinical Trial of Effica",NCT00377403|NCT00441246|NCT00857987|NCT00902707|NCT01046136|NCT01062256,1
