asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
PT-112,,,IMIFOPLATIN,Small molecule,PHASE_2,PT-112 | pt-112,non-small cell lung cancer | thymoma | thymic carcinoma | solid tumor | metastatic castrate-resistant prostate cancer | small cell lung cancer,"{""PHASE2"": 2, ""PHASE1/PHASE2"": 4, ""PHASE1"": 1}","{""UNKNOWN"": 4, ""COMPLETED"": 2, ""RECRUITING"": 1}",7,NCT02266745,NCT05357196,"A Phase 1, Open-Label, Dose-Escalation Study Evaluating the Safety, Pharmacokinetics, and Clinical Effects of Intravenously Administered PT-112 Injection in Subjects With Advanced Solid Tumors and Subsequent Dose Expansion Cohorts || An Open-Label Phase I/II Clinical Study of PT-112 in Combination With Docetaxel in Subjects With Advanced Solid Tumo",NCT02266745|NCT02884479|NCT03288480|NCT03409458|NCT03439761|NCT05104736,0
SRX246,,,SRX246,Small molecule,PHASE_2,SRX246 | srx246,intermittent explosive disorder | irritability | Huntington's disease | post-traumatic stress disorder | fear | anxiety,"{""PHASE1"": 3, ""PHASE1/PHASE2"": 1, ""PHASE2"": 3}","{""COMPLETED"": 4, ""TERMINATED"": 1, ""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 1}",7,NCT00910455,NCT07328529,"Phase I, Double-Blind, Placebo-Controlled, Ascending, Single-Dose, Safety, Tolerability and Pharmacokinetic Study of SRX246 Capsules in Healthy Adult Volunteers || Phase I, Double-Blind, Placebo-Controlled, Ascending, Multiple-Dose, Safety, Tolerability and Pharmacokinetic Study of SRX246 Capsules in Healthy Adult Volunteers || An Exploratory Phase",NCT00910455|NCT01088932|NCT02055638|NCT02507284|NCT02733614|NCT02922166,0
JDQ443,,,OPNURASIB,Small molecule,PHASE_3,JDQ443 | jdq443,non-small cell lung cancer | solid tumors | solid tumor | brain metastases,"{""PHASE1/PHASE2"": 2, ""PHASE3"": 1, ""PHASE1"": 1, ""PHASE2"": 3}","{""ACTIVE_NOT_RECRUITING"": 5, ""COMPLETED"": 1, ""WITHDRAWN"": 1}",7,NCT04699188,NCT05999357,"A Phase Ib/II Open-label, Multi-center Dose Escalation Study of JDQ443 in Patients With Advanced Solid Tumors Harboring the KRAS G12C Mutation || A Randomized, Controlled, Open Label, Phase III Study Evaluating the Efficacy and Safety of JDQ443 Versus Docetaxel in Previously Treated Subjects With Locally Advanced or Metastatic KRAS G12C Mutant Non-",NCT04699188|NCT05132075|NCT05329623|NCT05358249|NCT05445843|NCT05714891,0
MAS825,,,MAS-825,Unknown,PHASE_3,MAS825 | mas825,hidradenitis suppurativa | pneumonia | coronavirus disease 2019 | XIAP deficiency | CDC42 mutation | NLRC4 gain-of-function mutation,"{""PHASE2"": 5, ""PHASE1"": 1, ""PHASE3"": 1}","{""ACTIVE_NOT_RECRUITING"": 2, ""COMPLETED"": 4, ""RECRUITING"": 1}",7,NCT03827798,NCT07203001,"A Randomized, Subject and Investigator Blinded, Placebo-controlled and Multi-center Platform Study, to Assess Efficacy and Safety of Different Investigational Drugs in Patients With Moderate to Severe Hidradenitis Suppurativa || A Phase 2, Randomized, Placebo-controlled, Participant and Investigator Blinded, Multi-center Study to Assess Efficacy an",NCT03827798|NCT04382651|NCT04641442|NCT04665154|NCT06097663|NCT06309823,0
ESK-001,,,ENVUDEUCITINIB,Small molecule,PHASE_3,esk-001 | ESK-001,plaque psoriasis | posterior uveitis | panuveitis | intermediate uveitis,"{""PHASE1"": 4, ""PHASE2"": 3}","{""COMPLETED"": 5, ""ACTIVE_NOT_RECRUITING"": 1, ""TERMINATED"": 1}",7,NCT05330858,NCT07378579,"The Relative Bioavailability of an ESK-001 Tablet Versus Liquid Formulation, and the Effect of Food or Gastric Acid Reduction on the Pharmacokinetics of ESK-001 in Healthy Participants || A Blinded, Randomized, Placebo-controlled, Multiple Dose Study to Determine the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of ESK-001 Tablets Ad",NCT05330858|NCT05431634|NCT05600036|NCT05739435|NCT05953688|NCT06962774,0
STSA-1002,,,GREZIPRUBART,Antibody,PHASE_3,STSA-1002 | stsa-1002,acute respiratory distress syndrome,"{""PHASE1"": 5, ""PHASE1/PHASE2"": 1, ""PHASE3"": 1}","{""COMPLETED"": 5, ""TERMINATED"": 1, ""RECRUITING"": 1}",7,NCT05032144,NCT07208591,"A Randomized,Double-blind,Placebo-controlled,Single-ascending Dose Phase Ⅰa Study to Evaluate the Safety,Tolerability,Pharmacokinetics and Pharmacodynamics of STSA-1002 Following Intravenous Infusion in Healthy Subjects || A Randomized, Double-blind, Placebo-controlled, Single-ascending Dose Phase Ⅰa Study to Evaluate the Safety, Tolerability, Phar",NCT05032144|NCT05166837|NCT05497635|NCT05559125|NCT05702983|NCT06038916,0
NP137,,,,,,np137 | NP137,endometrial carcinoma | pancreatic ductal adenocarcinoma | solid tumor | cervix carcinoma | hepatocellular carcinoma | advanced solid tumors,"{""PHASE1"": 4, ""PHASE1/PHASE2"": 2, ""PHASE2"": 1}","{""COMPLETED"": 2, ""ACTIVE_NOT_RECRUITING"": 3, ""TERMINATED"": 1, ""NOT_YET_RECRUITING"": 1}",7,NCT02977195,NCT06203821,"NP137 - An Open-label, First in Human, Phase I Trial Aiming to Evaluate the Safety, Pharmacokinetics, and Clinical Activity of a Humanized Monoclonal Antibody Targeting Netrin 1 (NP137) in Patients With Advanced/Metastatic Solid Tumors. || A Randomized, Multicenter, Open Label, Phase I/II Study to Evaluate the Safety, Clinical and Biological Activi",NCT02977195|NCT04652076|NCT05546853|NCT05546879|NCT05605496|NCT06150040,0
TL-895,,,,,,tl-895 | TL-895,myelofibrosis | chronic lymphocytic leukemia | small lymphocytic lymphoma | COVID-19 | indolent systemic mastocytosis | acute myeloid leukemia,"{""PHASE1/PHASE2"": 4, ""PHASE1"": 1, ""PHASE2"": 2}","{""UNKNOWN"": 4, ""COMPLETED"": 1, ""RECRUITING"": 2}",7,NCT02825836,NCT05280509,"Phase I/II, First in Human, Dose Escalation Trial of TL 895 Monotherapy in Subjects With Relapsed/Refractory B Cell Malignancies and Expansion of TL-895 Monotherapy and Combination Therapy With Navtemadlin in Treatment-Naïve Chronic Lymphocytic Leukemia or Small Lymphocytic Lymphoma Subjects and Subjects With Relapsed/Refractory Chronic Lymphocytic",NCT02825836|NCT04419623|NCT04640532|NCT04655118|NCT04669067|NCT04878003,0
LTC004,,,,,,LTC004 | ltc004,malignant tumor | colorectal cancer | pancreatic cancer | sarcoma | solid tumor,"{""PHASE1"": 2, ""PHASE2"": 3, ""PHASE1/PHASE2"": 2}","{""UNKNOWN"": 4, ""NOT_YET_RECRUITING"": 2, ""RECRUITING"": 1}",7,NCT05666635,NCT06490068,"A Phase I Clinical Trial to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of LTC004 in Patients With Advanced or Metastatic Malignancies || A Phase II Clinical Trial Assessing the Safety, Tolerability, and Pharmacokinetics of LTC004 in Combination With MIL-97 ± Chemotherapy in Patients With Advanced or Metastatic Pancreati",NCT05666635|NCT06255912|NCT06277804|NCT06322563|NCT06384235|NCT06384248,0
AR-15512,,,ACOLTREMON,Small molecule,APPROVAL,AR-15512 | ar-15512 | AR-15512 vehicle,dry eye disease,"{""PHASE2"": 2, ""PHASE3"": 5, ""PHASE1"": 1}","{""COMPLETED"": 8}",7,NCT04498182,NCT06660290,"A Phase 2b Study Evaluating the Safety and Efficacy of AR-15512 Ophthalmic Solution for the Treatment of Dry Eye Disease (COMET-1) || A Phase 2b Study Evaluating the Safety and Efficacy of AR-15512 Ophthalmic Solution for the Treatment of Dry Eye Disease (COMET-1) || A Phase 3 Study Evaluating the Safety and Efficacy of AR-15512, a Cold Thermorecep",NCT04498182|NCT05360966|NCT05493111|NCT05497479|NCT06544694|NCT06544707,0
