asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
bezuclastinib,,,BEZUCLASTINIB,Small molecule,PHASE_3,bezuclastinib,systemic mastocytosis | gastrointestinal stromal tumor,"{""PHASE2"": 3, ""NA"": 2}","{""RECRUITING"": 1, ""ACTIVE_NOT_RECRUITING"": 2, ""AVAILABLE"": 2}",5,NCT04996875,NCT06948955,"A Phase 2 Open-Label, Multicenter Clinical Study of the Safety, Efficacy, Pharmacokinetic, and Pharmacodynamic Profiles of CGT9486 as a Single Agent in Patients With Advanced Systemic Mastocytosis || A Multi-Part, Randomized, Double-Blind, Placebo-Controlled Phase 2 Clinical Study of The Safety and Efficacy of CGT9486 in Subjects With Nonadvanced S",NCT04996875|NCT05186753|NCT06208748|NCT06915766|NCT06948955,0
recombinant hepatitis e vaccine,,,,,,recombinant hepatitis E vaccine,hepatitis E | symptomatic liver disease | hepatitis E infection,"{""PHASE2"": 1, ""PHASE4"": 3, ""PHASE1"": 1}","{""COMPLETED"": 5}",5,NCT00287469,NCT06564116,"A Phase II, Prospective, Randomized, Double-blind, Placebo Controlled, Field Efficacy Trial of a Candidate Hepatitis E Vaccine in Nepal. || Safety and Immunogenicity Study of the Recombinant Hepatitis E Vaccine(Escherichia Coli) in Healthy Volunteers Aged Over 65 Years || A Phase Ib Single Center, Randomized, Blinding, Parallel-controlled Clinical ",NCT00287469|NCT02417597|NCT02603055|NCT03365921|NCT06564116,1
pramipexole dihydrochloride,,,PRAMIPEXOLE DIHYDROCHLORIDE,Small molecule,APPROVAL,pramipexole dihydrochloride,amyotrophic lateral sclerosis | bipolar depression,"{""NA"": 1, ""PHASE2"": 1, ""PHASE1"": 3}","{""TEMPORARILY_NOT_AVAILABLE"": 1, ""COMPLETED"": 4}",5,NCT00596115,NCT07519278,"Open Label Extension for Treating ALS With R(+) Pramipexole at 60 Milligrams Per Day || A Randomized, Double-Blind, Placebo Controlled Exploratory Study of Augmentation of Seroquel XR With Pramipexole Dihydrochloride for Bipolar Depression || A Relative Bioavailability Study of 0.25 mg Pramipexole Dihydrochloride Tablets Under Fasting Conditions",NCT00596115|NCT00893841|NCT01074450|NCT01074463|NCT07519278,1
lenzilumab,,,LENZILUMAB,Antibody,PHASE_3,lenzilumab,COVID-19 | chronic myelomonocytic leukemia | large B-cell lymphoma | COVID-19 pneumonia | COVID-19 infection,"{""PHASE1"": 2, ""PHASE3"": 2, ""PHASE2"": 1}","{""COMPLETED"": 3, ""TERMINATED"": 1, ""UNKNOWN"": 1}",5,NCT02546284,NCT04583969,"A Phase 1 Study of Lenzilumab in Subjects With Previously Treated Chronic Myelomonocytic Leukemia (CMML) || A Phase 1/2 Open-label, Multicenter Study of Lenzilumab and Axicabtagene Ciloleucel in Subjects With Relapsed or Refractory Large B-cell Lymphoma (ZUMA-19) || A Phase 3 Randomized, Placebo-Controlled Study of Lenzilumab in Hospitalized Patien",NCT02546284|NCT04314843|NCT04351152|NCT04534725|NCT04583969,0
recombinant human thrombin,,,,,,recombinant human thrombin,bleeding | traumatic skin injury | burn | burn wound | surgical hemostasis,"{""PHASE3"": 2, ""PHASE2"": 1, ""PHASE4"": 1}","{""COMPLETED"": 4}",4,NCT00245336,NCT04459871,"A Phase 3, Randomized, Double-Blind, Controlled, Comparative Efficacy and Safety Study of Topical Recombinant Human Thrombin (rhThrombin) and Thrombin-JMI (Bovine Thrombin) in Surgical Hemostasis || A Phase 2 Study of Recombinant Human Thrombin (rThrombin) Administered Using a Spray Applicator in Subjects Undergoing Autologous Skin Grafting Followi",NCT00245336|NCT00371215|NCT00859547|NCT04459871,0
icalcaprant,,,ICALCAPRANT,Small molecule,PHASE_2,icalcaprant,depressive episodes | bipolar disorder | major depressive episode | major depressive disorder,"{""PHASE2"": 2, ""PHASE1"": 2}","{""RECRUITING"": 2, ""COMPLETED"": 2}",4,NCT06696755,NCT07276997,"A Phase 2, Multicenter, 6-Week, Double Blind, Placebo- Controlled Study to Evaluate the Efficacy and Safety of Icalcaprant in Subjects With Bipolar Depression || An Open-label Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Icalcaprant in Healthy Adult Japanese and Han Chinese Subjects || A Phase 1 Open-label Study to Evaluate t",NCT06696755|NCT06722417|NCT06722430|NCT07276997,1
danggui buxue tang,,,WITHANOLIDE D,Small molecule,APPROVAL,Danggui Buxue Tang | danggui buxue tang,menopausal symptoms | menopause | nasopharyngeal carcinoma | anemia | iron deficiency anemia,"{""PHASE2"": 3, ""PHASE3"": 1}","{""COMPLETED"": 3, ""UNKNOWN"": 1}",4,NCT00420576,NCT04974073,"A Randomized, Double-Blind, Multiple-Dose Escalation Study of the Effect of Danggui Buxue Tang on Symptomatic Postmenopausal Hong Kong Chinese Women (Continuation of a Completed Study Using the Same Formula) || A Randomized, Double-Blind, Placebo Controlled Study of the Effect of Danggui Buxue Tang on Menopausal Symptoms and Quality of Life in Hong",NCT00420576|NCT00421564|NCT03578575|NCT04974073,3
latiglutenase,,,LATIGLUTENASE,Enzyme,PHASE_2,latiglutenase,celiac disease,"{""PHASE2"": 4}","{""UNKNOWN"": 1, ""COMPLETED"": 1, ""TERMINATED"": 2}",4,NCT01917630,NCT04839575,"A Phase 2b, Randomized, Double-Blind, Placebo-Controlled Dose-Ranging Study of the Efficacy and Safety of ALV003 Treatment in Symptomatic Celiac Disease Patients Maintained on a Gluten-Free Diet || A Double-Blind, Placebo Controlled, Gluten Challenge Trial of the Efficacy, Safety and Tolerability of 6-weeks Treatment of Latiglutenase (IMGX003) Admi",NCT01917630|NCT03585478|NCT04243551|NCT04839575,0
gentuximab,,,,,,gentuximab,metastatic solid tumors | gastroesophageal junction cancer | gastric cancer | non-small cell lung cancer | gastroesophageal junction adenocarcinoma | gastric adenocarcinoma,"{""PHASE1"": 2, ""PHASE1/PHASE2"": 1, ""PHASE3"": 1}","{""UNKNOWN"": 3, ""COMPLETED"": 1}",4,NCT03313219,NCT05919381,Pharmacokinetics and Tolerabilitynce Studies of Gentuximab (Recombinant Anti-VEGFR2 Human-mouse Chimeric Monoclonal Antibody) Injection in the Treatment of Late Recurrence of Metastatic Solid Tumors in China: An Open-label，Non-randomised，Uncontrolled，Dose-escalation，Single Center，Pphase Ia Study in Patients With Late Recurrence of Metastatic Solid ,NCT03313219|NCT04053205|NCT05223595|NCT05919381,1
domatinostat,,,DOMATINOSTAT,Small molecule,PHASE_2,domatinostat,Merkel cell carcinoma | oesophagogastric adenocarcinoma | colorectal cancer | melanoma of unknown primary | cutaneous melanoma,"{""PHASE2"": 3, ""PHASE1/PHASE2"": 1}","{""UNKNOWN"": 1, ""COMPLETED"": 2, ""WITHDRAWN"": 1}",4,NCT03812796,NCT04874831,"Epigenetic Modulation of the immunE Response in GastrointEstinal Cancers (EMERGE) || Multicenter Phase 1b Trial Testing the Neoadjuvant Combination of Domatinostat, Nivolumab and Ipilimumab in IFN-gamma Signature-low and IFN-gamma Signature-high RECIST 1.1-measurable Stage III Cutaneous or Unknown Primary Melanoma || A Phase II, Open Label Study to",NCT03812796|NCT04133948|NCT04393753|NCT04874831,0
recombinant novel coronavirus protein vaccine,,,,,,recombinant novel coronavirus protein vaccine,COVID-19 | SARS-CoV-2 infection | coronavirus infections | new coronavirus infection | coronavirus disease 2019,"{""PHASE3"": 1, ""PHASE4"": 1, ""NA"": 1, ""PHASE1"": 1}","{""UNKNOWN"": 4}",4,NCT05616754,NCT06043388,"Anhui Zhifei Longcom Biologic Pharmacy co. Ltd. || Multi-center Safety Observation of COVID19 Vaccine in a Large Population || A Randomized, Double-blind, Active-controlled Clinical Study Evaluating the Immunogenicity and Safety of Omicron BA.4/5-Delta Recombinant Novel Coronavirus Protein Vaccine (CHO Cells) in People Aged 18 Years and Older With ",NCT05616754|NCT05890521|NCT06025812|NCT06043388,0
evuzamitide,,,,,,evuzamitide,transthyretin cardiac amyloidosis | amyloid deposits | amyloidosis | transthyretin amyloidosis | cardiac amyloidosis | lumbar spinal stenosis,"{""PHASE2"": 2, ""PHASE3"": 1, ""NA"": 1}","{""COMPLETED"": 2, ""ENROLLING_BY_INVITATION"": 1, ""NOT_YET_RECRUITING"": 1}",4,NCT05635045,NCT07538518,"A Follow-Up Study to Monitor Therapeutic Response in Transthyretin Cardiac Amyloidosis Using Amyloid Reactive Peptide 124I-evuzamitide (AT01) PET/CT || A Phase 3, Open-Label, Multicenter Study of I-124 Evuzamitide as an Imaging Agent for the Diagnosis of Cardiac Amyloidosis Using Positron Emission Tomography Computed Tomography (PET/CT) || PET/CT I",NCT05635045|NCT06788535|NCT06907849|NCT07538518,0
recombinant human tissue plasminogen activator,,,ALTEPLASE,Enzyme,APPROVAL,recombinant human tissue plasminogen activator,ischemic stroke | acute myocardial infarction,"{""PHASE4"": 1, ""NA"": 1, ""PHASE2"": 1, ""PHASE3"": 1}","{""COMPLETED"": 3, ""UNKNOWN"": 1}",4,NCT01429350,NCT07146360,"The THERAPY Trial: The Randomized, Concurrent Controlled Trial to Assess the Penumbra System's Safety and Effectiveness in the Treatment of Acute Stroke || Solitaire™ FR With the Intention For Thrombectomy as Primary Endovascular Treatment for Acute Ischemic Stroke (SWIFT PRIME) Clinical Trial || A PhaseⅡ, Multicenter, Prospective Randomised, Open ",NCT01429350|NCT01657461|NCT04028518|NCT07146360,0
xeligekimab,,,,,,xeligekimab,radiographic axial spondyloarthritis | plaque psoriasis | psoriatic arthritis | non-radiographic axial spondyloarthritis | palmoplantar pustulosis,"{""PHASE3"": 1, ""NA"": 1, ""PHASE2/PHASE3"": 1, ""PHASE4"": 1}","{""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 2, ""RECRUITING"": 1}",4,NCT05881785,NCT07503652,"A Randomized, Double-blind, Placebo-controlled, Phase III Study of Efficacy and Safety of GR1501 in Patients with Radiographic Axial Spondyloarthritis || Effectiveness and Safety of Xeligekimab in Adult Patients With Moderate to Severe Plaque Psoriasis: A Multicenter, Prospective, Real-World Study || Efficacy and Safety of Xeligekimab in the Treatm",NCT05881785|NCT06802848|NCT07339566|NCT07503652,0
lactase,,,LACTASE,Enzyme,PHASE_3,lactase,lactose intolerance | irritable bowel syndrome | feeding intolerance,"{""PHASE3"": 2, ""NA"": 2}","{""COMPLETED"": 2, ""NOT_YET_RECRUITING"": 1, ""RECRUITING"": 1}",4,NCT01145339,NCT07088302,"A Phase III, Non-Inferiority, Randomized, Double-Blind, Parallel-Group, Multicentre, Single-Dose, Comparative Clinical Study of Lactase Eurofarma (Test Drug) and Lactaid® (Comparative Drug), Assessing the Efficacy and Safety in the Treatment of Patients With Lactose Intolerance (Hypolactasia) || A Phase III, Non-Inferiority, Randomized, Blind, Para",NCT01145339|NCT01145586|NCT05100719|NCT07088302,0
