asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
CMS-D017,,,,,,CMS-D017,,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07462780,NCT07462780,"A Randomized, Double-blind, Placebo-controlled, Dose-escalation Phase I Study to Evaluate the Safety, Tolerability, PK and PD Characteristics of CMS-D017 Following Single and Multiple Administrations in Healthy Participants",NCT07462780,0
ACI-19764,,,,,,ACI-19764,,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07463196,NCT07463196,"A Single-Center, Double-Blind, Randomized, Placebo-Controlled Phase 1 Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single- and Multiple-Ascending Doses of ACI-19764 in Healthy Participants",NCT07463196,0
HJB647,,,,,,HJB647,heart failure with reduced ejection fraction,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07465653,NCT07465653,"A Multi-center, Randomized, Participant- and Investigator- Blinded, Placebo-controlled Crossover Study to Investigate the Safety, Tolerability, and Pharmacokinetics of HJB647 in Participants With Chronic Stable Heart Failure With Reduced Ejection Fraction",NCT07465653,0
GXV813,,,,,,gxv813,schizophrenia,"{""PHASE2"": 1}","{""RECRUITING"": 1}",1,NCT07467993,NCT07467993,"A Phase 2a, Randomized, Participant- and Investigator- Blinded, Parallel-group, Placebo-controlled, Multicenter Study to Assess the Safety, Tolerability, and Treatment Response of GXV813 in Hospitalized Adults With DSM-5 Schizophrenia (STAR-1)",NCT07467993,0
GLR2037,,,,,,glr2037,prostate cancer,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07468396,NCT07468396,"A Phase I, Single-arm, Open-label, Multi-center Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of GLR2037 in Patients With Metastatic Prostate Cancer",NCT07468396,0
SV003,,,,,,SV003,,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07469085,NCT07469085,"A Randomized, Double-blind, Placebo-controlled, Single-ascending-dose Phase I Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of SV003 in Healthy Participants.",NCT07469085,0
TSND-201,,,,,,TSND-201,post-traumatic stress disorder,"{""PHASE3"": 1}","{""RECRUITING"": 1}",1,NCT07456696,NCT07456696,"A Phase 3, Randomized, Double-Blind, Placebo-Controlled, Evaluation of the Safety and Efficacy of TSND-201 for the Treatment of PTSD",NCT07456696,0
GATT-44,,,,,,GATT-44,,"{""EARLY_PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07457736,NCT07457736,Evaluation of [18F]GATT-44 for Positron Emission Tomography Imaging of the GABA Transporter-1,NCT07457736,0
KST-6051,,,,,,KST-6051,colorectal cancer | non-small cell lung cancer | pancreatic ductal adenocarcinoma,"{""PHASE1"": 1}","{""RECRUITING"": 1}",1,NCT07458347,NCT07458347,"A First-in-human Phase 1 Dose-escalation Study Evaluating the Safety, Pharmacokinetics, Pharmacodynamics, and Preliminary Efficacy of KST-6051 in Patients With Advanced or Metastatic Solid Tumors With a KRAS Mutation",NCT07458347,0
TGD001,,,,,,TGD001,immune thrombotic thrombocytopenic purpura | thrombotic microangiopathy,"{""PHASE1/PHASE2"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT07459114,NCT07459114,"An Adaptive Dose Escalation and Expansion Basket Trial to Explore the Safety, Pharmacology, and Clinical Activity of TGD001 in Immune-Mediated Thrombotic Thrombocytopenic Purpura (iTTP) and Other Thrombotic Microangiopathies",NCT07459114,0
