asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
ocedurenone,KBP Biosciences,high,OCEDURENONE,Small molecule,PHASE_3,ocedurenone,hepatic impairment,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT04534699,NCT04534699,"A Phase 1, Open Label, Nonrandomized, Single-dose Study to Investigate the Safety, Tolerability, and Pharmacokinetics of KBP-5074 in Subjects With Moderate Hepatic Impairment Compared to Subjects With Normal Hepatic Function",NCT04534699,0
HEC121120,HEC Pharm (Sunshine Lake),high,,,,HEC121120,hepatitis B,"{""PHASE1/PHASE2"": 1}","{""TERMINATED"": 1}",1,NCT04536532,NCT04536532,"A Single-center, Randomized, Double-blind, Single and Multiple Dosing, Evaluation HEC121120 Tolerance in Healthy Subjects and Patients With Chronic Hepatitis B, Pharmacokinetics Characteristics and Antiviral Activity of Ⅰ Phase of Study",NCT04536532,0
fluzoparil,Hansoh Pharma,medium,FLUZOPARIB,Small molecule,PHASE_3,fluzoparil,glioblastoma,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT04552977,NCT04552977,A Trail of Fluzoparil in Combination With Temozolomide in Patients With Recurrent Glioblastoma,NCT04552977,0
KH903,Chengdu Kanghong,medium,,,,KH903,gastric adenocarcinoma | gastroesophageal junction adenocarcinoma,"{""PHASE2"": 1}","{""UNKNOWN"": 1}",1,NCT04555304,NCT04555304,"A Randomized, Multicenter, Double-Blind, Placebo-Controlled, Phase 2 Study of Weekly Paclitaxel With or Without KH903 in Patients With Advanced Gastric or Gastroesophageal Junction Adenocarcinoma, Refractory to or Progressive After First-Line Therapy With Platinum and Fluoropyrimidine",NCT04555304,0
SHR1258,Jiangsu Hengrui Pharmaceuticals,high,PYROTINIB,Small molecule,APPROVAL,shr1258,biliary tract cancer,"{""PHASE2"": 1}","{""WITHDRAWN"": 1}",1,NCT04571710,NCT04571710,A Phase 2 Study of Pyrotinib in Patients With Advanced/ Metastatic HER2-Altered Biliary Tract Cancers Who Have Failed One or Two Prior Lines of Therapies,NCT04571710,0
LY09004,Luye Pharma,high,,,,LY09004,age-related macular degeneration,"{""PHASE3"": 1}","{""UNKNOWN"": 1}",1,NCT04572698,NCT04572698,"To Compare the Efficacy and Safety of Recombinant Human Vascular Endothelial Growth Factor Receptor Antibody Fusion Protein Eye Injection（LY09004） and Eylea in the Treatment of Wet Age-related Macular Degeneration（wAMD）: a Randomized, Double-blind, Parallel Controlled, Multicenter Clinical Trial",NCT04572698,0
HLX71,Shanghai Henlius Biotech,high,,,,HLX71,,"{""PHASE1"": 1}","{""COMPLETED"": 1}",1,NCT04583228,NCT04583228,"A Randomized, Double-Blind, Placebo-Controlled, Dose-Escalating Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacodynamics, Pharmacokinetics, and Immunogenicity of HLX71 in Healthy Adult Subjects",NCT04583228,0
LY03009,Luye Pharma,high,,,,LY03009,,"{""PHASE1"": 1}","{""UNKNOWN"": 1}",1,NCT04593511,NCT04593511,"An Open-Label Study in Healthy Volunteers to Evaluate the Safety, Tolerability and Pharmacokinetics of Four Formulations of LY03009 After a Single Intramuscular Injection",NCT04593511,0
GC019F,Gracell Biotechnologies (AstraZeneca),medium,,,,gc019f,acute lymphoblastic leukemia,"{""PHASE1"": 1}","{""NOT_YET_RECRUITING"": 1}",1,NCT04595162,NCT04595162,A Study of GC019F CAR-T Cell Immunotherapy for Relapsed or Refractory B-cell Acute Lymphoblastic Leukemia,NCT04595162,0
fabomotizole,Keymed Biosciences,medium,FABOMOTIZOLE,Small molecule,APPROVAL,fabomotizole,generalized anxiety disorder,"{""PHASE3"": 1}","{""UNKNOWN"": 1}",1,NCT04598867,NCT04598867,"A Multicenter, Randomized, Double-blind, Placebo- and Active- Controlled Study to Assess the Efficacy and Safety of CD-008-0045 in Patients With Generalized Anxiety Disorder",NCT04598867,0
