asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
BAT6021,Bio-Thera Solutions,high,,,,BAT6021,advanced solid tumors | solid tumors,"{""PHASE1"": 2}","{""TERMINATED"": 2}",2,NCT05073484,NCT05120375,"A Phase 1, Multi-Center, Open-Label Study to Assess Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of BAT6021 as Mono Therapy or in Combination With BAT1308 in Patients With Advanced Solid Tumors || A Phase 1, Multi-Center, Open-Label Study to Assess Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of BAT6021 as Mo",NCT05073484|NCT05120375,0
IMM2902,ImmuneOnco,medium,VISLARAFUSP ALFA,Protein,PHASE_1_2,IMM2902,solid tumor | advanced solid tumors,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1}","{""SUSPENDED"": 1, ""UNKNOWN"": 1}",2,NCT05076591,NCT05805956,"A Phase 1, Open-Label, Multicenter, Dose Escalation Study Evaluating the Safety, Tolerability, and Preliminary Efficacy of IMM2902 in Patients with HER2-Expressing Advanced Solid Tumors || An Open-label, Multicenter, First-in-human Dose-escalation and Cohort Expansion Phase I/II Clinical Study to Evaluate the Safety, Tolerability and Preliminary Ef",NCT05076591|NCT05805956,0
SHR-1811,Jiangsu Hengrui Pharmaceuticals,high,,,,SHR 1811 | SHR-1811,triple negative breast cancer | solid tumor,"{""PHASE2"": 1, ""PHASE1/PHASE2"": 1}","{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT05076682,NCT07140393,"Reverse Triple Negative Immune Resistant Breast Cancer || An Open, Multicenter Phase IB/II Clinical Study of HRS-4508 in Combination With Other Anti-tumor Therapy for Solid Tumor",NCT05076682|NCT07140393,0
AK131,Akeso,high,,,,AK131 | ak131,triple negative breast cancer | solid tumor,"{""PHASE2"": 1, ""PHASE1"": 1}","{""RECRUITING"": 2}",2,NCT05076682,NCT06166888,"Reverse Triple Negative Immune Resistant Breast Cancer || A Phase Ia/Ib, Multicenter and Open-label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Anti-tumor Activity of Anti-PD-1 and CD73 Bispecific Antibody AK131 in Patients With Advanced Solid Tumors",NCT05076682|NCT06166888,0
SHR-2002,Jiangsu Hengrui Pharmaceuticals,high,,,,shr-2002 | SHR-2002,malignant tumors | malignant tumor,"{""PHASE1"": 2}","{""COMPLETED"": 1, ""UNKNOWN"": 1}",2,NCT05082545,NCT05198817,"A Phase I Clinical Study on the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of SHR-2002 Injection in Combination With SHR-1316 in Patients With Advanced Malignant Tumors || A Phase I Clinical Study on the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of SHR-2002 Injection or in Combination With Other Anti-cance",NCT05082545|NCT05198817,0
SPH3348,Shanghai Pharmaceuticals,high,,,,SPH3348,solid tumor,"{""PHASE1"": 2}","{""COMPLETED"": 2}",2,NCT05088070,NCT06652997,"Phase I Clinical Study of SPH3348 Tablets, a C-Met Inhibitor, in Patients with Advanced Solid Tumors with C-Met Abnormalities || SPH3348 Tablets in a Single-center, Randomized, Open-label, Single-dose, Two-period, Two-sequence Crossover Design Food Effect Study in Healthy Chinese Subjects",NCT05088070|NCT06652997,1
BGB-23339,BeiGene (BeOne Medicines),high,,,,bgb-23339 | BGB-23339,,"{""PHASE1"": 2}","{""COMPLETED"": 1, ""WITHDRAWN"": 1}",2,NCT05093270,NCT05387668,"A First-in-Human, Single- and Multiple-Ascending Dose and Food-Effect Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of BGB-23339 in Healthy Subjects || A Phase 1, Randomized, Double-Blind, Placebo-Controlled, Multiple-Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of BGB-23339 in Healthy Japanese and Caucas",NCT05093270|NCT05387668,0
HLX301,Shanghai Henlius Biotech,high,,,,hlx301 | HLX301,gastric adenocarcinoma | head and neck squamous cell carcinoma | non-small cell lung cancer | esophagogastric junction adenocarcinoma | urothelial carcinoma,"{""PHASE1/PHASE2"": 2}","{""UNKNOWN"": 2}",2,NCT05102214,NCT05390528,"A Phase 1/2 Study of HLX301, A Recombinant Humanized Anti-PDL1 and Anti-TIGIT Bispecific Antibody, in Patients With Locally Advanced or Metastatic Solid Tumors || A Phase I/II Clinical Study Evaluating the Safety, Tolerability, Pharmacokinetic Characteristics and Initial Efficacy of HLX301(TIGIT×PDL1 Bispecific) in Patients With Locally Advanced/Me",NCT05102214|NCT05390528,0
IBI325,Innovent Biologics,high,,,,ibi325,advanced solid tumor | solid tumor,"{""PHASE1"": 2}","{""COMPLETED"": 1, ""UNKNOWN"": 1}",2,NCT05119998,NCT05246995,"A Phase I, Open-label, Multicenter, Dose-escalation Study Evaluating the Safety, Tolerability, and Potential Efficacy of IBI325, an Anti-CD73 Antibody, in Patients With Advanced Solid Tumor || A Phase I, Open-label, Dose-escalation Study Evaluating the Safety, Tolerability, and Potential Efficacy of IBI325, an Anti-CD73 Antibody, Combined With Sint",NCT05119998|NCT05246995,0
HRS2398,Jiangsu Hengrui Pharmaceuticals,high,,,,HRS2398,malignant tumor | solid tumor,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT05144061,NCT06439589,"A Phase I Study to Evaluate the Safety, Tolerability, Pharmacokinetics (PK) of HRS2398 in Subjects With Advanced Malignant Tumors || An Open-label, Multi-center Phase Ib/II Study of HRS2398 in Combination With Adebrelimab in Patients With Advanced Solid Tumors",NCT05144061|NCT06439589,0
