asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
SHR-1905,Jiangsu Hengrui Pharmaceuticals,high,,,,SHR-1905,asthma | chronic rhinosinusitis with nasal polyps | atopic dermatitis,"{""PHASE1"": 2, ""PHASE2"": 4, ""PHASE3"": 2}","{""COMPLETED"": 3, ""ACTIVE_NOT_RECRUITING"": 2, ""RECRUITING"": 3}",8,NCT04800263,NCT07211542,"A Phase 1, Randomized, Double-Blind, Placebo-Controlled Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Immunogenicity of Single Subcutaneous Administered SHR-1905 in Healthy Subjects || A Phase 1, Randomized, Double-Blind, Placebo-Controlled Dose Escalation Study to Evaluate the Safety, Tolerability, Pharmacokineti",NCT04800263|NCT04905602|NCT05593250|NCT05891483|NCT06786455|NCT07098403,0
AL8326,Advenchen Laboratories,medium,,,,AL8326 | al8326,small cell lung cancer | non-small cell lung cancer | advanced solid tumor | renal cell carcinoma | solid tumors,"{""PHASE1"": 4, ""PHASE1/PHASE2"": 2, ""PHASE2"": 1, ""PHASE3"": 1}","{""UNKNOWN"": 3, ""RECRUITING"": 3, ""ACTIVE_NOT_RECRUITING"": 1, ""COMPLETED"": 1}",8,NCT04890587,NCT07392736,"A Dose Escalation Tolerance and Pharmacokinetics Study of AL8326 in Advanced Solid Tumor || A Single Arm, Open, Non Randomized, Phase Ib / IIA Study to Evaluate the Safety and Preliminary Efficacy of AL8326 in the Treatment of Small Cell Lung Cancer || A Phase 2 Evaluation of the Safety and Efficacy of Veonetinib (AL8326) in ≥2nd Line Small Cell Lu",NCT04890587|NCT04890795|NCT05363280|NCT05486598|NCT06247605|NCT06794957,1
TQB3909,Chia Tai Tianqing (Sino Biopharm),high,,,,TQB3909 | tqb3909,malignant tumor | breast cancer | small lymphocytic lymphoma | chronic lymphocytic leukemia | mantle cell lymphoma | hematologic malignancy,"{""PHASE1"": 3, ""PHASE1/PHASE2"": 5}","{""UNKNOWN"": 3, ""RECRUITING"": 2, ""TERMINATED"": 2, ""NOT_YET_RECRUITING"": 1}",8,NCT04975204,NCT07011186,"A Phase I Clinical Trial Evaluating the Tolerance and Pharmacokinetics of TQB3909 Tablets in Patients With Relapsed or Refractory Advanced Malignant Tumors || A Phase Ib/II Study to Investigate the Safety, Tolerance and Pharmacokinetics of TQB3909 With HR-positive, HER2-negative Advanced Breast Cancer || A Phase Ib/II Clinical Trial on the Safety a",NCT04975204|NCT05775575|NCT05959694|NCT06106841|NCT06165822|NCT06211751,0
SCTV01C,Sinocelltech,high,,,,SCTV01C,COVID-19 | coronavirus disease 2019,"{""PHASE1/PHASE2"": 3, ""PHASE2"": 4, ""PHASE3"": 1}","{""UNKNOWN"": 5, ""COMPLETED"": 1, ""WITHDRAWN"": 2}",8,NCT05043285,NCT05323461,"A Randomized, Double-blinded, Placebo-controlled Phase I/II Clinical Trial to Evaluate the Safety, Tolerability and Immunogenicity of SCTV01C in Healthy Population Aged ≥18 Years Previously Vaccinated With Inactivated Vaccine Against COVID-19. || A Randomized, Double-blinded, Placebo-controlled Phase I/II Clinical Trial to Evaluate the Safety, Tole",NCT05043285|NCT05043311|NCT05148091|NCT05238454|NCT05239806|NCT05239975,0
TQC3721,Chia Tai Tianqing (Sino Biopharm),high,,,,TQC3721 | tqc3721,chronic obstructive pulmonary disease | asthma,"{""PHASE1"": 2, ""PHASE2"": 4, ""PHASE3"": 2}","{""UNKNOWN"": 2, ""TERMINATED"": 1, ""COMPLETED"": 2, ""NOT_YET_RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1}",8,NCT05051930,NCT07464587,"Phase I Clinical Trial to Evaluate the Safety, Tolerability, Pharmacokinetic Characteristics, and Primary Efficacy of TQC3721 Suspension for Inhalation || A Randomized, Double-blind, Placebo-parallel, Multicenter Phase II Trial of the Efficacy and Safety of TQC3721 Suspension for Inhalation in the Treatment of Moderate to Severe Chronic Obstructive",NCT05051930|NCT05292196|NCT05987371|NCT06527144|NCT06748079|NCT07147946,0
HS-20094,Hansoh Pharma,medium,,,,HS-20094,type 2 diabetes mellitus | overweight | obesity | type 2 diabetes,"{""PHASE1"": 2, ""PHASE2"": 3, ""PHASE3"": 3}","{""UNKNOWN"": 2, ""COMPLETED"": 2, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 2}",8,NCT05116410,NCT07156539,"A Single- and Multiple-Ascending Dose Study in Healthy Subjects to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of HS-20094 || A Multiple-dose, Randomized, Double-blind, Placebo and Positive Controlled Phase IIa Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of HS-20094 in Subjects",NCT05116410|NCT06118008|NCT06118021|NCT06839664|NCT06901648|NCT07057674,0
IMM01,ImmuneOnco,medium,TIMDARPACEPT,Protein,PHASE_3,imm01 | IMM01-STEM | IMM01,acute myeloid leukemia | classical Hodgkin lymphoma | sarcopenic obesity | myelodysplastic syndrome | muscle atrophy | head and neck squamous cell carcinoma,"{""PHASE1/PHASE2"": 4, ""PHASE1"": 1, ""PHASE3"": 1, ""PHASE2"": 1, ""NA"": 1}","{""UNKNOWN"": 2, ""RECRUITING"": 1, ""TERMINATED"": 1, ""NOT_YET_RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1, ""TEMPORARILY_NOT_AVAILABLE"": 1}",8,NCT05140811,NCT07170787,"Phase 1/Phase 2 Study of IMM01 Combined With Azacitidine in Patients With AML and MDS || An Open-label Dose Escalation Study to Assess the Safety and Tolerability of IMM01-STEM in Participants With Muscle Atrophy Related to Knee Osteoarthritis || A Phase 1b/2 Dose Escalation and Expansion Study Evaluating the Safety, Tolerability, and Efficacy of I",NCT05140811|NCT05211986|NCT05833984|NCT05860075|NCT06465446|NCT06600581,0
ICP-332,InnoCare Pharma,high,,,,ICP-332 | icp-332,atopic dermatitis | vitiligo | prurigo nodularis | plaque psoriasis | chronic spontaneous urticaria,"{""PHASE1"": 2, ""PHASE2"": 3, ""PHASE3"": 1, ""PHASE2/PHASE3"": 2}","{""COMPLETED"": 2, ""UNKNOWN"": 1, ""RECRUITING"": 5}",8,NCT05399030,NCT07378527,"A Randomized, Double-Blind, Placebo-Controlled, Parallel Group, Single and Multiple Ascending Dose Phase I Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of ICP-332 in Healthy Subjects || A Randomized, Double-blind, Placebo-controlled Phase II Trial Evaluating the Safety, Efficacy, Pharmacokinetics, and Pharmacody",NCT05399030|NCT05702268|NCT06530966|NCT06775860|NCT07047612|NCT07236099,0
HB1801,Huabo Biopharm (Huaota),medium,DOCETAXEL,Small molecule,APPROVAL,hb1801 | HB1801,breast cancer | non-small cell lung cancer | solid tumors,"{""PHASE2"": 3, ""PHASE3"": 3, ""PHASE2/PHASE3"": 1, ""PHASE1/PHASE2"": 1}","{""RECRUITING"": 4, ""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 3}",8,NCT05582499,NCT07441460,"Fudan University Shanghai Cancer Center Breast Cancer Precision Platform Series Study- Neoadjuvant Therapy (FASCINATE-N) || A Randomized, Controlled, Open-label, Multicenter, Phase Ш Clinical Study of the Efficacy and Safety of KN026 in Combination With HB1801 Versus Trastuzumab in Combination With Pertuzumab and Docetaxel in the First-line Treatme",NCT05582499|NCT05838066|NCT05863325|NCT06319313|NCT06682611|NCT06747338,0
HRS-1780,Jiangsu Hengrui Pharmaceuticals,high,,,,hrs-1780 | HRS-1780,chronic kidney disease | primary aldosteronism,"{""PHASE1"": 5, ""PHASE2"": 2, ""PHASE3"": 1}","{""UNKNOWN"": 3, ""COMPLETED"": 2, ""RECRUITING"": 2, ""NOT_YET_RECRUITING"": 1}",8,NCT05638126,NCT07557407,"A Phase I Single and Multiple Ascending Dose and Food Effect Study to Investigate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of HRS-1780 Tablets in Healthy Male Subjects || A Multicenter, Non-randomized, Open-label, Parallel-controlled Study to Evaluate the Safety and Pharmacokinetics of HRS-1780 in Healthy Subjects and Subjec",NCT05638126|NCT06039254|NCT06221059|NCT06344936|NCT06495931|NCT07419828,0
GR1802,Genrix Bio,medium,,,,GR1802,chronic rhinosinusitis with nasal polyps | allergic rhinitis | atopic dermatitis,"{""PHASE2"": 4, ""PHASE3"": 4}","{""ACTIVE_NOT_RECRUITING"": 3, ""UNKNOWN"": 3, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",8,NCT05873803,NCT07199257,"A Randomized, Double Blind, Placebo-Controlled Phase II Study to Evaluate the Efficacy, Safety of GR1802 Injection in Patients with Chronic Rhinosinusitis with Nasal Polyps (CRSwNP) || An Open-label, Single-arm, Multicenter, Extension Study to Evaluate the Long-term Safety and Efficacy of GR1802 Injection in Patients With Chronic Rhinosinusitis Wit",NCT05873803|NCT06015243|NCT06216392|NCT06315426|NCT06516302|NCT06642961,0
HRS-5041,Jiangsu Hengrui Pharmaceuticals,high,,,,hrs-5041 | HRS-5041,prostate cancer,"{""PHASE1"": 5, ""PHASE1/PHASE2"": 2, ""PHASE2"": 1}","{""RECRUITING"": 5, ""COMPLETED"": 2, ""NOT_YET_RECRUITING"": 1}",8,NCT05942001,NCT07407283,"A Phase I Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of HRS-5041 in Subjects With Metastatic Castration-resistant Prostate Cancer || A Phase 1, Open-Label Study to Evaluate the Pharmacokinetics, Safety, and Tolerability of Single Dose HRS-5041 in Healthy Caucasian Male Participants || An Open, Multicenter Phase Ib/II",NCT05942001|NCT06559007|NCT06568094|NCT06738745|NCT06830850|NCT07014488,0
SHR-1826,Jiangsu Hengrui Pharmaceuticals,high,,,,SHR-1826 | shr-1826,non-small cell lung cancer | solid tumors | advanced malignant solid tumors | hepatocellular cancer,"{""PHASE1"": 2, ""PHASE1/PHASE2"": 2, ""PHASE2"": 4}","{""RECRUITING"": 6, ""NOT_YET_RECRUITING"": 2}",8,NCT06094556,NCT07489716,"A Multicenter, Open Phase I Clinical Study of Safety, Tolerability, Pharmacokinetics, and Efficacy of SHR-1826 for Injection in Patients With Advanced Solid Tumors || Phase IB/II Study of Safety, Tolerability and Efficacy of SHR-1826 for Injection in Combination With Other Antitumor Therapies in Subjects With Solid Tumors || A Multicenter, Open Pha",NCT06094556|NCT06703177|NCT06754930|NCT06844474|NCT06915142|NCT06935175,0
QL2107,Qilu Pharmaceutical,high,,,,QL2107 | ql2107,solid tumor | non-small-cell lung cancer | advanced solid tumor | gastric adenocarcinoma | gastroesophageal junction adenocarcinoma | biliary tract cancer,"{""PHASE1"": 1, ""PHASE3"": 1, ""PHASE1/PHASE2"": 4, ""PHASE2"": 2}","{""UNKNOWN"": 1, ""RECRUITING"": 3, ""NOT_YET_RECRUITING"": 4}",8,NCT06173011,NCT07453394,"A Randomized, Double-blind, Single-dose, Parallel Three-group Study to Compare the Pharmacokinetics and Safety of QL2107 and Keytruda® (Marketed in China and the United States) in Healthy Male Adults || A Randomized, Double-blind, Multicenter Phase III Clinical Study to Compare the Efficacy and Safety of QL2107 Versus Keytruda® in Combination With ",NCT06173011|NCT06754644|NCT06911827|NCT06942767|NCT06949761|NCT07151872,1
CM512,Keymed Biosciences,medium,,,,CM512 | cm512,atopic dermatitis | chronic rhinosinusitis with nasal polyposis | chronic obstructive pulmonary disease | asthma | chronic spontaneous urticaria,"{""PHASE1"": 1, ""PHASE2"": 7}","{""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 3, ""RECRUITING"": 4}",8,NCT06553209,NCT07519577,"A Randomized, Double-blind, Single/Multiple Dose Escalation, Placebo-controlled Phase I Study Evaluating the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Immunogenicity of CM512 in Healthy Subjects and Patients With Moderate to Severe Atopic Dermatitis || A Randomized, Double-blind, Placebo-controlled Phase II Clinical Study to Eva",NCT06553209|NCT06930612|NCT06947980|NCT06980142|NCT07011524|NCT07166211,0
JSKN016,Alphamab Oncology,high,,,,JSKN016 | jskn016,non-small cell lung cancer | malignant solid tumors | breast cancer | triple-negative breast cancer,"{""PHASE1"": 3, ""PHASE2"": 2, ""PHASE1/PHASE2"": 2, ""PHASE3"": 1}","{""RECRUITING"": 4, ""NOT_YET_RECRUITING"": 4}",8,NCT06592417,NCT07533123,To Evaluate the Phase I Clinical Study of JSKN016 in Chinese Patients With Advanced Malignant Solid Tumors || Evaluation of JSKN016 in the Treatment of Advanced Non-small Cell Lung Cance： a Phase II Clinical Study || Evaluation of JSKN016 Combination Therapy in Subjects With Advanced Non-Small Cell Lung Cancer: A Phase Ib Study,NCT06592417|NCT06775483|NCT06868732|NCT06942234|NCT07336771|NCT07475559,2
SHR-2173,Jiangsu Hengrui Pharmaceuticals,high,,,,SHR-2173 | shr-2173,systemic lupus erythematosus | immune thrombocytopenia | lupus nephritis | membranous nephropathy | IgA nephropathy,"{""PHASE1"": 4, ""PHASE2"": 4}","{""COMPLETED"": 2, ""RECRUITING"": 6}",8,NCT06955598,NCT07390747,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Multiple Subcutaneous Injections of SHR-2173 in Patients With Systemic Lupus Erythematosus || Phase I Study on the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of a Single Subcutaneous Injection of SHR-2173 in Healthy Subjects || ",NCT06955598|NCT06995001|NCT07206758|NCT07229742|NCT07289763|NCT07299422,0
nepafenac,Advenchen Laboratories,medium,NEPAFENAC,Small molecule,APPROVAL,nepafenac,ocular inflammation | ocular pain | macular edema | pain | cystoid macular edema | cataract,"{""PHASE4"": 24, ""PHASE3"": 12, ""PHASE2"": 8, ""NA"": 8}","{""COMPLETED"": 38, ""TERMINATED"": 3, ""UNKNOWN"": 8, ""RECRUITING"": 2, ""ACTIVE_NOT_RECRUITING"": 1}",52,NCT00330798,NCT07372014,A Comparison of Topical Nepafenac to Placebo in Corneal Epithelial Healing Times and Postoperative Pain Relief of Patients Status Post-Photorefractive Keratectomy: A Double-Masked Randomized Prospective Study || A 3-Month Clinical Safety Comparison of Nevanac 0.1% to Acular LS 0.4% and Vehicle Following Cataract Surgery || Preoperative and Postoper,NCT00330798|NCT00332774|NCT00333255|NCT00347204|NCT00348582|NCT00377546,1
