asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
tocilizumab,Bio-Thera Solutions,high,TOCILIZUMAB,Antibody,APPROVAL,tocilizumab,rheumatoid arthritis | COVID-19 | giant cell arteritis | COVID-19 pneumonia | coronavirus disease 2019 | cytokine release syndrome,"{""PHASE3"": 132, ""NA"": 81, ""PHASE2"": 99, ""PHASE1"": 45, ""PHASE4"": 59, ""PHASE1/PHASE2"": 27, ""PHASE2/PHASE3"": 7, ""EARLY_PHASE1"": 3}","{""COMPLETED"": 255, ""TERMINATED"": 45, ""NO_LONGER_AVAILABLE"": 1, ""UNKNOWN"": 62, ""WITHDRAWN"": 11, ""RECRUITING"": 42, ""ACTIVE_NOT_RECRUITING"": 20, ""SUSPENDED"": 2, ""NOT_YET_RECRUITING"": 14, ""ENROLLING_BY_INVITATION"": 1}",453,NCT00106522,NCT07595900,"A Randomized, Double-blind Study of Safety and Reduction in Signs and Symptoms During Treatment With Tocilizumab Versus Placebo, in Combination With Methotrexate, in Patients With Moderate to Severe Active Rheumatoid Arthritis and Inadequate Response to Anti-TNF Therapy || A Randomized, Double-blind Study of Safety and Prevention of Structural Join",NCT00106522|NCT00106535|NCT00106548|NCT00106574|NCT00109408|NCT00144508,5
zanubrutinib,BeiGene (BeOne Medicines),high,ZANUBRUTINIB,Small molecule,APPROVAL,zanubrutinib,diffuse large B-cell lymphoma | chronic lymphocytic leukemia | mantle cell lymphoma | follicular lymphoma | small lymphocytic lymphoma | marginal zone lymphoma,"{""PHASE1/PHASE2"": 8, ""PHASE1"": 24, ""PHASE3"": 19, ""PHASE2"": 131, ""NA"": 16, ""PHASE2/PHASE3"": 1, ""PHASE4"": 3}","{""COMPLETED"": 34, ""TERMINATED"": 2, ""ACTIVE_NOT_RECRUITING"": 25, ""RECRUITING"": 72, ""NO_LONGER_AVAILABLE"": 1, ""SUSPENDED"": 3, ""UNKNOWN"": 30, ""NOT_YET_RECRUITING"": 34, ""ENROLLING_BY_INVITATION"": 1}",202,NCT02343120,NCT07594899,"A Phase I/II, Open-Label, Multiple-Dose, Dose Escalation and Expansion Study to Investigate the Safety and Pharmacokinetics of the BTK Inhibitor BGB-3111 in Subjects With B-Cell Lymphoid Malignancies || A Phase 1b Study to Assess Safety, Tolerability and Antitumor Activity of the Combination of BGB 3111 With Obinutuzumab in Subjects With B-Cell Lym",NCT02343120|NCT02569476|NCT02795182|NCT02914938|NCT03053440|NCT03145064,6
fruquintinib,HUTCHMED,high,FRUQUINTINIB,Small molecule,APPROVAL,fruquintinib,colorectal cancer | gastric cancer | gastric adenocarcinoma | gastroesophageal junction adenocarcinoma | non-small cell lung cancer | colorectal adenocarcinoma,"{""PHASE1"": 11, ""PHASE1/PHASE2"": 20, ""PHASE2"": 100, ""PHASE3"": 10, ""NA"": 28, ""PHASE2/PHASE3"": 4, ""PHASE4"": 4, ""EARLY_PHASE1"": 2}","{""COMPLETED"": 27, ""WITHDRAWN"": 2, ""UNKNOWN"": 54, ""ACTIVE_NOT_RECRUITING"": 10, ""TERMINATED"": 1, ""RECRUITING"": 45, ""NOT_YET_RECRUITING"": 39, ""SUSPENDED"": 1}",179,NCT01645215,NCT07591597,"Phase I Study of Safety and Pharmacokinetics of Fruquintinib(HMPL-013) in Patients With Advanced Solid Tumors || A Single Center, Open-label, Randomized, Two-period Crossover Food Effect Study of Single Doses of Fruquintinib (HMPL-013) in Healthy Subjects || A Randomized, Open-label Phase Ib Trial of Fruquintinib ""4mg Once Daily Continuous""Versus """,NCT01645215|NCT01955304|NCT01975077|NCT02196688|NCT02314819|NCT02415023,1
cadonilimab,Akeso,high,CADONILIMAB,Antibody,PHASE_3,cadonilimab,hepatocellular carcinoma | cervical cancer | non-small cell lung cancer | colorectal cancer | gastric cancer | esophageal squamous cell carcinoma,"{""PHASE1"": 5, ""PHASE1/PHASE2"": 19, ""PHASE2"": 109, ""PHASE3"": 13, ""NA"": 9, ""PHASE2/PHASE3"": 1, ""EARLY_PHASE1"": 2}","{""COMPLETED"": 9, ""ACTIVE_NOT_RECRUITING"": 15, ""RECRUITING"": 65, ""UNKNOWN"": 36, ""NOT_YET_RECRUITING"": 29, ""WITHDRAWN"": 1, ""ENROLLING_BY_INVITATION"": 2, ""TERMINATED"": 1}",158,NCT03261011,NCT07586904,"A Phase 1A/1B Multicenter, Open-label, Dose-escalation, and Dose-expansion Study to Evaluate the Safety, Pharmacokinetics, and Antitumor Activity of AK104 in Subjects With Advanced Solid Tumors || A Multicenter, Open-label,Phase 1b/2 Study for Safety and Efficacy of AK104, a PD-1/CTLA-4 Bispecific Antibody, in Selected Advanced Solid Tumors || An O",NCT03261011|NCT04172454|NCT04444167|NCT04646330|NCT04868708|NCT04982237,1
pyrotinib,Jiangsu Hengrui Pharmaceuticals,high,PYROTINIB,Small molecule,APPROVAL,pyrotinib,breast cancer | non-small cell lung cancer | brain metastases | gastric cancer | colorectal cancer | brain metastasis,"{""PHASE1"": 11, ""PHASE1/PHASE2"": 12, ""PHASE2"": 104, ""PHASE3"": 18, ""NA"": 26, ""PHASE2/PHASE3"": 2, ""PHASE4"": 4}","{""COMPLETED"": 13, ""UNKNOWN"": 92, ""TERMINATED"": 1, ""ACTIVE_NOT_RECRUITING"": 7, ""RECRUITING"": 37, ""NOT_YET_RECRUITING"": 27}",177,NCT01937689,NCT07600164,A Phase I Study of Pyrotinib in Patients With HER2 Positive Advanced Breast Cancer || A Phase I Study of Pyrotinib In Combination With Capecitabine In Patients With HER2 Positive Metastatic Breast Cancer || A Phase I Study of Pyrotinib In Combination With Docetaxel In Patients With HER2 Positive Advanced Gastric Cancer,NCT01937689|NCT02361112|NCT02378389|NCT02422199|NCT02500199|NCT02535507,6
serplulimab,Shanghai Henlius Biotech,high,SERPLULIMAB,Antibody,APPROVAL,serplulimab | Serplulimab,non-small cell lung cancer | small cell lung cancer | rectal cancer | colorectal cancer | cervical cancer | esophageal squamous cell carcinoma,"{""PHASE1"": 4, ""PHASE2"": 86, ""PHASE2/PHASE3"": 5, ""PHASE3"": 9, ""PHASE1/PHASE2"": 8, ""NA"": 11, ""PHASE4"": 2}","{""UNKNOWN"": 21, ""RECRUITING"": 50, ""ACTIVE_NOT_RECRUITING"": 14, ""COMPLETED"": 2, ""NOT_YET_RECRUITING"": 38}",125,NCT03468751,NCT07604909,"A Prospective Open-label Dose Escalation Phase 1 Study to Investigate the Safety and Tolerability, and to Determine the Maximum Tolerated Dose and Recommended Phase 2 Dose, of HLX10 in Patients With Advanced Solid Tumors || A Single-Arm, Open-Label, Multicentre, Phase II Clinical Study to Evaluate Efficacy and Safety of HLX10 (Recombinant Humanized",NCT03468751|NCT04150575|NCT04297995|NCT04547166|NCT05173272|NCT05353257,1
disitamab vedotin,RemeGen,high,DISITAMAB VEDOTIN,Antibody drug conjugate,APPROVAL,disitamab vedotin,gastric cancer | breast cancer | gastroesophageal junction adenocarcinoma | muscle-invasive bladder cancer | gastric adenocarcinoma | urothelial carcinoma,"{""PHASE2"": 75, ""PHASE1"": 4, ""PHASE3"": 7, ""PHASE4"": 4, ""NA"": 8, ""PHASE1/PHASE2"": 8, ""PHASE2/PHASE3"": 2, ""EARLY_PHASE1"": 1}","{""COMPLETED"": 2, ""UNKNOWN"": 30, ""RECRUITING"": 46, ""NOT_YET_RECRUITING"": 27, ""ACTIVE_NOT_RECRUITING"": 3, ""WITHDRAWN"": 1}",109,NCT03507166,NCT07591805,"A Multicenter, Open Label，Single Arm，Phase II Study to Evaluate the Effect and Safety of Recombinant Humanized Anti-HER2 Monoclonal Antibody-MMAE Conjugate For Injection in Subjects With HER2 Positive Metastatic or Unresectable Urothelial Cancer || A Open-label, Single-arm, Multicenter, Phase II Study of RC48-ADC to Evaluate the Efficacy and Safety",NCT03507166|NCT03809013|NCT04280341|NCT04879329|NCT04965519|NCT05113459,0
ivonescimab,Akeso,high,IVONESCIMAB,Antibody,APPROVAL,ivonescimab,non-small cell lung cancer | small cell lung cancer | breast cancer | colorectal cancer | esophageal squamous cell carcinoma | pancreatic cancer,"{""PHASE1/PHASE2"": 16, ""PHASE1"": 3, ""PHASE3"": 8, ""PHASE2"": 71, ""NA"": 3}","{""COMPLETED"": 3, ""ACTIVE_NOT_RECRUITING"": 3, ""RECRUITING"": 52, ""NOT_YET_RECRUITING"": 41, ""ENROLLING_BY_INVITATION"": 1, ""WITHDRAWN"": 1}",101,NCT04597541,NCT07603791,A Phase I/II Trial of AK112 in Advanced Solid Tumor || A Phase Ib/II Trial of AK112 (PD-1/VEGF Bispecific Antibody) in Patients With Advanced NSCLC || Phase Ib Clinical Study of Anti-PD-1 and VEGF Bispecific Antibody AK112 in Combination With Etoposide and Carboplatin for the First-line Treatment of Patients With Extensive Stage Small Cell Lung Can,NCT04597541|NCT04900363|NCT05116007|NCT05184712|NCT05582499|NCT05899608,1
orelabrutinib,InnoCare Pharma,high,ORELABRUTINIB,Small molecule,APPROVAL,orelabrutinib,marginal zone lymphoma | diffuse large B-cell lymphoma | mantle cell lymphoma | primary central nervous system lymphoma | chronic lymphocytic leukemia | small lymphocytic lymphoma,"{""PHASE1/PHASE2"": 6, ""PHASE2"": 59, ""PHASE3"": 13, ""PHASE1"": 6, ""NA"": 11, ""PHASE4"": 2, ""PHASE2/PHASE3"": 2}","{""UNKNOWN"": 31, ""RECRUITING"": 47, ""ACTIVE_NOT_RECRUITING"": 4, ""COMPLETED"": 4, ""NOT_YET_RECRUITING"": 13}",99,NCT03494179,NCT07585747,"A Multicenter, Open-label Study to Evaluate the Safety and Efficacy of ICP-022 in Patients With Relapsed/Refractory Mantle Cell Lymphoma (MCL) || A Phase I/II，Multicenter, Open-Label, Study of a Novel Bruton's Tyrosine Kinase Inhibitor, Orelabrutinib, in Patients With B-Cell Malignancies || A Phase I/IIa Study on Dose-escalation and Extension of Re",NCT03494179|NCT04014205|NCT04304040|NCT04711148|NCT04831658|NCT04899427,0
surufatinib,HUTCHMED,high,SURUFATINIB,Small molecule,APPROVAL,surufatinib,pancreatic cancer | biliary tract cancer | ovarian cancer | neuroendocrine tumors | neuroendocrine carcinoma | colorectal cancer,"{""PHASE1"": 8, ""PHASE1/PHASE2"": 15, ""PHASE3"": 4, ""PHASE2"": 59, ""PHASE2/PHASE3"": 3, ""NA"": 11, ""PHASE4"": 1}","{""COMPLETED"": 18, ""UNKNOWN"": 35, ""TERMINATED"": 3, ""NO_LONGER_AVAILABLE"": 1, ""RECRUITING"": 19, ""ACTIVE_NOT_RECRUITING"": 5, ""NOT_YET_RECRUITING"": 19, ""SUSPENDED"": 1}",101,NCT02320409,NCT07534371,"A Food Effect Phase I Study of the Sulfatinib in Healthy Subjects || A Multi-Center, Open-Label, Clinical Trial to Evaluate the Safety, Tolerability, and Pharmacokinetics of Surufatinib (HMPL-012), Previously Named Sulfatinib in Advanced Solid Tumors || A Randomized, Double-blind, Multi-center Phase III Clinical Study to Assess the Efficacy and Saf",NCT02320409|NCT02549937|NCT02588170|NCT02589821|NCT02966821|NCT03873532,0
