asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
TQA3810,Chia Tai Tianqing (Sino Biopharm),high,,,,TQA3810,chronic hepatitis B,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""UNKNOWN"": 1}",2,NCT06431438,NCT06566248,"A Phase I Clinical Trial to Evaluate the Tolerability, Safety, Pharmacokinetics and Pharmacodynamics of TQA3810 Tablets || Randomized, Double-blind, Placebo-controlled Phase IIa Trial to Evaluate the Efficacy and Safety of Combined/Uncombined Nucleoside (Acid) Analogues of TQA3810 Tablets in Primary/Treated Patients With Chronic Hepatitis B",NCT06431438|NCT06566248,0
HRS-5346,Jiangsu Hengrui Pharmaceuticals,high,,,,HRS-5346,cardiovascular events,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 2}",2,NCT06441227,NCT06816264,"Phase I Clinical Study on the Safety, Tolerability and Pharmacokinetics, Pharmacodynamics and Food Effects of Single and Multiple Oral HRS-5346 Tablets in Healthy Subjects || A Randomized, Double-Blind, Placebo-Controlled Phase II Clinical Study to Evaluate the Efficacy and Safety of Oral HRS-5346 in Adult Patients at High Risk of Cardiovascular Ev",NCT06441227|NCT06816264,0
KH658,Chengdu Kanghong,medium,,,,kh658 | KH658,age-related macular degeneration,"{""PHASE1/PHASE2"": 1, ""PHASE1"": 1}","{""RECRUITING"": 1, ""ACTIVE_NOT_RECRUITING"": 1}",2,NCT06458595,NCT06825858,"A Phase I/II Study to Evaluate the Tolerability, Safety and Efficacy of KH658 Gene Therapy in Subjects With Neovascular Age-related Macular Degeneration (nAMD). || A Phase I, Open-label, Multicenter, Dose-Escalating Study to Evaluate the Safety and Tolerability of KH658 Gene Therapy in Participants With Neovascular Age-related Macular Degeneration",NCT06458595|NCT06825858,0
HS-10504,Hansoh Pharma,medium,,,,HS-10504 | hs-10504,non-small cell lung cancer,"{""PHASE1"": 2}","{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT06461156,NCT07414953,"A Phase 1 Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of HS-10504 in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC） || A Phase Ib Study of the Safety, Efficacy, Pharmacokinetics, and Immunogenicity of HS-10504 Combined Therapy in Advanced Non-small Cell Lung Cancer Patients",NCT06461156|NCT07414953,0
SIM0718,Simcere Zaiming,high,,,,SIM0718,atopic dermatitis | asthma,"{""PHASE3"": 2}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT06477835,NCT06488755,"A Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 3 Study to Evaluate the Efficacy and Safety of SIM0718 in Adult and Adolescent Patients With Moderate to Severe Atopic Dermatitis || A Multicenter, Randomized, Double-blind, Parallel-group, Placebo-controlled Phase III Clinical Study Evaluating the Efficacy and Safety of SIM0718 in ",NCT06477835|NCT06488755,0
BL-M14D1,Baili-Bio / SystImmune,high,,,,BL-M14D1 | bl-m14d1,small cell lung cancer | solid tumors | neuroendocrine tumors | neuroendocrine neoplasms,"{""PHASE1"": 2}","{""RECRUITING"": 2}",2,NCT06505824,NCT07080242,"A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics Characteristics and Preliminary Efficacy of BL-M14D1 in Patients With Locally Advanced or Metastatic Small Cell Lung Cancer, Neuroendocrine Tumors and Other Solid Tumors || A Phase 1 Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy o",NCT06505824|NCT07080242,0
HRS-9057,Jiangsu Hengrui Pharmaceuticals,high,,,,hrs-9057 | HRS-9057,heart failure with volume overload | fluid retention,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1}",2,NCT06506994,NCT07318103,"An Open Label, Tolvaptan-controlled Phase I Study to Evaluate the Safety, Tolerability, Pharmacokinetics, Pharmacodynamics, and Efficacy of Multiple Ascending Dose of HRS-9057 in Heart Failure With Volume Overload || A Multicentre, Randomised, Double-blind, Placebo-controlled Phase II Clinical Study Evaluating the Efficacy and Safety of Injectable ",NCT06506994|NCT07318103,0
GC001,Gracell Biotechnologies (AstraZeneca),medium,,,,GC001 oncolytic vaccinia virus | oncolytic vaccinia virus gc001,solid tumors | glioma,"{""PHASE1"": 2}","{""RECRUITING"": 2}",2,NCT06508307,NCT06660056,"A Phase I Study Evaluating the Safety, Tolerability, Biodistribution and Shedding of the Virus, Pharmacodynamics, Immunogenicity, and Antitumor Activity of GC001 Oncolytic Vaccinia Virus Injection in Patient With Advanced Solid Tumors. || A Phase I Study Evaluating the Safety, Tolerability, Biodistribution and Shedding of Oncolytic Vaccinia Virus G",NCT06508307|NCT06660056,0
JWCAR201,JW Therapeutics,high,,,,JWCAR201,diffuse large B-cell lymphoma | hematology malignancy | autoimmune diseases,"{""PHASE1"": 2}","{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT06517004,NCT06567080,"An Open-label, Single-arm Study of JWCAR201 in the Treatment of Relapsed or Refractory Diffuse Large B-cell Lymphoma || An Open Label, Single Arm Study to Evaluate JWCAR201 Treating B Cell Driven Hematology Malignancy and Autoimmune Diseases",NCT06517004|NCT06567080,0
SHR-2554,Jiangsu Hengrui Pharmaceuticals,high,ZEPRUMETOSTAT,Small molecule,PHASE_3,SHR-2554,peripheral T-cell lymphoma | gastric cancer | gastroesophageal junction adenocarcinoma,"{""PHASE2"": 2}","{""RECRUITING"": 2}",2,NCT06519526,NCT07311408,"Exploratory Clinical Study of SHR-0302 and SHR-2554 in Patients With Relapsed/Refractory Peripheral T Cell Lymphoma || SHR-1701 Combined With Rivoceranib, With or Without SHR-2554, in Patients With Advanced Gastric Cancer Who Have Failed First-Line Immunotherapy",NCT06519526|NCT07311408,0
TQD3524,Chia Tai Tianqing (Sino Biopharm),high,,,,tqd3524,ventilator-associated bacterial pneumonia | hospital-acquired bacterial pneumonia,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT06522945,NCT07512596,"An Open, Parallel, Single-dose Phase I Clinical Study on the Pharmacokinetics and Safety of TQD3524 for Injection in Renal Impairment Subjects || Randomized, Double-blind, Parallel-controlled, Multicenter Phase II Clinical Study to Evaluate the Efficacy and Safety of Polymyxin E2 Mesylate Intravenous Infusion Combined With Nebulized Inhalation in t",NCT06522945|NCT07512596,0
JMT202,Jemincare,high,,,,JMT202,hypertriglyceridemia,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1}","{""ENROLLING_BY_INVITATION"": 1, ""RECRUITING"": 1}",2,NCT06564467,NCT07140809,"A Phase І, Randomized, Double-Blind, Placebo-Controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of JMT202 Injection in Chinese Healthy Participants || a Multiple-center, Randomized, Double-blind, Placebo-controlled, Multiple-dose Escalation Phase Ib/Ⅱa Study to Evaluate the Safety, T",NCT06564467|NCT07140809,2
GENSCI098,GeneScience (Changchun High-Tech),high,,,,GenSci098 | gensci098,thyroid eye disease | Graves' disease,"{""PHASE1"": 2}","{""RECRUITING"": 2}",2,NCT06569758,NCT07286656,"A Phase 1 Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single and Multiple Ascending Subcutaneous Doses of GenSci098 in TED Patients || A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Single Ascending Subcutaneous Dose of GenSci098 in Patients",NCT06569758|NCT07286656,0
SCTB41,Sinocelltech,high,,,,SCTB41,malignant solid tumour | malignant solid tumours,"{""PHASE1/PHASE2"": 2}","{""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",2,NCT06600022,NCT07594028,"A Phase I/II, Open-label, Multicentre, Dose-escalation, and Dose-expansion Study to Evaluate the Safety, Pharmacokinetics and Anti-tumor Activity of SCTB41 in Patients with Advanced Malignant Solid Tumours || An Open Multi-center Phase I/II Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of SCTB41 in Combinatio",NCT06600022|NCT07594028,0
SHR-7787,Jiangsu Hengrui Pharmaceuticals,high,,,,shr-7787 | SHR-7787,solid tumors | malignant solid tumor,"{""PHASE1/PHASE2"": 1, ""PHASE2"": 1}","{""RECRUITING"": 2}",2,NCT06605222,NCT07268040,"A Phase I/II, Open Label, Multicenter Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of SHR-7787 in Patients With Advanced Solid Tumors || A Multicenter, Open-label Phase II Clinical Study of SHR-7787 Combined With Other Antitumor Drugs in Patients With Advanced Solid Tumors",NCT06605222|NCT07268040,0
