asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
XNW3009,Evopoint Biosciences,high,,,,XNW3009,gout-related hyperuricemia | gout,"{""PHASE1"": 2}","{""COMPLETED"": 1, ""UNKNOWN"": 1}",2,NCT04040907,NCT05324423,"A Phase I, Randomized, Double-Blind, Placebo-Controlled, Dose-Escalation Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single and Multiple Oral Doses of XNW3009 in Healthy Adult Subject || A Single-center, Open-access Study to Evaluate Drug Interactions Between XNW3009, Febuxostat, and Colchicine in Patients W",NCT04040907|NCT05324423,0
HS-10342,Hansoh Pharma,medium,,,,HS-10342,solid tumor | breast cancer,"{""PHASE1"": 1, ""PHASE2"": 1}","{""COMPLETED"": 1, ""UNKNOWN"": 1}",2,NCT04060511,NCT05044988,"A Phase 1, Multicenter Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of HS-10342 in Patients With Advanced Solid Tumor || A Single-arm, Open-label, Multicenter, Phase 2 Study to Evaluate the Efficacy and Safety of HS-10342 in Previously Treated Patients With Hormone Receptor Positive and Human Epidermal Growth Factor Rec",NCT04060511|NCT05044988,0
HBM9036,Harbour BioMed,high,,,,HBM9036 | hbm9036,dry eye,"{""PHASE2"": 1, ""PHASE3"": 1}","{""COMPLETED"": 2}",2,NCT04092907,NCT04633213,"A Phase 2, Randomized, Double-Blind, Placebo Controlled Study Evaluating the Efficacy and Safety of HBM9036 Ophthalmic Solution Versus Placebo in Subjects With Moderate to Severe Dry Eye || A Phase 3, Multicenter, Randomized, Double-Blinded and Placebo-Controlled Study Evaluating the Efficacy and Safety of 0.25% HBM9036 (HL036) Ophthalmic Solution ",NCT04092907|NCT04633213,1
myobloc,Adlai Nortye,medium,RIMABOTULINUMTOXINB,Protein,APPROVAL,MYOBLOC,lower limb spasticity | upper limb spasticity,"{""PHASE2/PHASE3"": 2}","{""TERMINATED"": 1, ""ACTIVE_NOT_RECRUITING"": 1}",2,NCT04099667,NCT04815967,"A Phase 2/3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Single-Treatment Efficacy and Safety Study of MYOBLOC® in the Treatment of Adult Lower Limb Spasticity || Phase 2/3, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Single-Treatment Efficacy and Safety Study of MYOBLOC in Treatment of Adult Upper Limb Spasticity and ",NCT04099667|NCT04815967,0
SY-007,Shouyao Holdings,medium,,,,sy-007 | SY-007,ischemic stroke,"{""PHASE1"": 2}","{""COMPLETED"": 1, ""SUSPENDED"": 1}",2,NCT04111523,NCT04891913,"Phase I Clinical Study to Evaluate Safety, Tolerance and Pharmacokinetics of SY-007 After Single-dose Incremental Intravenous Injection in Healthy Subjects || Phase Ib Clinical Study to Evaluate Safety, Tolerance，Pharmacokinetics and Efficacy of SY-007 After Intravenous Injection in Acute Ischemic Stroke Subjects",NCT04111523|NCT04891913,0
BPI-7711,Betta Pharmaceuticals,high,REZIVERTINIB,Small molecule,PHASE_3,BPI-7711 | bpi-7711,,"{""PHASE1"": 2}","{""COMPLETED"": 2}",2,NCT04135820,NCT04135833,"An Open-label, Randomised, Single Dose, Cross-over Phase I Study to Determine the Effect of Food on the Pharmacokinetic Profile of BPI-7711 || A Phase I Study to Assess the Effect of Itraconazole and Rifampicin on Pharmacokinetics Profile of BPI-7711 in Chinese Healthy Volunteers",NCT04135820|NCT04135833,1
BAT2506,Bio-Thera Solutions,high,,,,BAT2506,,"{""PHASE1"": 2}","{""COMPLETED"": 2}",2,NCT04152759,NCT05332730,"A Randomized, Double-blinded, Single-dose, 2-arm Parallel, Comparative Study to Evaluate the Pharmacokinetics and Safety of BAT2506 Injection vs Simponi in Healthy Chinese Male Subjects || A Randomized, Double-blind, Single-dose, Parallel Three-arm Comparative Study on Pharmacokinetics and Safety of BAT2506 Injection Versus the EU-licensed and US-l",NCT04152759|NCT05332730,2
IBI315,Innovent Biologics,high,,,,IBI315 | ibi315,solid tumor | adenocarcinoma of the gastroesophageal junction | adenocarcinoma of the stomach,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1}","{""COMPLETED"": 1, ""UNKNOWN"": 1}",2,NCT04162327,NCT05608785,"A Phase Ia/Ib, Open-label, Multicenter, Dose-escalation Study Evaluating the Safety, Tolerability, and Potential Efficacy of IBI315, an Anti-HER2/PD-1 Bi-specific Antibody in Patients With HER2-expressing Advanced Solid Tumor || Single-center, Multi-cohort Exploratory Phase Ib/II Clinical Study of First-line Treatment of Unresectable Locally Advanc",NCT04162327|NCT05608785,0
GB222,Genor Biopharma,medium,,,,gb222,high-grade glioma,"{""PHASE1"": 2}","{""UNKNOWN"": 2}",2,NCT04175158,NCT04178057,"A Randomized, Double-blind, Parallel-controlled Comparative Study to Evaluate the PK Pharmacokinetic Similarity After Single Administration of GB222 and Bevacizumab in Healthy Volunteers. || An Open-label, Dose-escalated, Phase I Clinical Trial to Assess the Safety, Tolerability and Pharmacokinetic Profiles of GB222 in Chinese Patients With Relapse",NCT04175158|NCT04178057,1
RC98,RemeGen,high,,,,RC98 | rc98,malignant solid tumors | gastric cancer,"{""PHASE1"": 2}","{""UNKNOWN"": 2}",2,NCT04190823,NCT05514158,"A Phase I Study to Evaluate the Safety,Tolerability and Pharmacokinetics of RC98 For Injection in Subjects With Advanced Malignant Solid Tumors || A Phase I Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Preliminary Efficacy of Disitamab Vedotin Combined With RC98 in the Treatment of Subjects With HER2-expressing Locally ",NCT04190823|NCT05514158,0
