asset_key,company_name_seed,seed_confidence,inn_from_ot,drug_type_ot,ot_max_stage,raw_names,top_conditions,phases,statuses,n_trials,min_nct,max_nct,sample_titles,nct_ids,china_title_hits
SCTB35,Sinocelltech,high,,,,sctb35 | SCTB35,non-Hodgkin lymphoma | systemic lupus erythematosus | follicular lymphoma | diffuse large B-cell lymphoma,"{""PHASE1"": 1, ""PHASE1/PHASE2"": 1, ""PHASE3"": 2}","{""NOT_YET_RECRUITING"": 3, ""RECRUITING"": 1}",4,NCT06318884,NCT07570823,"A Phase Ia/Ib Dose-escalation and Dose-expansion Study Evaluating the Safety, Tolerability, Pharmacokinetics, and Preliminary Efficacy of SCTB35 in Patients With CD20+ Relapse/Refractory B-cell Non-Hodgkin Lymphoma || A Phase Ib/II Clinical Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Efficacy of SCTB35 in Patients with Systemi",NCT06318884|NCT06841042|NCT07562022|NCT07570823,0
MHB039A,Minghui Pharmaceutical,high,,,,MHB039A | mhb039a,solid tumor | malignant solid tumors | malignant solid tumor | breast cancer | lung cancer,"{""PHASE1/PHASE2"": 3, ""PHASE2"": 1}","{""ACTIVE_NOT_RECRUITING"": 1, ""RECRUITING"": 3}",4,NCT06345482,NCT07229599,A Phase I/II Study of MHB039A for Advanced Solid Tumor to Evaluate the Efficacy and Safety || An Open-label Phase I/II Clinical Study of MHB088C for Injection Combined With MHB039A for Injection in Patients With Advanced Malignant Solid Tumors || An Open-label Phase II Clinical Study of MHB036C for Injection Combined With MHB039A for Injection in P,NCT06345482|NCT07126665|NCT07130383|NCT07229599,0
JMKX001899,Jemincare,high,,,,jmkx001899 | JMKX001899,non-small cell lung cancer,"{""PHASE1"": 3, ""PHASE3"": 1}","{""UNKNOWN"": 1, ""NOT_YET_RECRUITING"": 2, ""RECRUITING"": 1}",4,NCT06348290,NCT07242274,"a Single-center, Non-randomized, Open-label, Self-controlled Phase 1 Clinical Study to Evaluate Drug-drug Interactions of JMKX001899 Tablets in Healthy Subjects || A Phase 1, Single Center, Randomized, Double-Blind, Placebo-Controlled, Single-Dose Study to Evaluate the Effect of JMKX001899 on the QTc Interval in Healthy Subjects || A Phase Ib, Dose",NCT06348290|NCT06473948|NCT06946927|NCT07242274,0
APG777,Ascentage Pharma,high,,,,APG777 | apg777,atopic dermatitis | asthma,"{""PHASE2"": 2, ""PHASE1"": 2}","{""ACTIVE_NOT_RECRUITING"": 3, ""RECRUITING"": 1}",4,NCT06395948,NCT07027527,"A Two-part, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety and Efficacy of APG777 in Patients With Moderate-to-severe Atopic Dermatitis || A Phase 1b, Multicenter, Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Immunogenicity of APG777 in Adults ",NCT06395948|NCT06920901|NCT07003425|NCT07027527,0
GZR33,Gan & Lee Pharmaceuticals,high,,,,gzr33,type 2 diabetes | type 2 diabetes mellitus,"{""PHASE1"": 2, ""PHASE2"": 1, ""PHASE3"": 1}","{""COMPLETED"": 2, ""RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",4,NCT06548932,NCT07527078,"A Randomized, Double-blind, Placebo-controlled Study to Evaluate the Safety, Tolerance, PK and PD Parameters of Single Dose Escalation of GZR33 and Single Administration of GZR101 in Healthy Male Adult Subjects || Phase Ib Clinical Study on the Safety, Tolerance, Pharmacokinetics, and Pharmacodynamics of GZR33 and GZR101 in Healthy Adult Male Subje",NCT06548932|NCT06556641|NCT06558708|NCT07527078,0
LY03020,Luye Pharma,high,,,,LY03020 | ly03020,schizophrenia | psychosis,"{""PHASE1"": 3, ""PHASE2"": 1}","{""COMPLETED"": 1, ""RECRUITING"": 1, ""ACTIVE_NOT_RECRUITING"": 1, ""NOT_YET_RECRUITING"": 1}",4,NCT06556966,NCT07396870,"A Phase Ⅰ, Randomized, Double-blind, Placebo-controlled, Single Dose Ascending Study to Assess the Safety, Tolerability, and Pharmacokinetics of LPM787000048 Maleate Sustained-release Tablet (LY03020) in Chinese Healthy Adult Subjects || A Randomized, Double-Blind, Placebo-Controlled, Dose- Ascending Phase I Clinical Study to Evaluate the Safety, T",NCT06556966|NCT07230652|NCT07292233|NCT07396870,2
ASC30,Ascletis Pharma,high,,,,asc30 | ASC30,obesity | overweight | type 2 diabetes mellitus,"{""PHASE1/PHASE2"": 1, ""PHASE1"": 1, ""PHASE2"": 2}","{""ACTIVE_NOT_RECRUITING"": 2, ""COMPLETED"": 2}",4,NCT06679959,NCT07321678,"A Phase I/IIa, Randomized, Double-blind, Placebo-controlled, Single and Multiple Ascending Dose Study to Evaluate the Safety, Tolerability, and Pharmacokinetics of ASC30 Injection, for Subcutaneous Use in Participants With Obesity || A Phase I Randomized, Double-blind, Placebo-controlled, Single and Multiple Ascending Dose Study to Evaluate the Saf",NCT06679959|NCT06680440|NCT07002905|NCT07321678,0
YZJ-4729,Yangtze River Pharmaceutical,high,,,,YZJ-4729 | YZJ-4729 tartrate | yzj-4729 tartrate,pain | acute pain,"{""PHASE2"": 2, ""PHASE1"": 2, ""PHASE3"": 1}","{""ACTIVE_NOT_RECRUITING"": 1, ""COMPLETED"": 2, ""NOT_YET_RECRUITING"": 2}",4,NCT06680466,NCT06901830,"A Multicenter, Ramdomized, Double-Blind, Dose-Regimen Finding, Placebo and Active-Controlled Phase Ⅱ Study to Evaluate the Efficacy and Safety of YZJ-4729 in Patients With Moderate to Severe Acute Pain After Abdominal Surgery || A Phase 1 Study to Evaluate the Safety, Tolerability, Pharmacokinetics and PK/PD of YZJ-4729 Tartrate Injection After A S",NCT06680466|NCT06681493|NCT06890533|NCT06901830,0
SKB571,Kelun-Biotech,high,,,,skb571 | SKB571,non-small cell lung cancer | solid tumor | gastrointestinal tumors,"{""PHASE1"": 1, ""PHASE2"": 3}","{""RECRUITING"": 3, ""NOT_YET_RECRUITING"": 1}",4,NCT06725381,NCT07564466,"A Phase 1 Clinical Study of the Safety, Tolerability, Pharmacokinetics, and Preliminary Anti-tumor Activity of SKB571 for Injection in Subjects With Advanced Solid Tumors || A Phase II Study to Evaluate the Safety and Efficacy of SKB571 in Patients With Advanced Non-small Cell Lung Cancer || A Phase II Clinical Study to Evaluate the Safety and Effi",NCT06725381|NCT07230405|NCT07308106|NCT07564466,0
DZD6008,Dizal Pharmaceutical,high,,,,DZD6008 | dzd6008,non-small cell lung cancer | epidermal growth factor receptor mutation,"{""PHASE1"": 2, ""PHASE1/PHASE2"": 2}","{""RECRUITING"": 4}",4,NCT06813365,NCT07079475,"A Phase 1, Open-Label, Multicenter Study to Assess the Safety, Tolerability, Pharmacokinetics, and Anti-tumor Efficacy of DZD6008 in Patients With Advanced Non-Small Cell Lung Cancer (NSCLC) With EGFR Mutation (TIAN-SHAN2) || A Phase 1, Open-Label, Multicenter Study to Assess the Safety, Tolerability, Pharmacokinetics, and Anti-tumor Efficacy of DZ",NCT06813365|NCT06905197|NCT07070440|NCT07079475,0
